word	Sundanese-su	emotion	emotion-intensity-score
dislike	daek	anger	0.469
disruption	kariweuh	anger	0.469
intolerance	Intoleransi	anger	0.469
opposition	oposisi	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	bodo	anger	0.467
agony	kanyeri nu nyosok jero	anger	0.465
arrogant	bedegong	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	liang angin	anger	0.456
elimination	éliminasi	anger	0.456
picketing	picketing	anger	0.456
haughty	haughty	anger	0.456
troublesome	troublesome	anger	0.455
clamor	clamor	anger	0.455
busted	dadung	anger	0.455
constraint	Konstrain	anger	0.455
crabby	crabby	anger	0.455
veto	peto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	mislead	anger	0.455
illicit	terlarang	anger	0.455
dying	dying	anger	0.455
grated	grated	anger	0.455
idiocy	idiocy	anger	0.455
illegality	illegality	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	impermeable	anger	0.455
bad	awon	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	godless	anger	0.453
disagreeing	disagreeing	anger	0.453
intense	hebat	anger	0.453
struggle	kaayaan bajoang	anger	0.453
suppress	nindes	anger	0.453
disapproving	disapproving	anger	0.453
desist	desist	anger	0.453
bayonet	bayonet	anger	0.453
displeased	displeased	anger	0.453
hysterical	histeris	anger	0.453
unlawful	henteu sah	anger	0.451
wrongly	wrongly	anger	0.448
repellent	panolak	anger	0.442
wasted	wasted	anger	0.441
foe	foe	anger	0.441
dishonor	dishonor	anger	0.441
wrongful	salah	anger	0.441
psychosis	psychosis	anger	0.441
aversion	kahoream	anger	0.440
punitive	punitive	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	Puhu curuk	anger	0.439
effigy	effigy	anger	0.439
schism	peupeus	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	kesel	anger	0.439
worthless	teu aya hargana	anger	0.438
deny	nyangkal	anger	0.438
ransom	tebusan	anger	0.438
fugitive	buronan	anger	0.438
deleterious	deleterious	anger	0.438
stupidity	kabodoan	anger	0.438
abandonment	abandonment	anger	0.438
mucked	mucked	anger	0.438
separatist	séparatis	anger	0.438
irritation	iritasi	anger	0.438
oblivion	oblivion	anger	0.437
segregate	misahkeun	anger	0.437
payback	payback	anger	0.436
incongruous	incongruous	anger	0.435
eviction	nundung	anger	0.435
collusion	kolusi	anger	0.432
rob	ngarampog	anger	0.431
infidelity	henteu satia	anger	0.429
ravenous	ravenous	anger	0.429
overrun	ngaleut	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	béladiri	anger	0.426
painful	nganyenyerikeun	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incredulous	anger	0.426
rejection	panolakan	anger	0.426
defense	nahanan	anger	0.425
powerful	kawasa	anger	0.424
censor	sensor	anger	0.424
indecency	indecency	anger	0.424
fraudulent	curang	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	fallacious	anger	0.424
concealment	concealment	anger	0.424
greed	karanjingan	anger	0.424
disobedience	hal nu henteu patuh	anger	0.424
fuss	fuss	anger	0.424
enforce	ngajalankeun	anger	0.424
banger	banger	anger	0.424
commotion	ririweuhan	anger	0.424
defraud	ngagasab duit lain hakna	anger	0.424
discontent	discontent	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	exasperation	anger	0.424
barb	barb	anger	0.422
banishment	banishment	anger	0.422
sedition	sedition	anger	0.422
misrepresented	misrepresented	anger	0.422
snubbed	snubbed	anger	0.422
penetration	penetrasi	anger	0.422
cracked	retak	anger	0.422
annoyance	gangguan	anger	0.422
duel	tanding	anger	0.422
penitentiary	penitentiary	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	carana nundung	anger	0.422
nettle	nettle	anger	0.422
scar	tapak tatu	anger	0.422
bang	bang	anger	0.422
cur	kiw	anger	0.422
blatant	blatant	anger	0.420
force	kakuatan	anger	0.418
perverse	perverse	anger	0.415
wring	wring	anger	0.415
bastion	bastion	anger	0.413
grim	surem	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	Moody	anger	0.412
hunting	moro	anger	0.411
indenture	indenture	anger	0.410
sham	syam	anger	0.409
squelch	squelch	anger	0.409
awful	pikasieuneun	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicate	anger	0.409
contradict	nyangkal	anger	0.409
supremacy	kaunggulan	anger	0.409
sneak	nyolong	anger	0.409
cantwin	cantwin	anger	0.409
reproach	reproach	anger	0.409
compulsion	paksaan	anger	0.409
inept	inept	anger	0.409
blockade	halangan keur ngepung	anger	0.409
detainee	detainee	anger	0.409
forfeit	forfeit	anger	0.409
disappoint	nguciwakeun	anger	0.409
lying	bohong	anger	0.408
epidemic	pagebug	anger	0.406
tremor	tremor	anger	0.406
rail	rel	anger	0.406
onerous	onerous	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	teu bisa jadi	anger	0.406
forsaken	forsaken	anger	0.406
delusion	delusion	anger	0.406
wrongdoing	dosa	anger	0.406
badger	badger	anger	0.406
antipathy	antipati	anger	0.406
inequality	kateusaruaan	anger	0.406
nuisance	gangguan	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	alesan	anger	0.404
affront	affront	anger	0.403
traumatic	traumatis	anger	0.402
libel	pitenah	anger	0.400
sodding	sodding	anger	0.400
annoys	annoys	anger	0.400
watchout	awas	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenetic	anger	0.397
remiss	remiss	anger	0.397
barge	kapal tongkang	anger	0.396
howl	babaung	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	tinju	anger	0.394
untoward	untoward	anger	0.394
extinguish	extinguish	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	disrespect	anger	0.394
illegal	henteu sah	anger	0.394
rabble	rabble	anger	0.394
actionable	actionable	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	tipuan	anger	0.394
sue	ngagugat	anger	0.394
unfriendly	teu marahmay	anger	0.394
confiscate	ngajabel	anger	0.394
brimstone	brimstone	anger	0.392
argh	Euh	anger	0.391
pique	Pique	anger	0.391
recklessness	recklessness	anger	0.391
earthquake	lindu	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	disolusi	anger	0.391
rigged	rigged	anger	0.391
disagree	teu satuju	anger	0.389
lawsuit	ngeunaan hukum	anger	0.386
disused	disused	anger	0.382
immorality	immorality	anger	0.382
despair	putus harepan	anger	0.382
difficulty	kasulitan	anger	0.379
incurable	teu bisa jadi cageur	anger	0.379
touchy	touchy	anger	0.379
coerce	maksa	anger	0.379
sizzle	sizzle	anger	0.379
rifle	bedil	anger	0.379
falsification	falsification	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	nyeri	anger	0.379
picket	piket	anger	0.378
concussion	geger otak	anger	0.377
pessimism	pesimis	anger	0.375
pitfall	pitfall	anger	0.375
infantile	orok, infantile	anger	0.375
disillusionment	disillusionment	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milisi	anger	0.375
remand	remand	anger	0.375
faulty	faulty	anger	0.375
cannon	mariem	anger	0.375
rawr	rawr	anger	0.375
sly	bulit	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotisme	anger	0.371
distressing	distressing	anger	0.371
inhibit	ngahambat	anger	0.371
vindicate	nahankeun	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	disreputable	anger	0.368
forbidding	forbidding	anger	0.368
conquest	tatalukan	anger	0.367
bark	ngagogogan	anger	0.365
leukemia	leukemia	anger	0.365
barks	barks	anger	0.364
burke	Burke	anger	0.364
challenge	tangtangan	anger	0.364
disapprove	nyempad	anger	0.364
unhappy	teu bagja	anger	0.364
retarded	retarded	anger	0.364
warrior	nu bajoang	anger	0.364
belt	sabuk	anger	0.364
controversial	kontroversial	anger	0.359
opinionated	opinionated	anger	0.359
paucity	paucity	anger	0.359
broken	potong	anger	0.359
litigate	ngadawa	anger	0.359
polemic	Polemik	anger	0.359
aftermath	ceurik getih	anger	0.359
disliked	disliked	anger	0.359
loudness	loudness	anger	0.359
restriction	wangenan	anger	0.359
cad	CAD	anger	0.359
sectarian	sectarian	anger	0.359
incompetence	incompetence	anger	0.359
interrupting	interrupting	anger	0.358
fussy	hésé	anger	0.357
wench	wench	anger	0.353
misbehavior	misbehavior	anger	0.351
gruff	kereng	anger	0.351
remove	mindahkeun	anger	0.351
brat	brat	anger	0.351
scarcity	scarcity	anger	0.350
losing	kaleungitan	anger	0.349
pest	hama	anger	0.348
defect	karuksakan	anger	0.348
hardened	hardened	anger	0.348
deserted	deserted	anger	0.348
lie	ngabohong	anger	0.348
retract	narik balik	anger	0.348
untrustworthy	untrustworthy	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	kuciwa	anger	0.348
disagreement	kaayaan teu satuju	anger	0.348
stigma	stigma	anger	0.348
ulcer	sariawan	anger	0.348
bias	bias	anger	0.345
negation	negation	anger	0.344
antisocial	antisocial	anger	0.344
evade	nyinkahkeun	anger	0.344
shoddy	shoddy	anger	0.344
bothering	bothering	anger	0.344
impotence	peluh	anger	0.344
shaky	ngaruat	anger	0.344
misleading	nyasabkeun	anger	0.344
stripped	dilucuti	anger	0.344
disclaim	disclaim	anger	0.344
unsettled	unsettled	anger	0.344
anxiety	kaayaan guligah	anger	0.344
stingy	pelit	anger	0.344
deterioration	deterioration	anger	0.344
pirate	bajag	anger	0.344
unreliable	-usulna teu jelas	anger	0.344
interminable	interminable	anger	0.343
disease	panyakit	anger	0.341
meddle	meddle	anger	0.341
warp	Lungsi	anger	0.340
averse	averse	anger	0.338
infamous	goreng ngarana	anger	0.338
alcoholism	mabok	anger	0.338
row	baris	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	gering	anger	0.333
encumbrance	encumbrance	anger	0.333
scorpion	kalajengking	anger	0.333
illegitimate	haram	anger	0.333
witchcraft	elmu sihir	anger	0.333
interrupt	ngaganggu	anger	0.333
paralyzed	lumpuh	anger	0.333
sinner	jelema nu ngalakukeun dosa	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	teu merhatikeun	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	dashed	anger	0.328
disqualified	disqualified	anger	0.328
fib	FIB	anger	0.328
hiss	ngaheos	anger	0.328
brrr	brrr	anger	0.328
resisting	resisting	anger	0.328
victim	korban	anger	0.328
scapegoat	scapegoat	anger	0.328
tighten	ngetatkeun	anger	0.328
opponent	musuh	anger	0.328
crusade	perang salib	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	babari ambek	anger	0.328
prohibited	dilarang	anger	0.328
inappropriate	pantes	anger	0.324
haye	haye	anger	0.324
loss	karugian	anger	0.324
eschew	eschew	anger	0.324
trickery	trickery	anger	0.324
neglected	neglected	anger	0.324
canker	canker	anger	0.323
queues	antrian	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	duplicity	anger	0.318
criticism	hinaan	anger	0.318
shriek	shriek	anger	0.316
depreciate	depreciate	anger	0.315
poverty	kasangsaraan	anger	0.312
chaff	chaff	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	bubaran	anger	0.312
mortality	mortality	anger	0.312
deflate	deflate	anger	0.312
carelessness	kagagabahan	anger	0.312
dumps	dumps	anger	0.312
revving	revving	anger	0.309
disallowed	disallowed	anger	0.308
thoughtless	gagabah	anger	0.307
boisterous	boisterous	anger	0.307
burial	ngubur	anger	0.304
theocratic	theocratic	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	involution	anger	0.300
senseless	boloho	anger	0.297
stalemate	stalemate	anger	0.297
depreciated	depreciated	anger	0.297
wasteful	boros	anger	0.297
hoax	wadul	anger	0.297
misuse	nyelewengkeun	anger	0.297
getyourown	getyourown	anger	0.297
taxed	taxed	anger	0.297
depressed	depresi	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	kalumpuhan	anger	0.295
displaced	lunta	anger	0.294
limited	kawates	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	teu asup kaakal	anger	0.289
teasing	teasing	anger	0.288
sharpen	ngasah	anger	0.288
react	mere tanggapan	anger	0.288
presumptuous	presumptuous	anger	0.288
spine	tulang tonggong	anger	0.288
homeless	andar-andar	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	halangan	anger	0.287
myopia	myopia	anger	0.283
contraband	barang nu dinyusupkeun	anger	0.281
disconnects	disconnects	anger	0.281
spam	EMAIL sampah	anger	0.281
lagging	katinggaleun	anger	0.281
shiver	ngadegdeg	anger	0.281
agh	agh	anger	0.281
restitution	restitution	anger	0.281
flexin	flexin	anger	0.281
incompatible	teu sauyunan	anger	0.281
delinquent	delinquent	anger	0.281
noncompliance	noncompliance	anger	0.279
troll	ngakuna	anger	0.279
buffering	buffering	anger	0.279
unfairness	unfairness	anger	0.279
foray	foray	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	kaayaan teu dewasa	anger	0.273
bogus	bogus	anger	0.273
uncaring	uncaring	anger	0.273
shock	reuwas	anger	0.269
feisty	feisty	anger	0.269
defendant	jelema nu didakwa	anger	0.266
latent	laten	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	biruang	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	operatif	anger	0.266
quandary	quandary	anger	0.266
inconvenient	teu pikaresepeun	anger	0.266
feminism	feminisme	anger	0.266
humbug	humbug	anger	0.266
interrupts	interrupts	anger	0.265
fluctuation	turun naek	anger	0.265
exaggerate	ngaleuleuwihkeun	anger	0.263
lose	kawon	anger	0.261
patter	patter	anger	0.258
tease	ngagoda	anger	0.258
furnace	hawu	anger	0.258
stone	batu	anger	0.258
shoplifting	shoplifting	anger	0.258
soldier	soldadu	anger	0.258
incompetent	henteu mampuh	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	skid	anger	0.250
notoriety	notoriety	anger	0.250
falsehood	bathil	anger	0.250
untrue	bohong	anger	0.250
mastery	WS Rendra	anger	0.250
tripping	tripping	anger	0.250
nonsense	gede bohong	anger	0.250
unfollow	unfollow	anger	0.250
noisy	gandeng	anger	0.250
pouting	pouting	anger	0.250
cane	iteuk	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	roket	anger	0.250
complicate	ngahesekeun	anger	0.250
socialist	sosialis	anger	0.250
lawyer	pengacara	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	konci hurup ageung	anger	0.242
fenced	fenced	anger	0.242
obstacle	halangan	anger	0.242
halter	halter	anger	0.242
witch	tukang sihir	anger	0.242
vampire	vampir	anger	0.242
detract	detract	anger	0.242
ringer	ringer	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	rasa lapar	anger	0.235
recession	resesi	anger	0.234
lava	lahar	anger	0.234
shell	kerang	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarip	anger	0.234
failing	gagal	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	pulitik	anger	0.234
undesirable	teu pikaresepeun	anger	0.231
darkness	kapoekan	anger	0.227
versus	lawan	anger	0.227
resign	eureun	anger	0.227
copycat	copycat	anger	0.227
soaked	soaked	anger	0.226
unfulfilled	unfulfilled	anger	0.225
abandoned	ditinggalkeun	anger	0.222
bankruptcy	kaayaan bangkrut	anger	0.221
owing	owing	anger	0.221
unattainable	unattainable	anger	0.221
unhelpful	unhelpful	anger	0.219
twitching	twitching	anger	0.219
confusion	kabingungan	anger	0.219
mosquito	reungit	anger	0.219
warden	sipir	anger	0.219
misconception	misconception	anger	0.219
compress	niiskeun	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	alat	anger	0.219
nosey	hayang weruh	anger	0.213
overpriced	overpriced	anger	0.212
harry	harry	anger	0.212
shortage	kakurangan	anger	0.212
adder	panambah	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	boga	anger	0.206
desert	ninggalkeun	anger	0.206
pout	pout	anger	0.203
uninvited	uninvited	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	teu episien	anger	0.203
rook	Pleng	anger	0.203
unlucky	apes	anger	0.203
unpaid	unpaid	anger	0.203
backbone	tulang tonggong	anger	0.203
sentence	hukuman	anger	0.203
powerless	teu aya kakuatanana	anger	0.203
court	pangadilan	anger	0.199
endless	euweuh beakna	anger	0.198
adverts	adverts	anger	0.197
delay	nunda	anger	0.197
misstatement	misstatement	anger	0.197
distracted	kacau	anger	0.197
misunderstanding	salah ngartian	anger	0.195
excite	ngagumbirakeun	anger	0.191
inadmissible	inadmissible	anger	0.191
lightning	kilat	anger	0.189
incase	jaga-jaga	anger	0.188
preclude	preclude	anger	0.188
insecure	teu aman	anger	0.188
mournful	mournful	anger	0.188
rating	rating	anger	0.182
mistress	Jeng	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	nu ngagugat	anger	0.182
insist	ngadawa	anger	0.182
distracting	distracting	anger	0.182
opium	candu	anger	0.180
willful	dihaja	anger	0.176
deserve	boga hak	anger	0.176
insists	insists	anger	0.175
treat	nganggap	anger	0.175
misplace	nyelap	anger	0.172
indecisive	indecisive	anger	0.172
gibberish	gibberish	anger	0.172
fleece	fleece	anger	0.172
fee	ongkos	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	ngabebaskeun	anger	0.172
excitation	éksitasi	anger	0.172
hormonal	hormonal	anger	0.172
mighty	kuat	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	unequal	anger	0.167
insufficiency	insufficiency	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	tawar	anger	0.167
mule	bigal	anger	0.167
insignificant	remeh	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	indifference	anger	0.156
rheumatism	rematik	anger	0.156
coop	coop	anger	0.156
forearm	hasta	anger	0.156
uncertain	asa-asa	anger	0.152
bee	nyiruan	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	kakabawa	anger	0.152
disinformation	disinformation	anger	0.152
attorney	pokrol	anger	0.152
underpaid	underpaid	anger	0.152
pretending	sok	anger	0.152
campaigning	campaigning	anger	0.151
hopelessness	hopelessness	anger	0.149
feeling	rarasaan	anger	0.147
legalized	legalized	anger	0.145
caution	perhatian	anger	0.145
subsidy	bantuan	anger	0.141
obliging	obliging	anger	0.141
morals	moral	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	mayar malik deui	anger	0.136
blemish	cacad	anger	0.136
surcharge	waragad tambahan	anger	0.136
geez	geez	anger	0.136
birch	Birch	anger	0.135
noob	pamula	anger	0.133
honk	honk	anger	0.133
orchestra	orkestra	anger	0.132
competitive	sihungan	anger	0.125
wireless	nirkabel	anger	0.125
standstill	standstill	anger	0.125
mosque	mesjid	anger	0.122
reversal	ngabalikeun	anger	0.121
inattention	inattention	anger	0.121
lace	renda	anger	0.118
elbow	siku	anger	0.117
instinctive	nurut naluri	anger	0.112
chant	chant	anger	0.111
lonely	sorangan	anger	0.109
gnome	GNOME	anger	0.109
tolerate	sabar	anger	0.106
management	manajemén	anger	0.102
advocacy	advokasi	anger	0.100
moral	moril	anger	0.094
roadworks	roadworks	anger	0.091
honest	jujur	anger	0.087
forgetful	pohoan	anger	0.076
gent	gent	anger	0.076
liquor	inuman nu ngandung alkohol	anger	0.075
money	duit	anger	0.074
hood	kap	anger	0.071
curriculum	kurikulum	anger	0.063
words	kecap	anger	0.062
smell	bau	anger	0.061
elf	elf	anger	0.061
playful	suka ulin	anger	0.061
opera	opera	anger	0.061
nurture	nurture	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	panasehat	anger	0.059
trumpet	tarompet	anger	0.059
birthplace	tempat lahir	anger	0.051
ribbon	pita	anger	0.047
youth	budak ngora	anger	0.045
vote	sora	anger	0.045
cash	kas	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	Dame	anger	0.030
waffle	omongan	anger	0.030
buffet	parasmanan	anger	0.029
celebrity	selebritis	anger	0.026
autocorrect	autocorrect	anger	0.015
sisterhood	sisterhood	anger	0.015
