word	Belarusian-be	emotion	emotion-intensity-score
hostage	закладнік	anger	0.470
infidel	хто ня верыць,	anger	0.470
ram	баран	anger	0.470
accuser	абвінаваўца	anger	0.470
gall	жоўць	anger	0.470
subversion	дыверсія	anger	0.470
annoying	раздражняльны	anger	0.470
adversity	пошасці	anger	0.470
dispossessed	бяздольныя	anger	0.470
friction	трэнне	anger	0.470
jealous	раўнівы	anger	0.470
feudalism	феадалізм	anger	0.470
armament	ўзбраенне	anger	0.470
thump	біць	anger	0.469
complain	паскардзіцца	anger	0.469
incite	падбухторваць	anger	0.469
steal	скрасці	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	ня слухацца	anger	0.469
injury	траўма	anger	0.469
simmer	кіпяціць на павольным агні	anger	0.469
distress	дыстрэс	anger	0.469
insanity	непрытомнасць	anger	0.469
selfish	эгаістычны	anger	0.469
huff	фуканье	anger	0.469
selfishness	эгаістычнымі	anger	0.469
backoff	страты магутнасці	anger	0.469
plunder	рабунак	anger	0.469
stifled	падавіла	anger	0.469
subversive	падрыўной	anger	0.469
exile	ссыльных	anger	0.469
offense	злачынства	anger	0.469
objection	пярэчанне	anger	0.469
recidivism	рэцыдыў	anger	0.469
smother	душыць	anger	0.469
perpetrator	парушальнік	anger	0.469
dislike	нелюбоў	anger	0.469
disruption	парушэнне	anger	0.469
intolerance	непераноснасць	anger	0.469
opposition	апазіцыя	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	гуртка	anger	0.467
agony	агонія	anger	0.465
arrogant	пагардлівы	anger	0.461
sux	ек	anger	0.456
vent	вентыляцыйны	anger	0.456
elimination	ліквідацыю	anger	0.456
picketing	пікетаванне	anger	0.456
haughty	напышлівы	anger	0.456
troublesome	клапотны	anger	0.455
clamor	нараканьні	anger	0.455
busted	лопнуў	anger	0.455
constraint	абмежаванне	anger	0.455
crabby	раздражняльны	anger	0.455
veto	права вета	anger	0.455
stubbed	загасіў	anger	0.455
mislead	ўводзіць у зман	anger	0.455
illicit	незаконны	anger	0.455
dying	паміраючы	anger	0.455
grated	цёрты	anger	0.455
idiocy	ідыятызм	anger	0.455
illegality	незаконнасць	anger	0.455
flagrant	абуральны	anger	0.455
impermeable	непранікальны	anger	0.455
bad	дрэнны	anger	0.453
despotism	дэспатызм	anger	0.453
usurped	ўзурпаваў	anger	0.453
godless	бязбожны	anger	0.453
disagreeing	нязгоды	anger	0.453
intense	інтэнсіўны	anger	0.453
struggle	барацьба	anger	0.453
suppress	душыць	anger	0.453
disapproving	неўхваляльны	anger	0.453
desist	устрымлівацца	anger	0.453
bayonet	штыкавы	anger	0.453
displeased	незадаволены	anger	0.453
hysterical	істэрычны	anger	0.453
unlawful	незаконнае	anger	0.451
wrongly	зменліва	anger	0.448
repellent	адштурхвае	anger	0.442
wasted	марна	anger	0.441
foe	нядобразычлівец	anger	0.441
dishonor	ганьба	anger	0.441
wrongful	супрацьпраўны	anger	0.441
psychosis	псіхоз	anger	0.441
aversion	антыпатыя	anger	0.440
punitive	карны	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	кастэт	anger	0.439
effigy	малюнак	anger	0.439
schism	схізмы	anger	0.439
ultimatum	ультыматум	anger	0.439
upset	засмучэнне	anger	0.439
worthless	бескарысны	anger	0.438
deny	адмаўляць	anger	0.438
ransom	выкуп	anger	0.438
fugitive	уцякач	anger	0.438
deleterious	шкодны	anger	0.438
stupidity	тупасць	anger	0.438
abandonment	пакіданне	anger	0.438
mucked	скінутыя	anger	0.438
separatist	сепаратысцкі	anger	0.438
irritation	раздражненне	anger	0.438
oblivion	забыццё	anger	0.437
segregate	дзяліцца:	anger	0.437
payback	акупнасць	anger	0.436
incongruous	недарэчны	anger	0.435
eviction	высяленне	anger	0.435
collusion	таемная змова	anger	0.432
rob	рабаваць	anger	0.431
infidelity	няслушнасць	anger	0.429
ravenous	драпежны	anger	0.429
overrun	перарасход	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	прадвеснік	anger	0.426
martial	ваяўнічы	anger	0.426
painful	балючы	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	недаверлівы	anger	0.426
rejection	адмова	anger	0.426
defense	абарона	anger	0.425
powerful	магутны	anger	0.424
censor	цэнзар	anger	0.424
indecency	непрыстойнасць	anger	0.424
fraudulent	ашуканскі	anger	0.424
gonorrhea	ганарэя	anger	0.424
fallacious	памылковы	anger	0.424
concealment	маскіроўка	anger	0.424
greed	прагнасць	anger	0.424
disobedience	непаслушэнства	anger	0.424
fuss	мітусіцца	anger	0.424
enforce	забяспечваць захаванне	anger	0.424
banger	сасіска	anger	0.424
commotion	заваруха	anger	0.424
defraud	выманьваць	anger	0.424
discontent	незадаволенасць	anger	0.424
unsympathetic	несімпатычны	anger	0.424
exasperation	азлабеньне	anger	0.424
barb	бародка	anger	0.422
banishment	высылка	anger	0.422
sedition	крамола	anger	0.422
misrepresented	скажоны	anger	0.422
snubbed	грэбліва	anger	0.422
penetration	пранікненне	anger	0.422
cracked	трэснуты	anger	0.422
annoyance	прыкрасць	anger	0.422
duel	паядынак	anger	0.422
penitentiary	выпраўленчы	anger	0.422
sarcasm	сарказм	anger	0.422
deportation	дэпартацыя	anger	0.422
nettle	крапіва	anger	0.422
scar	рубец	anger	0.422
bang	бах	anger	0.422
cur	дварняк	anger	0.422
blatant	абуральны	anger	0.420
force	сіла	anger	0.418
perverse	перакручаны	anger	0.415
wring	выціскаць	anger	0.415
bastion	бастыён	anger	0.413
grim	змрочны	anger	0.413
sordid	адваротны	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	непрывабны	anger	0.412
tiff	спрэчка	anger	0.412
moody	пануры	anger	0.412
hunting	паляванне	anger	0.411
indenture	эмісійнае пагадненне	anger	0.410
sham	фіктыўны	anger	0.409
squelch	шумапрыглушэнне	anger	0.409
awful	жудасны	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	блытаць	anger	0.409
contradict	супярэчыць	anger	0.409
supremacy	прымат	anger	0.409
sneak	Ябеда	anger	0.409
cantwin	cantwin	anger	0.409
reproach	папракаць	anger	0.409
compulsion	прымус	anger	0.409
inept	непадыходны	anger	0.409
blockade	блакада	anger	0.409
detainee	затрыманы	anger	0.409
forfeit	страчваць	anger	0.409
disappoint	расчароўваць	anger	0.409
lying	які ляжыць	anger	0.408
epidemic	эпідэмія	anger	0.406
tremor	тремор	anger	0.406
rail	рэек	anger	0.406
onerous	цяжкі	anger	0.406
cacophony	какафонія	anger	0.406
unthinkable	неймаверны	anger	0.406
forsaken	пакінуты	anger	0.406
delusion	насланнё	anger	0.406
wrongdoing	правіну	anger	0.406
badger	барсук	anger	0.406
antipathy	антыпатыя	anger	0.406
inequality	няроўнасць	anger	0.406
nuisance	непрыемнасць	anger	0.406
scrapie	змацаваць	anger	0.406
wop	мянушку, якія даюцца амерыканцы імігранты з Італіі	anger	0.406
arguments	аргументы	anger	0.404
affront	абразу	anger	0.403
traumatic	траўматычны	anger	0.402
libel	паклёп	anger	0.400
sodding	чортаў	anger	0.400
annoys	надакучае	anger	0.400
watchout	асцярожна	anger	0.398
soslow	SoSlow	anger	0.398
frenetic	апантаны	anger	0.397
remiss	недаравальна	anger	0.397
barge	баржа	anger	0.396
howl	выць	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	бокс	anger	0.394
untoward	неспрыяльны	anger	0.394
extinguish	тушыць	anger	0.394
keyed	ключ	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	непачцівасць	anger	0.394
illegal	нелегальны	anger	0.394
rabble	чэрнь	anger	0.394
actionable	дзейсныя	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	махлярства	anger	0.394
sue	ўзбуджаць справу	anger	0.394
unfriendly	несяброўскі	anger	0.394
confiscate	канфіскаваць	anger	0.394
brimstone	сера	anger	0.392
argh	Argh	anger	0.391
pique	пікіраваць	anger	0.391
recklessness	неразважлівасць	anger	0.391
earthquake	землятрус	anger	0.391
grrrrr	Grrrrr	anger	0.391
dissolution	растварэнне	anger	0.391
rigged	падладжанай	anger	0.391
disagree	не згаджацца	anger	0.389
lawsuit	судовы працэс	anger	0.386
disused	які выйшаў з ужытку	anger	0.382
immorality	амаральнасць	anger	0.382
despair	адчай	anger	0.382
difficulty	цяжкасць	anger	0.379
incurable	невылечны	anger	0.379
touchy	крыўдлівы	anger	0.379
coerce	прымушаць	anger	0.379
sizzle	шыпенне	anger	0.379
rifle	вінтоўка	anger	0.379
falsification	фальсіфікацыя	anger	0.379
pokes	тыкае	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	запалёны	anger	0.379
picket	пікет	anger	0.378
concussion	страсенне мозгу	anger	0.377
pessimism	песімізм	anger	0.375
pitfall	пастка	anger	0.375
infantile	інфантыльны	anger	0.375
disillusionment	расчараванасць	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	міліцыя	anger	0.375
remand	вяртанне пад варту	anger	0.375
faulty	дэфектны	anger	0.375
cannon	гармата	anger	0.375
rawr	Rawr	anger	0.375
sly	падступны	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	сямейнасць	anger	0.371
distressing	засмучальна	anger	0.371
inhibit	перашкаджаць	anger	0.371
vindicate	рэабілітаваць	anger	0.371
schizophrenia	шызафрэнія	anger	0.369
skewed	перакос	anger	0.368
disreputable	ганебны	anger	0.368
forbidding	якое забараняе	anger	0.368
conquest	заваяванне	anger	0.367
bark	кара	anger	0.365
leukemia	лейкамія	anger	0.365
barks	брэша	anger	0.364
burke	замяць	anger	0.364
challenge	выклік	anger	0.364
disapprove	не ўхваляць	anger	0.364
unhappy	няшчасны	anger	0.364
retarded	запаволены	anger	0.364
warrior	воін	anger	0.364
belt	рэмень	anger	0.364
controversial	спрэчны	anger	0.359
opinionated	ўпарты	anger	0.359
paucity	малалікасць	anger	0.359
broken	зламаны	anger	0.359
litigate	судзіцца	anger	0.359
polemic	палеміка	anger	0.359
aftermath	атава	anger	0.359
disliked	нялюбае	anger	0.359
loudness	гучнасць	anger	0.359
restriction	абмежаванне	anger	0.359
cad	хам	anger	0.359
sectarian	сектант	anger	0.359
incompetence	некампетэнтнасць	anger	0.359
interrupting	перарываецца	anger	0.358
fussy	мітуслівы	anger	0.357
wench	дзеўка	anger	0.353
misbehavior	правіну	anger	0.351
gruff	грубаваты	anger	0.351
remove	выдаленне	anger	0.351
brat	адроддзе	anger	0.351
scarcity	дэфіцыт	anger	0.350
losing	пройгрыш	anger	0.349
pest	шкоднік	anger	0.348
defect	дэфект	anger	0.348
hardened	загартаваныя	anger	0.348
deserted	пустынны	anger	0.348
lie	хлусня	anger	0.348
retract	ўцягвацца	anger	0.348
untrustworthy	ненадзейны	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	расчараваны	anger	0.348
disagreement	рознагалоссе	anger	0.348
stigma	стыгма	anger	0.348
ulcer	язва	anger	0.348
bias	зрушэнне	anger	0.345
negation	адмаўленне	anger	0.344
antisocial	антыграмадскі	anger	0.344
evade	ўхіляцца	anger	0.344
shoddy	кепскай	anger	0.344
bothering	турбуючы	anger	0.344
impotence	імпатэнцыя	anger	0.344
shaky	нетрывалы	anger	0.344
misleading	які ўводзіць у зман	anger	0.344
stripped	распрануты	anger	0.344
disclaim	адмаўляцца	anger	0.344
unsettled	нявырашанае	anger	0.344
anxiety	трывожнасць	anger	0.344
stingy	скупы	anger	0.344
deterioration	пагаршэнне	anger	0.344
pirate	пірат	anger	0.344
unreliable	ненадзейны	anger	0.344
interminable	бясконцы	anger	0.343
disease	хвароба	anger	0.341
meddle	мяшацца	anger	0.341
warp	дэфармавацца	anger	0.340
averse	прэч	anger	0.338
infamous	ганебны	anger	0.338
alcoholism	алкагалізм	anger	0.338
row	радок	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	дрэнна	anger	0.333
encumbrance	абцяжаранне	anger	0.333
scorpion	скарпіён	anger	0.333
illegitimate	незаконнанароджаны	anger	0.333
witchcraft	вядзьмарства	anger	0.333
interrupt	перапыненне	anger	0.333
paralyzed	паралізаваны	anger	0.333
sinner	грэшнік	anger	0.331
hulk	килектор	anger	0.329
inconsiderate	няўважлівы	anger	0.329
phony	фальшывы	anger	0.328
