word	Xhosa-xh	emotion	emotion-intensity-score
disgrace	ihlazo	anger	0.484
deceit	nkohliso	anger	0.484
suspicious	krokrela	anger	0.484
thresh	hlaziya	anger	0.484
sucker	sucker	anger	0.484
strained	zincinci	anger	0.484
blame	ityala	anger	0.484
upheaval	ukuphazamiseka	anger	0.484
renounce	ukulahla	anger	0.484
obnoxious	obnoxious	anger	0.484
restrain	zi thintele	anger	0.484
oust	ukukhupha	anger	0.484
litigious	zikhupha	anger	0.484
rivalry	ngxabano	anger	0.484
penalty	sohlwayo	anger	0.484
imprisoned	valelwe entolongweni	anger	0.484
mocking	ukuhlekisa	anger	0.484
opposed	chasene	anger	0.484
turbulence	ngxakini	anger	0.483
pound	iipounds	anger	0.481
coldness	kubanda	anger	0.477
ungrateful	nga mbuleli	anger	0.472
battalion	ibhethali	anger	0.471
stoopid	isitofu	anger	0.471
hostage	kubanjwa	anger	0.470
infidel	ukungakholwa	anger	0.470
ram	i-ram	anger	0.470
accuser	ummangali	anger	0.470
gall	ndulu	anger	0.470
subversion	ukuguqulwa	anger	0.470
annoying	u xhaphaza	anger	0.470
adversity	ubunzima	anger	0.470
dispossessed	ku rhoxiswa	anger	0.470
friction	ukuxubana	anger	0.470
jealous	nomona	anger	0.470
feudalism	i-feudalism	anger	0.470
armament	ingalo	anger	0.470
thump	thump	anger	0.469
complain	isikhalazo	anger	0.469
incite	khuthaza	anger	0.469
steal	kuba	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	nga thobeli	anger	0.469
injury	nzakala	anger	0.469
simmer	mva	anger	0.469
distress	ndezelo	anger	0.469
insanity	ukungena	anger	0.469
selfish	kuzingca	anger	0.469
huff	ukuxhamla	anger	0.469
selfishness	kuzingca	anger	0.469
backoff	Buyela Umva	anger	0.469
plunder	ukuphangwa	anger	0.469
stifled	zifakwe	anger	0.469
subversive	ukuguquka	anger	0.469
exile	ekuthinjweni	anger	0.469
offense	mthetho	anger	0.469
objection	inkcaso	anger	0.469
recidivism	kuhlaziywa	anger	0.469
smother	ukuxhamla	anger	0.469
perpetrator	umenzi wobubi	anger	0.469
dislike	nga thandiyo	anger	0.469
disruption	ukuphazamiseka	anger	0.469
intolerance	ukungathobeli	anger	0.469
opposition	nenkcaso	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	umgudu	anger	0.467
agony	buhlungu	anger	0.465
arrogant	nekratshi	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	ukuva	anger	0.456
elimination	ku pheliswa	anger	0.456
picketing	ukukhangela	anger	0.456
haughty	nekratshi	anger	0.456
troublesome	ngxaki	anger	0.455
clamor	ukukhwaza	anger	0.455
busted	busted	anger	0.455
constraint	imithintelo	anger	0.455
crabby	kukhwela	anger	0.455
veto	veto	anger	0.455
stubbed	banjelwa	anger	0.455
mislead	hlekisa	anger	0.455
illicit	mthethweni	anger	0.455
dying	bafa	anger	0.455
grated	lisiwe	anger	0.455
idiocy	idiocy	anger	0.455
illegality	ukungekho mthethweni	anger	0.455
flagrant	zi ngco	anger	0.455
impermeable	ezingenakwenzeka	anger	0.455
bad	ezimbi	anger	0.453
despotism	ukuxolisa	anger	0.453
usurped	usurped	anger	0.453
godless	abangenabuthixo	anger	0.453
disagreeing	vu melani	anger	0.453
intense	kakhulu	anger	0.453
struggle	umzabalazo	anger	0.453
suppress	ku thintela	anger	0.453
disapproving	ngavumi	anger	0.453
desist	ukuyeka	anger	0.453
bayonet	bayonet	anger	0.453
displeased	ngafuni	anger	0.453
hysterical	ixhepha	anger	0.453
unlawful	mthethweni	anger	0.451
wrongly	ngendawo	anger	0.448
repellent	ukulahlwa	anger	0.442
wasted	yachitha	anger	0.441
foe	lutshaba	anger	0.441
dishonor	zihlazo	anger	0.441
wrongful	ephosakeleyo	anger	0.441
psychosis	kwengqondo	anger	0.441
aversion	ukuphazamiseka	anger	0.440
punitive	zijeziso	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	maqhina	anger	0.439
effigy	i-effigy	anger	0.439
schism	schism	anger	0.439
ultimatum	isigxina	anger	0.439
upset	khathazekile	anger	0.439
worthless	ezingenanto	anger	0.438
deny	khanyela	anger	0.438
ransom	intlawulelo	anger	0.438
fugitive	umbaleki	anger	0.438
deleterious	ngendawo	anger	0.438
stupidity	bu budenge	anger	0.438
abandonment	ukushiya	anger	0.438
mucked	bhinqa	anger	0.438
separatist	hlukana	anger	0.438
irritation	ukucaphuka	anger	0.438
oblivion	ukuthotyelwa	anger	0.437
segregate	hlukana	anger	0.437
payback	hlawula	anger	0.436
incongruous	ngongoma	anger	0.435
eviction	kukhutshwa	anger	0.435
collusion	ukuhlanganiswa	anger	0.432
rob	ukuphanga	anger	0.431
infidelity	ukungathembeki	anger	0.429
ravenous	ngcwaba	anger	0.429
overrun	ku gqithisa	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	i-harbinger	anger	0.426
martial	ukulwa	anger	0.426
painful	buhlungu	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	engabandakanyiyo	anger	0.426
rejection	u kulahlwa	anger	0.426
defense	khuselo	anger	0.425
powerful	namandla	anger	0.424
censor	censor	anger	0.424
indecency	ukungcola	anger	0.424
fraudulent	buqhetseba	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	buxoki	anger	0.424
concealment	ukufihla	anger	0.424
greed	ukuhaha	anger	0.424
disobedience	ukungathobeli	anger	0.424
fuss	ngxabano	anger	0.424
enforce	nya nzelisa	anger	0.424
banger	banger	anger	0.424
commotion	ngxabano	anger	0.424
defraud	ukukhwabanisa	anger	0.424
discontent	ukunganeliseki	anger	0.424
unsympathetic	abangenabubele	anger	0.424
exasperation	ukucaphukisa	anger	0.424
barb	barb	anger	0.422
banishment	ukuxothwa	anger	0.422
sedition	ukuvukela	anger	0.422
misrepresented	echazwe kakubi	anger	0.422
snubbed	kuhlutha	anger	0.422
penetration	ukungena	anger	0.422
cracked	qhekeka	anger	0.422
annoyance	ukucaphuka	anger	0.422
duel	duel	anger	0.422
penitentiary	kubanjwa	anger	0.422
sarcasm	ngcikivo	anger	0.422
deportation	ukuthunjwa	anger	0.422
nettle	nettle	anger	0.422
scar	u bunzima	anger	0.422
bang	bang	anger	0.422
cur	ikhefu	anger	0.422
blatant	ngokucacileyo	anger	0.420
force	nyanzela	anger	0.418
perverse	ngendawo	anger	0.415
wring	wring	anger	0.415
bastion	isiseko	anger	0.413
grim	buhlungu	anger	0.413
sordid	buhlungu	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	ngokuxhamla	anger	0.412
tiff	tiff	anger	0.412
moody	ixhala	anger	0.412
hunting	ukuzingela	anger	0.411
indenture	indenture	anger	0.410
sham	zihlazo	anger	0.409
squelch	swele	anger	0.409
awful	buhlungu	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicate	anger	0.409
contradict	phi kisana	anger	0.409
supremacy	ubukhulu	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	ngcikivo	anger	0.409
compulsion	nyanzelwa	anger	0.409
inept	inept	anger	0.409
blockade	thintela	anger	0.409
detainee	u valelwe	anger	0.409
forfeit	lahleka	anger	0.409
disappoint	kudana	anger	0.409
lying	buxoki	anger	0.408
epidemic	bhubhane	anger	0.406
tremor	ukuthuthumela	anger	0.406
rail	loliwe	anger	0.406
onerous	unomdla	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	ngacingi	anger	0.406
forsaken	shiywe	anger	0.406
delusion	ukukhohlisa	anger	0.406
wrongdoing	ephosakeleyo	anger	0.406
badger	ibhegi	anger	0.406
antipathy	ulwaphulo	anger	0.406
inequality	ukungalingani	anger	0.406
nuisance	nkathazo	anger	0.406
scrapie	ukutshiza	anger	0.406
wop	yokupasa	anger	0.406
arguments	iingxabano	anger	0.404
affront	ukuxhatshazwa	anger	0.403
traumatic	ezibuhlungu	anger	0.402
libel	libeliso	anger	0.400
sodding	sodding	anger	0.400
annoys	ucaphukisa	anger	0.400
watchout	Lumka	anger	0.398
soslow	soslow	anger	0.398
frenetic	ukhululekile	anger	0.397
remiss	ukukhutshwa	anger	0.397
barge	ibhaji	anger	0.396
howl	bhomboze	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	bhokisi	anger	0.394
untoward	ahlawulwe	anger	0.394
extinguish	kucima	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	nga hloneli	anger	0.394
illegal	mthethweni	anger	0.394
rabble	imivumba	anger	0.394
actionable	ku sebenza	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	buqhetseba	anger	0.394
sue	sue	anger	0.394
unfriendly	nga buhlobo	anger	0.394
confiscate	kuthatha	anger	0.394
brimstone	sulfure	anger	0.392
argh	ephakamileyo	anger	0.391
pique	i-pique	anger	0.391
recklessness	ukungabi nantoni	anger	0.391
earthquake	inyikima	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	ukuchithwa	anger	0.391
rigged	banjiswa	anger	0.391
disagree	vu melani	anger	0.389
lawsuit	ityala	anger	0.386
disused	yaxhatshazwa	anger	0.382
immorality	kakubi	anger	0.382
despair	ukuphelelwa lithemba	anger	0.382
difficulty	ubunzima	anger	0.379
incurable	aphilwanga	anger	0.379
touchy	ku thintela	anger	0.379
coerce	ku nya nzelisa	anger	0.379
sizzle	sizzle	anger	0.379
rifle	isibhamu	anger	0.379
falsification	ukunyaniseka	anger	0.379
pokes	i-pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	buhlungu	anger	0.379
picket	picket	anger	0.378
concussion	ngxubusho	anger	0.377
pessimism	ukungazinzi	anger	0.375
pitfall	ngxakini	anger	0.375
infantile	encinci	anger	0.375
disillusionment	ukuphazamiseka	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	maqela	anger	0.375
remand	umrhumo	anger	0.375
faulty	ephosakeleyo	anger	0.375
cannon	ikhonkco	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	ukungabikho	anger	0.371
distressing	xhaphaza	anger	0.371
inhibit	ukuvimbela	anger	0.371
vindicate	qi niseka	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	zihluthwe	anger	0.368
disreputable	aphikisiwe	anger	0.368
forbidding	thintela	anger	0.368
conquest	ukunqoba	anger	0.367
bark	bhaka	anger	0.365
leukemia	leukemia	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	umngeni	anger	0.364
disapprove	ngavumi	anger	0.364
unhappy	nwabanga	anger	0.364
retarded	liweyo	anger	0.364
warrior	mkhosini	anger	0.364
belt	ibhanti	anger	0.364
controversial	ngxabano	anger	0.359
opinionated	ngcamango	anger	0.359
paucity	buhlwempu	anger	0.359
broken	phukile	anger	0.359
litigate	ku phikisa	anger	0.359
polemic	ngumbongo	anger	0.359
aftermath	emva koko	anger	0.359
disliked	nga thandiyo	anger	0.359
loudness	ngezwi	anger	0.359
restriction	thintelo	anger	0.359
cad	cad	anger	0.359
sectarian	sehlelo	anger	0.359
incompetence	ukungakwazi	anger	0.359
interrupting	pha zamisa	anger	0.358
fussy	ukuxhamla	anger	0.357
wench	wench	anger	0.353
misbehavior	kakubi	anger	0.351
gruff	gruff	anger	0.351
remove	ukususa	anger	0.351
brat	brat	anger	0.351
scarcity	kunqongophala	anger	0.350
losing	ku lahleka	anger	0.349
pest	inkathazo	anger	0.348
defect	i siphene	anger	0.348
hardened	lukhuni	anger	0.348
deserted	ba lahliwe	anger	0.348
lie	buxoki	anger	0.348
retract	rhoxisa	anger	0.348
untrustworthy	ngathembeki	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	kudana	anger	0.348
disagreement	ukungavumelani	anger	0.348
stigma	ihlazo	anger	0.348
ulcer	isilonda	anger	0.348
bias	ukunyaniseka	anger	0.345
negation	ukungabikho	anger	0.344
antisocial	ezingafaniyo	anger	0.344
evade	baleka	anger	0.344
shoddy	bhinqa	anger	0.344
bothering	zixhala	anger	0.344
impotence	ukungabi namandla	anger	0.344
shaky	ngca	anger	0.344
misleading	kudukisa	anger	0.344
stripped	zihlulwe	anger	0.344
disclaim	ukulahla	anger	0.344
unsettled	ngazinzi	anger	0.344
anxiety	uxhalaba	anger	0.344
stingy	buhlungu	anger	0.344
deterioration	ukutshabalalisa	anger	0.344
pirate	ipirate	anger	0.344
unreliable	niseki	anger	0.344
interminable	ku nga pheliyo	anger	0.343
disease	isifo	anger	0.341
meddle	ukudibanisa	anger	0.341
warp	i-warp	anger	0.340
averse	ukuphazamisa	anger	0.338
infamous	u ngcolisa	anger	0.338
alcoholism	utywala	anger	0.338
row	umgca	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	kugula	anger	0.333
encumbrance	ukuxubusha	anger	0.333
scorpion	i-scorpion	anger	0.333
illegitimate	mthethweni	anger	0.333
witchcraft	bugqwirha	anger	0.333
interrupt	pha zamisa	anger	0.333
paralyzed	ekhubazekile	anger	0.333
sinner	ngumoni	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	ngacingi	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	li dlulile	anger	0.328
disqualified	nga fa nelwanga	anger	0.328
fib	fib	anger	0.328
hiss	zakhe	anger	0.328
brrr	brrr	anger	0.328
resisting	xhathisa	anger	0.328
victim	lixhoba	anger	0.328
scapegoat	i-scapegoat	anger	0.328
tighten	qinisa	anger	0.328
opponent	umchasi	anger	0.328
crusade	i khredade	anger	0.328
dislocated	zahlulwa	anger	0.328
grumpy	ihlutha	anger	0.328
prohibited	thintela	anger	0.328
inappropriate	nga lunganga	anger	0.324
haye	NO TRANSLATION	anger	0.324
loss	lahleko	anger	0.324
eschew	kuhlola	anger	0.324
trickery	buqhetseba	anger	0.324
neglected	nga tyeshelwe	anger	0.324
canker	umgcini	anger	0.323
queues	NO TRANSLATION	anger	0.318
muff	muff	anger	0.318
crunch	qhaqha	anger	0.318
duplicity	ngokuphindaphindiweyo	anger	0.318
criticism	kugxekwa	anger	0.318
shriek	kuhlutha	anger	0.316
depreciate	ukuhla kwexabiso	anger	0.315
poverty	intlupheko	anger	0.312
chaff	umququ	anger	0.312
dupe	ukuphanga	anger	0.312
dramaqueen	dramaqueen	anger	0.312
dismissal	ukuxothwa	anger	0.312
mortality	ukufa	anger	0.312
deflate	i chasene	anger	0.312
carelessness	ukungakhathali	anger	0.312
dumps	ukulahla	anger	0.312
revving	ukubuya	anger	0.309
disallowed	nga vunywanga	anger	0.308
thoughtless	engacingi	anger	0.307
boisterous	ngxolongo	anger	0.307
burial	kungcwatywa	anger	0.304
theocratic	zentlalo	anger	0.303
wince	wince	anger	0.303
sullen	zixhala	anger	0.303
involution	impendulo	anger	0.300
senseless	ngqiqweni	anger	0.297
stalemate	ukuxhomekeka	anger	0.297
depreciated	lihla	anger	0.297
wasteful	inkunkuma	anger	0.297
hoax	ubuxoki obenziwe ngamasibomu	anger	0.297
misuse	kakubi	anger	0.297
getyourown	kuvela	anger	0.297
taxed	irhafu	anger	0.297
depressed	cinezelekile	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	ukukhubazeka	anger	0.295
displaced	abafudukiweyo	anger	0.294
limited	nciphisa	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ngcikivo	anger	0.289
teasing	ngcikivo	anger	0.288
sharpen	bukhali	anger	0.288
react	phendule	anger	0.288
presumptuous	zikhukhumeza	anger	0.288
spine	umqolo	anger	0.288
homeless	bengenamakhaya	anger	0.288
hoot	ukukhupha	anger	0.287
twitchy	twitchy	anger	0.287
barrier	umqobo	anger	0.287
myopia	myopia	anger	0.283
contraband	yokuqhawula	anger	0.281
disconnects	nqakraza	anger	0.281
spam	ispemu	anger	0.281
lagging	ukuyeka	anger	0.281
shiver	thu thuzela	anger	0.281
agh	agh	anger	0.281
restitution	ukubuyiselwa	anger	0.281
flexin	i-flexin	anger	0.281
incompatible	nga faniyo	anger	0.281
delinquent	ukugqithisa	anger	0.281
noncompliance	ukungathobeli	anger	0.279
troll	troll	anger	0.279
buffering	ukuxhaphaza	anger	0.279
unfairness	ukungalungi	anger	0.279
foray	ikhefu	anger	0.279
nether	ngaphaya	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	ukungakhulelwa	anger	0.273
bogus	nxu lumene	anger	0.273
uncaring	engakhathazeki	anger	0.273
shock	tshutshiswa	anger	0.269
feisty	utyhafu	anger	0.269
defendant	ummangalelwa	anger	0.266
latent	efihliweyo	anger	0.266
rapping	ukuqhawula	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	ibhere	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	engasebenzi	anger	0.266
quandary	i-parary	anger	0.266
inconvenient	i ngxaki	anger	0.266
feminism	bhinqa	anger	0.266
humbug	i-humbug	anger	0.266
interrupts	pha phazela	anger	0.265
fluctuation	ukuguquka	anger	0.265
exaggerate	xelela	anger	0.263
lose	lahleka	anger	0.261
patter	umenzi	anger	0.258
tease	ukucoca	anger	0.258
furnace	somlilo	anger	0.258
stone	ilitye	anger	0.258
shoplifting	ukuthengwa	anger	0.258
soldier	ijoni	anger	0.258
incompetent	zi ngakwazi	anger	0.257
indoctrination	ukufundiswa	anger	0.255
skid	skid	anger	0.250
notoriety	zichazwe	anger	0.250
falsehood	buxoki	anger	0.250
untrue	buxoki	anger	0.250
mastery	ulawulo	anger	0.250
tripping	ukunyuka	anger	0.250
nonsense	iphosakelo	anger	0.250
unfollow	ulandele	anger	0.250
noisy	ngomsindo	anger	0.250
pouting	ukunyusa	anger	0.250
cane	umdaka	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	i rocket	anger	0.250
complicate	ngxaki	anger	0.250
socialist	zentlalo	anger	0.250
lawyer	igqwetha	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	i-caps lock	anger	0.242
fenced	ziqiniwe	anger	0.242
obstacle	ngumqobo	anger	0.242
halter	ukuyeka	anger	0.242
witch	bugqwirha	anger	0.242
vampire	vampire	anger	0.242
detract	ukuphazamisa	anger	0.242
ringer	isandi	anger	0.242
frowning	ukukrakra	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	indlala	anger	0.235
recession	uqoqosho	anger	0.234
lava	lava	anger	0.234
shell	igobolondo	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	ku dabbling	anger	0.234
tariff	ntlawulo	anger	0.234
failing	phu meleli	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	uhlanga	anger	0.234
politics	kwezopolitiko	anger	0.234
undesirable	ezingathandekiyo	anger	0.231
darkness	bumnyama	anger	0.227
versus	Ukuqobisana	anger	0.227
resign	rhoxisa	anger	0.227
copycat	copycat	anger	0.227
soaked	zinyene	anger	0.226
unfulfilled	engagqibekanga	anger	0.225
abandoned	lahliwe	anger	0.222
bankruptcy	ukuchithwa	anger	0.221
owing	ukuhlawulwa	anger	0.221
unattainable	nga fumani	anger	0.221
unhelpful	u nga thandiyo	anger	0.219
twitching	ukuxuba	anger	0.219
confusion	kudideka	anger	0.219
mosquito	umiyane	anger	0.219
warden	umphathi	anger	0.219
misconception	ukungaziqondi kakuhle	anger	0.219
compress	cindezela	anger	0.219
whiny	mhlophe	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	sixhobo	anger	0.219
nosey	nosy	anger	0.213
overpriced	ephezulu	anger	0.212
harry	ku xhaphaza	anger	0.212
shortage	ukunqongophala	anger	0.212
adder	isongeza	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	zixakeke	anger	0.206
possession	nelifa	anger	0.206
desert	entlango	anger	0.206
pout	bhotile	anger	0.203
uninvited	engavunywanga	anger	0.203
arraignment	ukulungiswa	anger	0.203
inefficient	ngasebenzi	anger	0.203
rook	kuhamba	anger	0.203
unlucky	nganto	anger	0.203
unpaid	ahlawulwe	anger	0.203
backbone	umqolo	anger	0.203
sentence	isivakalisi	anger	0.203
powerless	engenamandla	anger	0.203
court	inkundla	anger	0.199
endless	elingapheliyo	anger	0.198
adverts	izibhengezo	anger	0.197
delay	ukulibaziseka	anger	0.197
misstatement	ukuphosakela	anger	0.197
distracted	phazanyiswa	anger	0.197
misunderstanding	ukungaqondi	anger	0.195
excite	vuyela	anger	0.191
inadmissible	mthethweni	anger	0.191
lightning	umbane	anger	0.189
incase	mhlawumbi	anger	0.188
preclude	thintela	anger	0.188
insecure	khu seleko	anger	0.188
mournful	sijwili	anger	0.188
rating	ukulinganisa	anger	0.182
mistress	inkosikazi	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	ummangali	anger	0.182
insist	ba nyanzela	anger	0.182
distracting	pha zamisa	anger	0.182
opium	opium	anger	0.180
willful	ngokuzithandela	anger	0.176
deserve	fanele	anger	0.176
insists	u nya nzelisa	anger	0.175
treat	baphathe	anger	0.175
misplace	kwindawo engafanelekanga	anger	0.172
indecisive	ngqiqweni	anger	0.172
gibberish	i-gibberish	anger	0.172
fleece	uboya	anger	0.172
fee	ntlawulo	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	kukhulula	anger	0.172
excitation	ukuchulumisa	anger	0.172
hormonal	i-hormonal	anger	0.172
mighty	namandla	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	lingalingani	anger	0.167
insufficiency	ukungakwazi	anger	0.167
hamstring	i-hamstring	anger	0.167
bargaining	zokuxoxisana	anger	0.167
mule	imbali	anger	0.167
insignificant	ezingabalulekanga	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	ukungakhathaleli	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	ikhuni	anger	0.156
forearm	phambili	anger	0.156
uncertain	qi niseki	anger	0.152
bee	inyosi	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	nxaxheba	anger	0.152
disinformation	i nkcazelo	anger	0.152
attorney	igqwetha	anger	0.152
underpaid	ngaphantsi	anger	0.152
pretending	zizenza ngathi	anger	0.152
campaigning	phulo	anger	0.151
hopelessness	ngathemba	anger	0.149
feeling	uvakalelwa	anger	0.147
legalized	ngokusemthethweni	anger	0.145
caution	lumkele	anger	0.145
subsidy	inkxaso	anger	0.141
obliging	nya nze lekile	anger	0.141
morals	ukuziphatha	anger	0.141
sterling	oluhle	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	hlawula	anger	0.136
blemish	i siphene	anger	0.136
surcharge	epheleleyo	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	inoob	anger	0.133
honk	honk	anger	0.133
orchestra	oomculo	anger	0.132
competitive	khu phiswano	anger	0.125
wireless	wireless	anger	0.125
standstill	ukuma	anger	0.125
mosque	mosque	anger	0.122
reversal	ukuguqulwa	anger	0.121
inattention	ukungabi nako	anger	0.121
lace	lace	anger	0.118
elbow	ibhokhwe	anger	0.117
instinctive	zendalo	anger	0.112
chant	ngoma	anger	0.111
lonely	yedwa	anger	0.109
gnome	gnome	anger	0.109
tolerate	nya mezela	anger	0.106
management	lawulo	anger	0.102
advocacy	ku khuthaza	anger	0.100
moral	yokuziphatha	anger	0.094
roadworks	zendlela	anger	0.091
honest	nya niseka	anger	0.087
forgetful	libala	anger	0.076
gent	gent	anger	0.076
liquor	utywala	anger	0.075
money	imali	anger	0.074
hood	hood	anger	0.071
curriculum	ikharityhulam	anger	0.063
words	magama	anger	0.062
smell	livumba	anger	0.061
elf	elf	anger	0.061
playful	ukudlala	anger	0.061
opera	opera	anger	0.061
nurture	ku khusela	anger	0.059
