word	Czech-cs	emotion	emotion-intensity-score
areyoukidding	NO TRANSLATION	anger	0.468
mug	džbánek	anger	0.467
agony	muka	anger	0.465
arrogant	arogantní	anger	0.461
sux	sux	anger	0.456
vent	ventilace	anger	0.456
elimination	odstranění	anger	0.456
picketing	piktogram	anger	0.456
haughty	povýšený	anger	0.456
troublesome	namáhavý	anger	0.455
clamor	křik	anger	0.455
busted	zrušen	anger	0.455
constraint	omezení	anger	0.455
crabby	crabby	anger	0.455
veto	vetovat	anger	0.455
stubbed	stubbed	anger	0.455
mislead	uvést v omyl	anger	0.455
illicit	nedovolený	anger	0.455
dying	umírající	anger	0.455
grated	strouhaný	anger	0.455
idiocy	idiotství	anger	0.455
illegality	nezákonnost	anger	0.455
flagrant	flagrantní	anger	0.455
impermeable	nepropustné	anger	0.455
bad	špatný	anger	0.453
despotism	despotismus	anger	0.453
usurped	usurpovali	anger	0.453
godless	bezbožný	anger	0.453
disagreeing	nesouhlasím	anger	0.453
intense	intenzivní	anger	0.453
struggle	boj	anger	0.453
suppress	potlačit	anger	0.453
disapproving	nesouhlasí	anger	0.453
desist	přestat	anger	0.453
bayonet	bajonet	anger	0.453
displeased	nespokojen	anger	0.453
hysterical	hysterický	anger	0.453
unlawful	protiprávní	anger	0.451
wrongly	nesprávně	anger	0.448
repellent	repelent	anger	0.442
wasted	zbytečné	anger	0.441
foe	nepřítel	anger	0.441
dishonor	hanba	anger	0.441
wrongful	špatné	anger	0.441
psychosis	psychóza	anger	0.441
aversion	averze	anger	0.440
punitive	trestné	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	klouby	anger	0.439
effigy	podobizna	anger	0.439
schism	rozkol	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	naštvaný	anger	0.439
worthless	bezcenný	anger	0.438
deny	odmítnout	anger	0.438
ransom	výkupné	anger	0.438
fugitive	uprchlík	anger	0.438
deleterious	škodlivé	anger	0.438
stupidity	hloupost	anger	0.438
abandonment	opuštění	anger	0.438
mucked	mucked	anger	0.438
separatist	separatista	anger	0.438
irritation	podráždění	anger	0.438
oblivion	zapomenutí	anger	0.437
segregate	oddělit	anger	0.437
payback	návratnost	anger	0.436
incongruous	nepohodlné	anger	0.435
eviction	vystěhování	anger	0.435
collusion	koluze	anger	0.432
rob	okrást	anger	0.431
infidelity	nevěra	anger	0.429
ravenous	hnusný	anger	0.429
overrun	obsadit	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	bojový	anger	0.426
painful	bolestivý	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	nevěřící	anger	0.426
rejection	odmítnutí	anger	0.426
defense	obrana	anger	0.425
powerful	silný	anger	0.424
censor	cenzurovat	anger	0.424
indecency	neslušnost	anger	0.424
fraudulent	podvodné	anger	0.424
gonorrhea	kapavka	anger	0.424
fallacious	klamný	anger	0.424
concealment	zatajení	anger	0.424
greed	chamtivost	anger	0.424
disobedience	neposlušnost	anger	0.424
fuss	povyk	anger	0.424
enforce	prosazovat	anger	0.424
banger	petarda	anger	0.424
commotion	rozruch	anger	0.424
defraud	podvést	anger	0.424
discontent	nespokojenost	anger	0.424
unsympathetic	nesympatický	anger	0.424
exasperation	podráždění	anger	0.424
barb	ozub	anger	0.422
banishment	vyhnanství	anger	0.422
sedition	pobuřování	anger	0.422
misrepresented	nesprávně uvedeno	anger	0.422
snubbed	vyčerpaný	anger	0.422
penetration	penetraci	anger	0.422
cracked	popraskané	anger	0.422
annoyance	nepříjemnost	anger	0.422
duel	souboj	anger	0.422
penitentiary	vězení	anger	0.422
sarcasm	sarkasmus	anger	0.422
deportation	deportace	anger	0.422
nettle	kopřiva	anger	0.422
scar	jizva	anger	0.422
bang	bang	anger	0.422
cur	voříšek	anger	0.422
blatant	bláznivý	anger	0.420
force	platnost	anger	0.418
perverse	perverzní	anger	0.415
wring	wring	anger	0.415
bastion	bašta	anger	0.413
grim	chmurně	anger	0.413
sordid	sordidní	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	nevrlý	anger	0.412
tiff	tiff	anger	0.412
moody	náladový	anger	0.412
hunting	lov	anger	0.411
indenture	odsouzení	anger	0.410
sham	falešný	anger	0.409
squelch	squelch	anger	0.409
awful	hrozný	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	zaplést	anger	0.409
contradict	odporovat	anger	0.409
supremacy	svrchovanost	anger	0.409
sneak	žalobníček	anger	0.409
cantwin	cantwin	anger	0.409
reproach	vyčítat	anger	0.409
compulsion	nutkání	anger	0.409
inept	nešikovný	anger	0.409
blockade	blokáda	anger	0.409
detainee	zadržená osoba	anger	0.409
forfeit	propadl	anger	0.409
disappoint	zklamat	anger	0.409
lying	ležící	anger	0.408
epidemic	epidemie	anger	0.406
tremor	tremor	anger	0.406
rail	železnici	anger	0.406
onerous	obtížný	anger	0.406
cacophony	kakofonie	anger	0.406
unthinkable	nemyslitelné	anger	0.406
forsaken	opuštěný	anger	0.406
delusion	iluzi	anger	0.406
wrongdoing	provinění	anger	0.406
badger	jezevec	anger	0.406
antipathy	antipatie	anger	0.406
inequality	nerovnost	anger	0.406
nuisance	obtíž	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argumenty	anger	0.404
affront	urážka	anger	0.403
traumatic	traumatický	anger	0.402
libel	libel	anger	0.400
sodding	sodování	anger	0.400
annoys	otravuje	anger	0.400
watchout	Dávej pozor	anger	0.398
soslow	tak pomalý	anger	0.398
frenetic	frenetický	anger	0.397
remiss	remiss	anger	0.397
barge	bárka	anger	0.396
howl	výt	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	box	anger	0.394
untoward	nežádoucí	anger	0.394
extinguish	uhasit	anger	0.394
keyed	s klíčem	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	neúcta	anger	0.394
illegal	ilegální	anger	0.394
rabble	chátra	anger	0.394
actionable	akční	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	podvod	anger	0.394
sue	Žalovat	anger	0.394
unfriendly	nepřátelský	anger	0.394
confiscate	zabavit	anger	0.394
brimstone	síra	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	bezohlednost	anger	0.391
earthquake	zemětřesení	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	rozpuštění	anger	0.391
rigged	vybavené	anger	0.391
disagree	nesouhlasit	anger	0.389
lawsuit	soudní řízení	anger	0.386
disused	nepoužívá	anger	0.382
immorality	nemorálnost	anger	0.382
despair	zoufalství	anger	0.382
difficulty	obtížnost	anger	0.379
incurable	nevyléčitelné	anger	0.379
touchy	nedůtklivý	anger	0.379
coerce	donutit	anger	0.379
sizzle	prskání	anger	0.379
rifle	puška	anger	0.379
falsification	falšování	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	bolest	anger	0.379
picket	piktogram	anger	0.378
concussion	otřes mozku	anger	0.377
pessimism	pesimismus	anger	0.375
pitfall	past	anger	0.375
infantile	infantilní	anger	0.375
disillusionment	rozčarování	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milice	anger	0.375
remand	odvolání	anger	0.375
faulty	vadný	anger	0.375
cannon	dělo	anger	0.375
rawr	rawr	anger	0.375
sly	mazaný	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotismu	anger	0.371
distressing	tíživé	anger	0.371
inhibit	inhibovat	anger	0.371
vindicate	obhájit	anger	0.371
schizophrenia	schizofrenie	anger	0.369
skewed	zkosený	anger	0.368
disreputable	pochybný	anger	0.368
forbidding	zakázání	anger	0.368
conquest	dobytí	anger	0.367
bark	kůra	anger	0.365
leukemia	leukémie	anger	0.365
barks	štěká	anger	0.364
burke	burke	anger	0.364
challenge	výzva	anger	0.364
disapprove	neschválit	anger	0.364
unhappy	nešťastný	anger	0.364
retarded	retardovaný	anger	0.364
warrior	bojovník	anger	0.364
belt	pás	anger	0.364
controversial	kontroverzní	anger	0.359
opinionated	umíněný	anger	0.359
paucity	slabost	anger	0.359
broken	zlomený	anger	0.359
litigate	soudní spor	anger	0.359
polemic	polemika	anger	0.359
aftermath	následky	anger	0.359
disliked	neměl rád	anger	0.359
loudness	hlasitost	anger	0.359
restriction	omezení	anger	0.359
cad	CAD	anger	0.359
sectarian	sektářský	anger	0.359
incompetence	neschopnost	anger	0.359
interrupting	přerušení	anger	0.358
fussy	úzkostlivý	anger	0.357
wench	děvče	anger	0.353
misbehavior	špatné chování	anger	0.351
gruff	drsný	anger	0.351
remove	odstranit	anger	0.351
brat	spratek	anger	0.351
scarcity	nedostatek	anger	0.350
losing	ztrácí	anger	0.349
pest	škůdce	anger	0.348
defect	přeběhnout	anger	0.348
hardened	kalené	anger	0.348
deserted	opuštěný	anger	0.348
lie	lhát	anger	0.348
retract	zatáhnout	anger	0.348
untrustworthy	nedůvěryhodný	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	zklamaný	anger	0.348
disagreement	nesouhlas	anger	0.348
stigma	stigma	anger	0.348
ulcer	vřed	anger	0.348
bias	předpojatost	anger	0.345
negation	negace	anger	0.344
antisocial	antisociální	anger	0.344
evade	vyhnout se	anger	0.344
shoddy	chatrný	anger	0.344
bothering	trápení	anger	0.344
impotence	impotence	anger	0.344
shaky	nejistý	anger	0.344
misleading	zavádějící	anger	0.344
stripped	zbavený	anger	0.344
disclaim	odmítnout	anger	0.344
unsettled	nevyrovnaný	anger	0.344
anxiety	úzkost	anger	0.344
stingy	lakomý	anger	0.344
deterioration	zhoršení	anger	0.344
pirate	pirát	anger	0.344
unreliable	nespolehlivý	anger	0.344
interminable	nekonečný	anger	0.343
disease	choroba	anger	0.341
meddle	hýbat se	anger	0.341
warp	warp	anger	0.340
averse	odmítavý	anger	0.338
infamous	neslavné	anger	0.338
alcoholism	alkoholismus	anger	0.338
row	řádek	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	nemocný	anger	0.333
encumbrance	břemeno	anger	0.333
scorpion	Štír	anger	0.333
illegitimate	nelegitimní	anger	0.333
witchcraft	čarodějnictví	anger	0.333
interrupt	přerušit	anger	0.333
paralyzed	paralyzován	anger	0.333
sinner	hříšník	anger	0.331
hulk	vrak	anger	0.329
inconsiderate	bezohledný	anger	0.329
phony	falešný	anger	0.328
spammers	spammery	anger	0.328
dashed	přerušil	anger	0.328
disqualified	diskvalifikovaný	anger	0.328
fib	fib	anger	0.328
hiss	syčení	anger	0.328
brrr	brrr	anger	0.328
resisting	odolávat	anger	0.328
victim	oběť	anger	0.328
scapegoat	obětní beránek	anger	0.328
tighten	utáhněte	anger	0.328
opponent	oponent	anger	0.328
crusade	křížová výprava	anger	0.328
dislocated	dislokováno	anger	0.328
grumpy	nevrlý	anger	0.328
prohibited	zakázáno	anger	0.328
inappropriate	nevhodný	anger	0.324
haye	haye	anger	0.324
loss	ztráta	anger	0.324
eschew	vyhýbat se	anger	0.324
trickery	podvod	anger	0.324
neglected	zanedbané	anger	0.324
canker	canker	anger	0.323
queues	fronty	anger	0.318
muff	rukávník	anger	0.318
crunch	krize	anger	0.318
duplicity	duplicitě	anger	0.318
criticism	kritika	anger	0.318
shriek	výkřik	anger	0.316
depreciate	znehodnotit	anger	0.315
poverty	chudoba	anger	0.312
chaff	plevy	anger	0.312
dupe	napálit	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	propuštění	anger	0.312
mortality	úmrtnost	anger	0.312
deflate	deflate	anger	0.312
carelessness	neopatrnost	anger	0.312
dumps	skládky	anger	0.312
revving	revving	anger	0.309
disallowed	zakázáno	anger	0.308
thoughtless	bezohledný	anger	0.307
boisterous	bouřlivý	anger	0.307
burial	pohřbení	anger	0.304
theocratic	teokratický	anger	0.303
wince	wince	anger	0.303
sullen	Sullen	anger	0.303
involution	involuce	anger	0.300
senseless	nesmyslný	anger	0.297
stalemate	patou	anger	0.297
depreciated	znehodnoceno	anger	0.297
wasteful	plýtvání	anger	0.297
hoax	podvod	anger	0.297
misuse	zneužít	anger	0.297
getyourown	getyourown	anger	0.297
taxed	zdaněny	anger	0.297
depressed	deprimovaný	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	ochrnutí	anger	0.295
displaced	vysídlených	anger	0.294
limited	omezený	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	směšný	anger	0.289
teasing	škádlení	anger	0.288
sharpen	ostřejší	anger	0.288
react	reagovat	anger	0.288
presumptuous	odporný	anger	0.288
spine	páteř	anger	0.288
homeless	bez domova	anger	0.288
hoot	houkání	anger	0.287
twitchy	trpělivý	anger	0.287
barrier	bariéra	anger	0.287
myopia	krátkozrakost	anger	0.283
contraband	kontraband	anger	0.281
disconnects	odpojení	anger	0.281
spam	spam	anger	0.281
lagging	zaostávání	anger	0.281
shiver	zachvění	anger	0.281
agh	agh	anger	0.281
restitution	restituce	anger	0.281
flexin	flexin	anger	0.281
incompatible	nekompatibilní	anger	0.281
delinquent	delikvent	anger	0.281
noncompliance	nedodržení	anger	0.279
troll	troll	anger	0.279
buffering	vyrovnávací paměť	anger	0.279
unfairness	nespravedlnost	anger	0.279
foray	vpusť	anger	0.279
nether	dolní	anger	0.278
bugaboo	bubák	anger	0.273
immaturity	nezralost	anger	0.273
bogus	falešný	anger	0.273
uncaring	uncaring	anger	0.273
shock	šokovat	anger	0.269
feisty	Divoké	anger	0.269
defendant	žalovaný	anger	0.266
latent	latentní	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	medvěd	anger	0.266
nopoint	nopoint	anger	0.266
inoperative	nefunkční	anger	0.266
quandary	dilema	anger	0.266
inconvenient	nevyhovující	anger	0.266
feminism	feminismus	anger	0.266
humbug	švindl	anger	0.266
interrupts	přeruší	anger	0.265
fluctuation	kolísání	anger	0.265
exaggerate	přehánět	anger	0.263
lose	prohrát	anger	0.261
patter	pleskat	anger	0.258
tease	vtipálek	anger	0.258
furnace	pec	anger	0.258
stone	kámen	anger	0.258
shoplifting	shoplifting	anger	0.258
soldier	voják	anger	0.258
incompetent	neschopný	anger	0.257
indoctrination	indoktrinace	anger	0.255
skid	smyk	anger	0.250
notoriety	proslulost	anger	0.250
falsehood	lež	anger	0.250
untrue	nepravdivé	anger	0.250
mastery	mistrovství	anger	0.250
tripping	vypnutí	anger	0.250
nonsense	nesmysl	anger	0.250
unfollow	nepoužívejte	anger	0.250
noisy	hlučný	anger	0.250
pouting	pouting	anger	0.250
cane	třtina	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raketa	anger	0.250
complicate	komplikovat	anger	0.250
socialist	socialista	anger	0.250
lawyer	právník	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	oplocený	anger	0.242
obstacle	překážka	anger	0.242
halter	ohlávka	anger	0.242
witch	čarodějnice	anger	0.242
vampire	upír	anger	0.242
detract	znehodnotit	anger	0.242
ringer	vyzvánění	anger	0.242
frowning	zamračil se	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	hlad	anger	0.235
recession	recese	anger	0.234
lava	láva	anger	0.234
shell	shell	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabling	anger	0.234
tariff	tarif	anger	0.234
failing	selhání	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rošťák	anger	0.234
politics	politika	anger	0.234
undesirable	nežádoucí	anger	0.231
darkness	tma	anger	0.227
versus	proti	anger	0.227
resign	odstoupit	anger	0.227
copycat	imitátor	anger	0.227
soaked	namočený	anger	0.226
unfulfilled	nenaplněný	anger	0.225
abandoned	opuštěný	anger	0.222
bankruptcy	bankrot	anger	0.221
owing	díky	anger	0.221
unattainable	nedosažitelný	anger	0.221
unhelpful	nepomáhá	anger	0.219
twitching	záškuby	anger	0.219
confusion	zmatek	anger	0.219
mosquito	komár	anger	0.219
warden	správce	anger	0.219
misconception	mylná koncepce	anger	0.219
compress	komprimovat	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	nástroj	anger	0.219
nosey	zvědavý	anger	0.213
overpriced	nadhodnocené	anger	0.212
harry	harry	anger	0.212
shortage	nedostatek	anger	0.212
adder	zmije	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	přehrát	anger	0.206
possession	majetek	anger	0.206
desert	poušť	anger	0.206
pout	poutka	anger	0.203
uninvited	nezvaný	anger	0.203
arraignment	obvinění	anger	0.203
inefficient	neefektivní	anger	0.203
rook	havran	anger	0.203
unlucky	nešťastný	anger	0.203
unpaid	neplaceno	anger	0.203
backbone	páteř	anger	0.203
sentence	věta	anger	0.203
powerless	bezmocný	anger	0.203
court	soud	anger	0.199
endless	nekonečný	anger	0.198
adverts	inzeráty	anger	0.197
delay	zpoždění	anger	0.197
misstatement	nesprávnost	anger	0.197
distracted	roztržitý	anger	0.197
misunderstanding	nedorozumění	anger	0.195
excite	rozrušit	anger	0.191
inadmissible	nepřípustný	anger	0.191
lightning	Blesk	anger	0.189
incase	v případě	anger	0.188
preclude	vyloučit	anger	0.188
insecure	nejistý	anger	0.188
mournful	truchlivý	anger	0.188
rating	hodnocení	anger	0.182
mistress	paní	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	žadatel	anger	0.182
insist	trvat	anger	0.182
distracting	rozptýlení	anger	0.182
opium	opium	anger	0.180
willful	úmyslně	anger	0.176
deserve	zasloužit si	anger	0.176
insists	trvá na tom	anger	0.175
treat	zacházet	anger	0.175
misplace	založit někam	anger	0.172
indecisive	nerozhodný	anger	0.172
gibberish	hatmatilka	anger	0.172
fleece	fleece	anger	0.172
fee	poplatek	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	osvobodit	anger	0.172
excitation	excitace	anger	0.172
hormonal	hormonální	anger	0.172
mighty	mocný	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	nerovné	anger	0.167
insufficiency	nedostatečnost	anger	0.167
hamstring	ochromit	anger	0.167
bargaining	vyjednávání	anger	0.167
mule	mezek	anger	0.167
insignificant	nevýznamné	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	lhostejnost	anger	0.156
rheumatism	revmatismus	anger	0.156
coop	coop	anger	0.156
forearm	předloktí	anger	0.156
uncertain	nejistý	anger	0.152
bee	včela	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	účast	anger	0.152
disinformation	dezinformace	anger	0.152
attorney	advokát	anger	0.152
underpaid	nedostatečně	anger	0.152
pretending	předstírat	anger	0.152
campaigning	kampaní	anger	0.151
hopelessness	beznadějnost	anger	0.149
feeling	pocit	anger	0.147
legalized	legalizováno	anger	0.145
caution	Pozor	anger	0.145
subsidy	dotace	anger	0.141
obliging	povinnost	anger	0.141
morals	morálky	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	nesprávně napsat	anger	0.136
saloon	salonek	anger	0.136
repay	splatit	anger	0.136
blemish	vada	anger	0.136
surcharge	příplatek	anger	0.136
geez	Bože	anger	0.136
birch	bříza	anger	0.135
noob	začátečník	anger	0.133
honk	troubit	anger	0.133
orchestra	orchestr	anger	0.132
competitive	konkurenční	anger	0.125
wireless	bezdrátový	anger	0.125
standstill	zastavení	anger	0.125
mosque	mešita	anger	0.122
reversal	obrácení	anger	0.121
inattention	nepozornost	anger	0.121
lace	krajka	anger	0.118
elbow	loket	anger	0.117
instinctive	instinktivní	anger	0.112
chant	zpívat	anger	0.111
lonely	osamělý	anger	0.109
gnome	Gnome	anger	0.109
tolerate	tolerovat	anger	0.106
management	řízení	anger	0.102
advocacy	obhajoba	anger	0.100
moral	morální	anger	0.094
roadworks	silniční práce	anger	0.091
honest	upřímný	anger	0.087
forgetful	zapomnětlivý	anger	0.076
gent	pán	anger	0.076
liquor	alkohol	anger	0.075
money	peníze	anger	0.074
hood	kapuce	anger	0.071
curriculum	osnovy	anger	0.063
