word	Arabic-ar	emotion	emotion-intensity-score
distress	محنة	anger	0.469
insanity	جنون	anger	0.469
selfish	أناني	anger	0.469
huff	زعل	anger	0.469
selfishness	أنانية	anger	0.469
backoff	تراجع	anger	0.469
plunder	نهب	anger	0.469
stifled	خنق	anger	0.469
subversive	مخرب	anger	0.469
exile	منفى	anger	0.469
offense	جريمة	anger	0.469
objection	اعتراض	anger	0.469
recidivism	الانتكاسية	anger	0.469
smother	دخان كثيف	anger	0.469
perpetrator	مرتكب الجريمة	anger	0.469
dislike	لم يعجبنى	anger	0.469
disruption	اضطراب	anger	0.469
intolerance	حساسية مفرطة	anger	0.469
opposition	معارضة	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	قدح	anger	0.467
agony	سكرة	anger	0.465
arrogant	متكبر او مغرور	anger	0.461
sux	SUX	anger	0.456
vent	منفس	anger	0.456
elimination	إزالة	anger	0.456
picketing	الاعتصام	anger	0.456
haughty	متجبر	anger	0.456
troublesome	مزعج	anger	0.455
clamor	صخب	anger	0.455
busted	ضبطت	anger	0.455
constraint	قيود	anger	0.455
crabby	crabby	anger	0.455
veto	حق النقض	anger	0.455
stubbed	فافات	anger	0.455
mislead	تضليل	anger	0.455
illicit	غير مشروع	anger	0.455
dying	وفاة	anger	0.455
grated	المبشور	anger	0.455
idiocy	حماقة	anger	0.455
illegality	شرعية	anger	0.455
flagrant	فاضح	anger	0.455
impermeable	كتيم	anger	0.455
bad	سيئة	anger	0.453
despotism	استبداد	anger	0.453
usurped	المغتصبة	anger	0.453
godless	ملحد	anger	0.453
disagreeing	متضارب	anger	0.453
intense	المكثف	anger	0.453
struggle	صراع	anger	0.453
suppress	كبح	anger	0.453
disapproving	رافض	anger	0.453
desist	الكف	anger	0.453
bayonet	حربة	anger	0.453
displeased	مستاء	anger	0.453
hysterical	هستيري	anger	0.453
unlawful	غير شرعي	anger	0.451
wrongly	على خطأ	anger	0.448
repellent	طارد	anger	0.442
wasted	ضائع	anger	0.441
foe	عدو	anger	0.441
dishonor	عار	anger	0.441
wrongful	ظالم	anger	0.441
psychosis	ذهان	anger	0.441
aversion	نفور	anger	0.440
punitive	عقابي	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	المفاصل	anger	0.439
effigy	تمثال	anger	0.439
schism	انفصال	anger	0.439
ultimatum	إنذار	anger	0.439
upset	مضطراب	anger	0.439
worthless	عديم القيمة	anger	0.438
deny	أنكر	anger	0.438
ransom	فدية	anger	0.438
fugitive	هارب	anger	0.438
deleterious	مؤذ	anger	0.438
stupidity	غباء	anger	0.438
abandonment	التخلي عن	anger	0.438
mucked	ملوث	anger	0.438
separatist	انفصالي	anger	0.438
irritation	تهيج	anger	0.438
oblivion	نسيان	anger	0.437
segregate	فصل	anger	0.437
payback	تسديد	anger	0.436
incongruous	غير لائق	anger	0.435
eviction	طرد	anger	0.435
collusion	تواطؤ	anger	0.432
rob	سلب	anger	0.431
infidelity	خيانة	anger	0.429
ravenous	نهم	anger	0.429
overrun	تجاوز	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	نذير	anger	0.426
martial	عسكري	anger	0.426
painful	مؤلم	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	شكاك	anger	0.426
rejection	الرفض	anger	0.426
defense	دفاع	anger	0.425
powerful	قوي	anger	0.424
censor	الرقيب	anger	0.424
indecency	بذاءة	anger	0.424
fraudulent	محتال	anger	0.424
gonorrhea	مرض السيلان	anger	0.424
fallacious	وهمي	anger	0.424
concealment	إخفاء	anger	0.424
greed	جشع	anger	0.424
disobedience	عصيان	anger	0.424
fuss	ضجيج	anger	0.424
enforce	فرض	anger	0.424
banger	السجق	anger	0.424
commotion	هياج	anger	0.424
defraud	احتيال	anger	0.424
discontent	استياء	anger	0.424
unsympathetic	غير متعاطف	anger	0.424
exasperation	سخط	anger	0.424
barb	شوكة	anger	0.422
banishment	نفي	anger	0.422
sedition	تحريض	anger	0.422
misrepresented	تحريف	anger	0.422
snubbed	تجاهله	anger	0.422
penetration	اختراق	anger	0.422
cracked	مشقوق	anger	0.422
annoyance	إزعاج	anger	0.422
duel	مبارزة	anger	0.422
penitentiary	إصلاحية	anger	0.422
sarcasm	سخرية	anger	0.422
deportation	نفي	anger	0.422
nettle	لسع	anger	0.422
scar	ندب	anger	0.422
bang	انفجار	anger	0.422
cur	لئيم	anger	0.422
blatant	صارخ	anger	0.420
force	فرض	anger	0.418
perverse	منحرف	anger	0.415
wring	أقحم	anger	0.415
bastion	معقل	anger	0.413
grim	متجهم	anger	0.413
sordid	دنيء	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	عابس	anger	0.412
tiff	شجار	anger	0.412
moody	متقلب المزاج	anger	0.412
hunting	الصيد	anger	0.411
indenture	فراغ يترك في أول الفقرة	anger	0.410
sham	الشام	anger	0.409
squelch	سحق	anger	0.409
awful	سيى	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	ورط	anger	0.409
contradict	تعارض	anger	0.409
supremacy	سيادة	anger	0.409
sneak	تسلل	anger	0.409
cantwin	cantwin	anger	0.409
reproach	عتاب	anger	0.409
compulsion	إكراه	anger	0.409
inept	أحمق	anger	0.409
blockade	حصار	anger	0.409
detainee	المعتقل	anger	0.409
forfeit	مصادرة	anger	0.409
disappoint	يخيب	anger	0.409
lying	يكذب أو ملقاه	anger	0.408
epidemic	وباء	anger	0.406
tremor	رعشه	anger	0.406
rail	سكة حديدية	anger	0.406
onerous	مرهق	anger	0.406
cacophony	تنافر النغمات	anger	0.406
unthinkable	غير وارد	anger	0.406
forsaken	منبوذ	anger	0.406
delusion	وهم	anger	0.406
wrongdoing	إثم	anger	0.406
badger	فرو الغرير	anger	0.406
antipathy	كراهية	anger	0.406
inequality	عدم المساواة	anger	0.406
nuisance	إزعاج	anger	0.406
scrapie	سكرابي	anger	0.406
wop	ووب	anger	0.406
arguments	الحجج	anger	0.404
affront	إهانة	anger	0.403
traumatic	جرحي	anger	0.402
libel	تشهير	anger	0.400
sodding	sodding	anger	0.400
annoys	يزعج	anger	0.400
watchout	احترس	anger	0.398
soslow	بطيء جدا	anger	0.398
frenetic	مسعور	anger	0.397
remiss	غير مهتم	anger	0.397
barge	البارجة	anger	0.396
howl	عواء	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	ملاكمة	anger	0.394
untoward	صعب المراس	anger	0.394
extinguish	إطفاء	anger	0.394
keyed	مقفول	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	عدم احترام	anger	0.394
illegal	غير شرعي	anger	0.394
rabble	رعاع	anger	0.394
actionable	فعالة	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	تزوير	anger	0.394
sue	قاضى	anger	0.394
unfriendly	غير ودي	anger	0.394
confiscate	مصادرة	anger	0.394
brimstone	كبريت	anger	0.392
argh	أرغ	anger	0.391
pique	غضب	anger	0.391
recklessness	تهور	anger	0.391
earthquake	زلزال	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	تحلل	anger	0.391
rigged	مزور	anger	0.391
disagree	تعارض	anger	0.389
lawsuit	دعوى قضائية	anger	0.386
disused	مهجور	anger	0.382
immorality	فجور	anger	0.382
despair	يأس	anger	0.382
difficulty	صعوبة	anger	0.379
incurable	عضال	anger	0.379
touchy	شديد الحساسية	anger	0.379
coerce	تجبر	anger	0.379
sizzle	همسة	anger	0.379
rifle	بندقية	anger	0.379
falsification	تزييف	anger	0.379
pokes	الوخزات	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	التهاب	anger	0.379
picket	وتد	anger	0.378
concussion	ارتجاج في المخ	anger	0.377
pessimism	تشاؤم	anger	0.375
pitfall	شرك	anger	0.375
infantile	صبياني	anger	0.375
disillusionment	خيبة الأمل	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	ميليشيا	anger	0.375
remand	الحبس الاحتياطي	anger	0.375
faulty	متعطل	anger	0.375
cannon	مدفع	anger	0.375
rawr	RAWR	anger	0.375
sly	خبيث	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	المحسوبيات	anger	0.371
distressing	محزن	anger	0.371
inhibit	تعيق	anger	0.371
vindicate	برر	anger	0.371
schizophrenia	انفصام فى الشخصية	anger	0.369
skewed	الانحراف	anger	0.368
disreputable	سيء السمعة	anger	0.368
forbidding	منع	anger	0.368
conquest	غزو	anger	0.367
bark	لحاء الشجر	anger	0.365
leukemia	سرطان الدم	anger	0.365
barks	ينبح	anger	0.364
burke	بيرك	anger	0.364
challenge	التحدي	anger	0.364
disapprove	رفض	anger	0.364
unhappy	تعيس	anger	0.364
retarded	متخلفا	anger	0.364
warrior	محارب	anger	0.364
belt	حزام	anger	0.364
controversial	مثيرة للجدل	anger	0.359
opinionated	عنيد	anger	0.359
paucity	ندرة	anger	0.359
broken	مكسور	anger	0.359
litigate	قاضى	anger	0.359
polemic	جدلي	anger	0.359
aftermath	بعد	anger	0.359
disliked	لم يعجبني	anger	0.359
loudness	بريق	anger	0.359
restriction	تقييد	anger	0.359
cad	نذل	anger	0.359
sectarian	طائفي	anger	0.359
incompetence	عجز	anger	0.359
interrupting	مقاطعة	anger	0.358
fussy	صعب	anger	0.357
wench	بغي	anger	0.353
misbehavior	سوء سلوك	anger	0.351
gruff	خشن	anger	0.351
remove	إزالة	anger	0.351
brat	شقي	anger	0.351
scarcity	نقص	anger	0.350
losing	فقدان	anger	0.349
pest	الآفات	anger	0.348
defect	خلل	anger	0.348
hardened	تصلب	anger	0.348
deserted	مهجور	anger	0.348
lie	راحه	anger	0.348
retract	تراجع	anger	0.348
untrustworthy	غير موثوق به	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	خائب الامل	anger	0.348
disagreement	خلاف	anger	0.348
stigma	وصمة عار	anger	0.348
ulcer	قرحة	anger	0.348
bias	انحياز، نزعة	anger	0.345
negation	نفي	anger	0.344
antisocial	لا إجتماعي	anger	0.344
evade	تهرب	anger	0.344
shoddy	خسيس	anger	0.344
bothering	التضايق	anger	0.344
impotence	ضعف جنسى	anger	0.344
shaky	متزعزع	anger	0.344
misleading	مضلل	anger	0.344
stripped	جردت	anger	0.344
disclaim	تنكر	anger	0.344
unsettled	غير مستقر	anger	0.344
anxiety	القلق	anger	0.344
stingy	بخيل	anger	0.344
deterioration	تدهور	anger	0.344
pirate	القرصان	anger	0.344
unreliable	غير جدير بالثقة	anger	0.344
interminable	متطاول	anger	0.343
disease	مرض	anger	0.341
meddle	تطفل	anger	0.341
warp	اعوجاج	anger	0.340
averse	كاره	anger	0.338
infamous	سيء السمعة	anger	0.338
alcoholism	إدمان الكحول	anger	0.338
row	صف	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	سوف	anger	0.333
encumbrance	عبء	anger	0.333
scorpion	برج العقرب	anger	0.333
illegitimate	غير شرعي	anger	0.333
witchcraft	سحر	anger	0.333
interrupt	قطع	anger	0.333
paralyzed	مشلول	anger	0.333
sinner	كافر	anger	0.331
hulk	الهلك سفينة ثقيلة	anger	0.329
inconsiderate	متهور	anger	0.329
phony	متصنع	anger	0.328
spammers	الاطر	anger	0.328
dashed	متقطع	anger	0.328
disqualified	غير مؤهل	anger	0.328
fib	أكذوبة	anger	0.328
hiss	همسة	anger	0.328
brrr	بررر	anger	0.328
resisting	مقاومة	anger	0.328
victim	ضحية	anger	0.328
scapegoat	كبش فداء	anger	0.328
tighten	شد	anger	0.328
opponent	الخصم	anger	0.328
crusade	حملة صليبية	anger	0.328
dislocated	خلع	anger	0.328
grumpy	غاضب	anger	0.328
prohibited	ممنوع	anger	0.328
inappropriate	غير مناسب	anger	0.324
haye	هاي	anger	0.324
loss	خسارة	anger	0.324
eschew	تجنب	anger	0.324
trickery	تحايل	anger	0.324
neglected	مهمل	anger	0.324
canker	داء يصيب النبات	anger	0.323
queues	طوابير	anger	0.318
muff	أداء غير بارع	anger	0.318
crunch	سحق	anger	0.318
duplicity	نفاق	anger	0.318
criticism	نقد	anger	0.318
shriek	صرخة	anger	0.316
depreciate	تنخفض قيمته	anger	0.315
poverty	فقر	anger	0.312
chaff	قش	anger	0.312
dupe	مغفل	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	إقالة	anger	0.312
mortality	معدل الوفيات	anger	0.312
deflate	ضاءل	anger	0.312
carelessness	لا مبالاة	anger	0.312
dumps	نفايات	anger	0.312
revving	التسريع	anger	0.309
disallowed	غير مسموح بها	anger	0.308
thoughtless	أرعن	anger	0.307
boisterous	عاصف	anger	0.307
burial	دفن	anger	0.304
theocratic	ثيوقراطي	anger	0.303
wince	جفل	anger	0.303
sullen	متجهم	anger	0.303
involution	التفاف	anger	0.300
senseless	لا معنى له	anger	0.297
stalemate	مأزق	anger	0.297
depreciated	تستهلك	anger	0.297
wasteful	مسرف	anger	0.297
hoax	خدعة	anger	0.297
misuse	سوء استخدام	anger	0.297
getyourown	احصل على خاصتك	anger	0.297
taxed	ضريبة	anger	0.297
depressed	مكتئب	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	شلل	anger	0.295
displaced	النازحين	anger	0.294
limited	محدود	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	شركة مصفاة نفط عمان	anger	0.289
ridiculous	سخيف	anger	0.289
teasing	إغاظة	anger	0.288
sharpen	شحذ	anger	0.288
react	تتفاعل	anger	0.288
presumptuous	وقح	anger	0.288
spine	العمود الفقري	anger	0.288
homeless	بلا مأوى	anger	0.288
hoot	صاح	anger	0.287
twitchy	مضطرب	anger	0.287
barrier	حاجز	anger	0.287
myopia	قصر النظر	anger	0.283
contraband	تهريب	anger	0.281
disconnects	قطع	anger	0.281
spam	بريد مؤذي	anger	0.281
lagging	المتخلفة	anger	0.281
shiver	بقشعريرة	anger	0.281
agh	AGH	anger	0.281
restitution	تعويض	anger	0.281
flexin	flexin	anger	0.281
incompatible	غير متوافق	anger	0.281
delinquent	مذنب	anger	0.281
noncompliance	عدم الامتثال	anger	0.279
troll	القزم	anger	0.279
buffering	التخزين المؤقت	anger	0.279
unfairness	ظلم	anger	0.279
foray	غزوة	anger	0.279
nether	سفلي	anger	0.278
bugaboo	بعبع	anger	0.273
immaturity	القليل الخبرة	anger	0.273
bogus	زائف	anger	0.273
uncaring	غير مكترثة	anger	0.273
shock	صدمة	anger	0.269
feisty	المشاكس	anger	0.269
defendant	المدعى عليه	anger	0.266
latent	كامن	anger	0.266
rapping	موسيقى الراب	anger	0.266
pry	نقب	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	يتحمل	anger	0.266
nopoint	لا جدوى	anger	0.266
inoperative	معطل	anger	0.266
quandary	مأزق	anger	0.266
inconvenient	غير مريح	anger	0.266
feminism	نظرية المساواة بين الجنسين	anger	0.266
humbug	هراء	anger	0.266
interrupts	المقاطعات	anger	0.265
fluctuation	تقلب	anger	0.265
exaggerate	مبالغة	anger	0.263
lose	تخسر	anger	0.261
patter	طقطق	anger	0.258
tease	يغيظ	anger	0.258
furnace	فرن	anger	0.258
stone	حجر	anger	0.258
shoplifting	سرقة	anger	0.258
soldier	جندي	anger	0.258
incompetent	غير كفء	anger	0.257
indoctrination	التلقين	anger	0.255
skid	انزلاق	anger	0.250
notoriety	سوء السمعة	anger	0.250
falsehood	كذب	anger	0.250
untrue	غير صحيح	anger	0.250
mastery	تمكن	anger	0.250
tripping	تنطلق	anger	0.250
nonsense	كلام فارغ	anger	0.250
unfollow	الغاء المتابعة	anger	0.250
noisy	وصاخبة	anger	0.250
pouting	العبوس	anger	0.250
cane	قصب	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	صاروخ	anger	0.250
complicate	تعقد	anger	0.250
socialist	الاشتراكي	anger	0.250
lawyer	المحامية	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	caps lock	anger	0.242
fenced	مسيج	anger	0.242
obstacle	عقبة	anger	0.242
halter	حبل المشنقة	anger	0.242
witch	ساحرة	anger	0.242
vampire	رعب	anger	0.242
detract	ينتقص	anger	0.242
ringer	قارع الأجراس	anger	0.242
frowning	عابس	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	جوع	anger	0.235
recession	ركود اقتصادي	anger	0.234
lava	حمم بركانية	anger	0.234
shell	الصدف	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	هاو	anger	0.234
tariff	تعريفة	anger	0.234
failing	فشل	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	الوغد	anger	0.234
politics	سياسة	anger	0.234
undesirable	غير مرغوب فيه	anger	0.231
darkness	ظلام	anger	0.227
versus	مقابل	anger	0.227
resign	استقال	anger	0.227
copycat	تقليد	anger	0.227
soaked	منقوع	anger	0.226
unfulfilled	لم تتحقق	anger	0.225
abandoned	مهجور	anger	0.222
bankruptcy	إفلاس	anger	0.221
owing	مديون	anger	0.221
unattainable	متعذر	anger	0.221
unhelpful	غير مساعد	anger	0.219
twitching	الوخز	anger	0.219
confusion	ارتباك	anger	0.219
mosquito	بعوض	anger	0.219
warden	المراقب	anger	0.219
misconception	سوء فهم	anger	0.219
compress	ضغط	anger	0.219
whiny	متذمر	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	أداة	anger	0.219
nosey	فضولي	anger	0.213
overpriced	مبالغ فيها	anger	0.212
harry	هاري	anger	0.212
shortage	نقص	anger	0.212
adder	الجامع	anger	0.212
melodrama	ميلودراما	anger	0.212
overplayed	المبالغة	anger	0.206
possession	ملكية	anger	0.206
desert	صحراء	anger	0.206
pout	تجهم	anger	0.203
uninvited	غير مدعو	anger	0.203
arraignment	اتهام	anger	0.203
inefficient	غير فعال	anger	0.203
rook	يخدع	anger	0.203
unlucky	قليل الحظ	anger	0.203
unpaid	غير مدفوع	anger	0.203
backbone	العمود الفقري	anger	0.203
sentence	جملة او حكم على	anger	0.203
powerless	عاجز	anger	0.203
court	محكمة	anger	0.199
endless	التي لا نهاية لها	anger	0.198
adverts	الاعلانات	anger	0.197
delay	تأخير	anger	0.197
misstatement	أخطاء	anger	0.197
distracted	مشتت الذهن	anger	0.197
misunderstanding	سوء فهم	anger	0.195
excite	أثار	anger	0.191
inadmissible	غير مقبول	anger	0.191
lightning	برق	anger	0.189
incase	في حال	anger	0.188
preclude	منع	anger	0.188
insecure	غير آمن	anger	0.188
mournful	كئيب	anger	0.188
rating	تقييم	anger	0.182
mistress	عشيقة	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
