word	Chinese (Simplified)-zh-CN	emotion	emotion-intensity-score
wrongly	错	anger	0.448
repellent	驱蚊	anger	0.442
wasted	浪费	anger	0.441
foe	敌人	anger	0.441
dishonor	羞辱	anger	0.441
wrongful	非法的	anger	0.441
psychosis	精神病	anger	0.441
aversion	厌恶	anger	0.440
punitive	惩罚性	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	关节	anger	0.439
effigy	肖像	anger	0.439
schism	分裂	anger	0.439
ultimatum	最后通牒	anger	0.439
upset	烦乱	anger	0.439
worthless	无用	anger	0.438
deny	拒绝	anger	0.438
ransom	赎金	anger	0.438
fugitive	逃亡	anger	0.438
deleterious	有害	anger	0.438
stupidity	糊涂事	anger	0.438
abandonment	放弃	anger	0.438
mucked	打乱	anger	0.438
separatist	分裂	anger	0.438
irritation	刺激	anger	0.438
oblivion	遗忘	anger	0.437
segregate	分离	anger	0.437
payback	回报	anger	0.436
incongruous	牛头不对马嘴	anger	0.435
eviction	赶出	anger	0.435
collusion	共谋	anger	0.432
rob	抢	anger	0.431
infidelity	不忠	anger	0.429
ravenous	饿坏了的	anger	0.429
overrun	泛滥	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	预兆	anger	0.426
martial	武	anger	0.426
painful	痛苦	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	怀疑的	anger	0.426
rejection	拒绝	anger	0.426
defense	防御	anger	0.425
powerful	强大	anger	0.424
censor	审查	anger	0.424
indecency	流氓	anger	0.424
fraudulent	骗人的	anger	0.424
gonorrhea	淋病	anger	0.424
fallacious	错误的	anger	0.424
concealment	隐蔽	anger	0.424
greed	贪心	anger	0.424
disobedience	不服从	anger	0.424
fuss	小题大作	anger	0.424
enforce	执行	anger	0.424
banger	香肠	anger	0.424
commotion	骚动	anger	0.424
defraud	骗取	anger	0.424
discontent	牢骚	anger	0.424
unsympathetic	绝情	anger	0.424
exasperation	恼怒	anger	0.424
barb	倒钩	anger	0.422
banishment	流放	anger	0.422
sedition	煽动叛乱	anger	0.422
misrepresented	歪曲	anger	0.422
snubbed	冷落	anger	0.422
penetration	渗透	anger	0.422
cracked	破解	anger	0.422
annoyance	烦恼	anger	0.422
duel	决斗	anger	0.422
penitentiary	教养所	anger	0.422
sarcasm	讽刺	anger	0.422
deportation	放逐	anger	0.422
nettle	荨麻	anger	0.422
scar	瘢痕	anger	0.422
bang	砰	anger	0.422
cur	CUR	anger	0.422
blatant	明显的	anger	0.420
force	力	anger	0.418
perverse	悖	anger	0.415
wring	拧	anger	0.415
bastion	堡垒	anger	0.413
grim	严峻	anger	0.413
sordid	污秽	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	阴沉的	anger	0.412
tiff	斗嘴	anger	0.412
moody	喜怒无常	anger	0.412
hunting	狩猎	anger	0.411
indenture	契约	anger	0.410
sham	假	anger	0.409
squelch	哗啦哗啦地	anger	0.409
awful	可怕	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	连累	anger	0.409
contradict	顶撞	anger	0.409
supremacy	霸权	anger	0.409
sneak	潜行	anger	0.409
cantwin	cantwin	anger	0.409
reproach	责备	anger	0.409
compulsion	义务	anger	0.409
inept	无能	anger	0.409
blockade	封锁	anger	0.409
detainee	被拘留者	anger	0.409
forfeit	丧失	anger	0.409
disappoint	辜负	anger	0.409
lying	说谎	anger	0.408
epidemic	疫情	anger	0.406
tremor	震	anger	0.406
rail	轨	anger	0.406
onerous	繁重的	anger	0.406
cacophony	杂音	anger	0.406
unthinkable	不可思议的	anger	0.406
forsaken	离弃	anger	0.406
delusion	妄想	anger	0.406
wrongdoing	坏事	anger	0.406
badger	獾	anger	0.406
antipathy	反感	anger	0.406
inequality	不等式	anger	0.406
nuisance	滋扰	anger	0.406
scrapie	羊瘙痒病	anger	0.406
wop	痛击	anger	0.406
arguments	参数	anger	0.404
affront	冒犯	anger	0.403
traumatic	创伤	anger	0.402
libel	诽谤	anger	0.400
sodding	该死的	anger	0.400
annoys	惹恼	anger	0.400
watchout	小心	anger	0.398
soslow	太慢了	anger	0.398
frenetic	狂热的	anger	0.397
remiss	失职	anger	0.397
barge	驳船	anger	0.396
howl	嗥	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	拳击	anger	0.394
untoward	不良	anger	0.394
extinguish	扑灭	anger	0.394
keyed	键控	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	谩	anger	0.394
illegal	非法	anger	0.394
rabble	乌合之众	anger	0.394
actionable	诉	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	舞弊	anger	0.394
sue	起诉	anger	0.394
unfriendly	不友好	anger	0.394
confiscate	没收	anger	0.394
brimstone	硫磺	anger	0.392
argh	哎呀	anger	0.391
pique	愤怒	anger	0.391
recklessness	鲁莽	anger	0.391
earthquake	地震	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	解散	anger	0.391
rigged	非法操纵的	anger	0.391
disagree	不同意	anger	0.389
lawsuit	诉讼	anger	0.386
disused	废弃	anger	0.382
immorality	放荡	anger	0.382
despair	绝望	anger	0.382
difficulty	困难	anger	0.379
incurable	不可救药	anger	0.379
touchy	易怒的	anger	0.379
coerce	胁迫	anger	0.379
sizzle	啸	anger	0.379
rifle	步枪	anger	0.379
falsification	伪造	anger	0.379
pokes	捅	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	疮	anger	0.379
picket	纠察	anger	0.378
concussion	震动	anger	0.377
pessimism	悲观主义	anger	0.375
pitfall	陷阱	anger	0.375
infantile	婴儿	anger	0.375
disillusionment	幻灭	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	民兵	anger	0.375
remand	归还	anger	0.375
faulty	不完善的	anger	0.375
cannon	大炮	anger	0.375
rawr	RAWR	anger	0.375
sly	狡猾	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	裙带关系	anger	0.371
distressing	令人痛心	anger	0.371
inhibit	抑制	anger	0.371
vindicate	表白	anger	0.371
schizophrenia	精神分裂症	anger	0.369
skewed	偏斜	anger	0.368
disreputable	不名誉	anger	0.368
forbidding	森严	anger	0.368
conquest	征服	anger	0.367
bark	吠	anger	0.365
leukemia	白血病	anger	0.365
barks	树皮	anger	0.364
burke	伯克	anger	0.364
challenge	挑战	anger	0.364
disapprove	不赞成	anger	0.364
unhappy	不快乐	anger	0.364
retarded	智障	anger	0.364
warrior	战士	anger	0.364
belt	带	anger	0.364
controversial	争论的	anger	0.359
opinionated	自以为是	anger	0.359
paucity	缺乏	anger	0.359
broken	破碎	anger	0.359
litigate	诉讼	anger	0.359
polemic	论战	anger	0.359
aftermath	后果	anger	0.359
disliked	不喜欢的	anger	0.359
loudness	响度	anger	0.359
restriction	限制	anger	0.359
cad	CAD	anger	0.359
sectarian	宗派	anger	0.359
incompetence	无能	anger	0.359
interrupting	中断	anger	0.358
fussy	挑剔	anger	0.357
wench	丫头	anger	0.353
misbehavior	不当行为	anger	0.351
gruff	粗暴	anger	0.351
remove	去掉	anger	0.351
brat	小子	anger	0.351
scarcity	缺乏	anger	0.350
losing	失去	anger	0.349
pest	虫害	anger	0.348
defect	缺陷	anger	0.348
hardened	硬化	anger	0.348
deserted	废弃的	anger	0.348
lie	谎言	anger	0.348
retract	撤回	anger	0.348
untrustworthy	靠不住	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	失望	anger	0.348
disagreement	异议	anger	0.348
stigma	柱头	anger	0.348
ulcer	溃疡	anger	0.348
bias	偏压	anger	0.345
negation	否定	anger	0.344
antisocial	反社会的	anger	0.344
evade	逃避	anger	0.344
shoddy	以次充好	anger	0.344
bothering	困扰	anger	0.344
impotence	性无能	anger	0.344
shaky	摇摇欲坠	anger	0.344
misleading	误导	anger	0.344
stripped	剥离	anger	0.344
disclaim	放弃	anger	0.344
unsettled	憧	anger	0.344
anxiety	焦虑	anger	0.344
stingy	小气	anger	0.344
deterioration	恶化	anger	0.344
pirate	海盗	anger	0.344
unreliable	靠不住	anger	0.344
interminable	没完没了	anger	0.343
disease	疾病	anger	0.341
meddle	插手	anger	0.341
warp	经	anger	0.340
averse	规避	anger	0.338
infamous	臭名昭著	anger	0.338
alcoholism	酗酒	anger	0.338
row	行	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	生病	anger	0.333
encumbrance	累赘	anger	0.333
scorpion	蝎	anger	0.333
illegitimate	非法的	anger	0.333
witchcraft	巫术	anger	0.333
interrupt	打断	anger	0.333
paralyzed	瘫	anger	0.333
sinner	罪人	anger	0.331
hulk	废船	anger	0.329
inconsiderate	轻率	anger	0.329
phony	假	anger	0.328
spammers	垃圾邮件发送者	anger	0.328
dashed	虚线	anger	0.328
disqualified	取消资格	anger	0.328
fib	FIB	anger	0.328
hiss	嘶	anger	0.328
brrr	BRRR	anger	0.328
resisting	抵制	anger	0.328
victim	受害者	anger	0.328
scapegoat	替罪羊	anger	0.328
tighten	紧缩	anger	0.328
opponent	对手	anger	0.328
crusade	运动	anger	0.328
dislocated	脱臼	anger	0.328
grumpy	性情乖戾的	anger	0.328
prohibited	被禁止	anger	0.328
inappropriate	不当	anger	0.324
haye	海牙	anger	0.324
loss	失利	anger	0.324
eschew	避	anger	0.324
trickery	诡计	anger	0.324
neglected	被忽视的	anger	0.324
canker	溃疡	anger	0.323
queues	队列	anger	0.318
muff	笨人	anger	0.318
crunch	紧缩	anger	0.318
duplicity	表里不一	anger	0.318
criticism	批评	anger	0.318
shriek	尖叫	anger	0.316
depreciate	贬值	anger	0.315
poverty	贫穷	anger	0.312
chaff	糠	anger	0.312
dupe	欺骗	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	解雇	anger	0.312
mortality	死亡	anger	0.312
deflate	放气	anger	0.312
carelessness	疏忽	anger	0.312
dumps	转储	anger	0.312
revving	上窜	anger	0.309
disallowed	不允许	anger	0.308
thoughtless	粗心	anger	0.307
boisterous	哄然	anger	0.307
burial	葬礼	anger	0.304
theocratic	政教合一	anger	0.303
wince	WINCE	anger	0.303
sullen	忧郁	anger	0.303
involution	乘方	anger	0.300
senseless	无意义	anger	0.297
stalemate	僵持	anger	0.297
depreciated	贬值	anger	0.297
wasteful	浪费	anger	0.297
hoax	恶作剧	anger	0.297
misuse	滥用	anger	0.297
getyourown	getyourown	anger	0.297
taxed	征税	anger	0.297
depressed	郁闷	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	麻痹	anger	0.295
displaced	流离失所	anger	0.294
limited	有限	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	兽人	anger	0.289
ridiculous	荒谬	anger	0.289
teasing	戏弄	anger	0.288
sharpen	削尖	anger	0.288
react	应对	anger	0.288
presumptuous	放肆	anger	0.288
spine	脊柱	anger	0.288
homeless	无家可归	anger	0.288
hoot	叱	anger	0.287
twitchy	颠簸	anger	0.287
barrier	屏障	anger	0.287
myopia	近视	anger	0.283
contraband	禁品	anger	0.281
disconnects	断开	anger	0.281
spam	垃圾邮件	anger	0.281
lagging	滞后	anger	0.281
shiver	发抖	anger	0.281
agh	AGH	anger	0.281
restitution	归还	anger	0.281
flexin	flexin	anger	0.281
incompatible	不相容	anger	0.281
delinquent	拖欠的	anger	0.281
noncompliance	违规	anger	0.279
troll	拖钓	anger	0.279
buffering	缓冲	anger	0.279
unfairness	不平	anger	0.279
foray	突袭	anger	0.279
nether	幽冥	anger	0.278
bugaboo	吓人的东西	anger	0.273
immaturity	未成年	anger	0.273
bogus	虚假	anger	0.273
uncaring	冷漠	anger	0.273
shock	休克	anger	0.269
feisty	易怒的	anger	0.269
defendant	被告	anger	0.266
latent	潜	anger	0.266
rapping	说唱	anger	0.266
pry	撬	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	熊	anger	0.266
nopoint	没有意义	anger	0.266
inoperative	不工作	anger	0.266
quandary	困惑	anger	0.266
inconvenient	不方便	anger	0.266
feminism	女权主义	anger	0.266
humbug	哄骗	anger	0.266
interrupts	中断	anger	0.265
fluctuation	波动	anger	0.265
exaggerate	夸大	anger	0.263
lose	失去	anger	0.261
patter	行话	anger	0.258
tease	逗	anger	0.258
furnace	炉	anger	0.258
stone	石	anger	0.258
shoplifting	行窃	anger	0.258
soldier	士兵	anger	0.258
incompetent	无能	anger	0.257
indoctrination	灌输	anger	0.255
skid	刹车	anger	0.250
notoriety	臭名	anger	0.250
falsehood	谬误	anger	0.250
untrue	不确实	anger	0.250
mastery	征服	anger	0.250
tripping	跳闸	anger	0.250
nonsense	废话	anger	0.250
unfollow	取消关注	anger	0.250
noisy	嘈杂	anger	0.250
pouting	撅嘴	anger	0.250
cane	甘蔗	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	火箭	anger	0.250
complicate	复杂	anger	0.250
socialist	社会主义的	anger	0.250
lawyer	律师	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	大写锁定	anger	0.242
fenced	围栏	anger	0.242
obstacle	障碍	anger	0.242
halter	羁	anger	0.242
witch	巫婆	anger	0.242
vampire	吸血鬼	anger	0.242
detract	减损	anger	0.242
ringer	铃声	anger	0.242
frowning	皱着眉头	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	饥饿	anger	0.235
recession	不景气	anger	0.234
lava	岩浆	anger	0.234
shell	贝壳	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	涉足	anger	0.234
tariff	关税	anger	0.234
failing	失败	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	坏蛋	anger	0.234
politics	政治	anger	0.234
undesirable	不可取	anger	0.231
darkness	黑暗	anger	0.227
versus	与	anger	0.227
resign	辞职	anger	0.227
copycat	山寨	anger	0.227
soaked	浸泡	anger	0.226
unfulfilled	未了	anger	0.225
abandoned	弃	anger	0.222
bankruptcy	破产	anger	0.221
owing	亏欠的	anger	0.221
unattainable	高不可攀	anger	0.221
unhelpful	无益	anger	0.219
twitching	抽搐	anger	0.219
confusion	混乱	anger	0.219
mosquito	蚊子	anger	0.219
warden	看守	anger	0.219
misconception	误解	anger	0.219
compress	压缩	anger	0.219
whiny	爱发牢骚	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	工具	anger	0.219
nosey	八卦	anger	0.213
overpriced	高估	anger	0.212
harry	掠夺	anger	0.212
shortage	短缺	anger	0.212
adder	加法器	anger	0.212
melodrama	情景剧	anger	0.212
overplayed	夸大	anger	0.206
possession	所有权	anger	0.206
desert	沙漠	anger	0.206
pout	噘	anger	0.203
uninvited	不速之	anger	0.203
arraignment	提审	anger	0.203
inefficient	低效	anger	0.203
rook	车	anger	0.203
unlucky	不幸的	anger	0.203
unpaid	未付	anger	0.203
backbone	骨干	anger	0.203
sentence	句子	anger	0.203
powerless	无力	anger	0.203
court	法庭	anger	0.199
endless	无穷	anger	0.198
adverts	广告	anger	0.197
delay	延迟	anger	0.197
misstatement	误报	anger	0.197
distracted	分心	anger	0.197
misunderstanding	误解	anger	0.195
excite	激发	anger	0.191
inadmissible	不予受理	anger	0.191
lightning	闪电	anger	0.189
incase	以防万一	anger	0.188
preclude	排除	anger	0.188
insecure	不安全	anger	0.188
mournful	悲哀	anger	0.188
rating	评分	anger	0.182
mistress	情妇	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	索赔	anger	0.182
insist	咬定	anger	0.182
distracting	分心	anger	0.182
opium	鸦片	anger	0.180
willful	恣意	anger	0.176
deserve	值得	anger	0.176
insists	坚持	anger	0.175
treat	对待	anger	0.175
misplace	错位	anger	0.172
indecisive	优柔寡断	anger	0.172
gibberish	胡言乱语	anger	0.172
fleece	羊毛	anger	0.172
fee	费用	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	解放	anger	0.172
excitation	励磁	anger	0.172
hormonal	激素	anger	0.172
mighty	威武	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	喊叫	anger	0.168
unequal	不等	anger	0.167
insufficiency	机能不全	anger	0.167
hamstring	腿筋	anger	0.167
bargaining	议价	anger	0.167
mule	马骡	anger	0.167
insignificant	微不足道	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	漠不关心	anger	0.156
rheumatism	风湿症	anger	0.156
coop	鸡舍	anger	0.156
forearm	前臂	anger	0.156
uncertain	不确定	anger	0.152
bee	蜜蜂	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	参与	anger	0.152
disinformation	造谣	anger	0.152
attorney	律师	anger	0.152
underpaid	少缴	anger	0.152
pretending	假装	anger	0.152
campaigning	竞选	anger	0.151
hopelessness	绝望	anger	0.149
feeling	感觉	anger	0.147
legalized	合法化	anger	0.145
caution	警告	anger	0.145
subsidy	补贴	anger	0.141
obliging	随和	anger	0.141
morals	德	anger	0.141
sterling	英镑	anger	0.141
wimpy	懦弱	anger	0.140
bummer	长号	anger	0.139
misspell	拼错	anger	0.136
saloon	轿车	anger	0.136
repay	偿还	anger	0.136
blemish	缺陷	anger	0.136
surcharge	附加费	anger	0.136
geez	吉兹	anger	0.136
birch	桦木	anger	0.135
noob	菜鸟	anger	0.133
honk	按喇叭	anger	0.133
orchestra	乐队	anger	0.132
competitive	竞争的	anger	0.125
wireless	无线	anger	0.125
standstill	停顿	anger	0.125
mosque	清真寺	anger	0.122
reversal	翻转	anger	0.121
inattention	注意力不集中	anger	0.121
lace	花边	anger	0.118
elbow	弯头	anger	0.117
instinctive	直觉的	anger	0.112
chant	呗	anger	0.111
lonely	孤独	anger	0.109
gnome	地精	anger	0.109
tolerate	容忍	anger	0.106
management	管理	anger	0.102
advocacy	拥护	anger	0.100
moral	道德	anger	0.094
roadworks	道路工程	anger	0.091
honest	诚实	anger	0.087
forgetful	健忘	anger	0.076
gent	绅士	anger	0.076
liquor	酒	anger	0.075
money	钱	anger	0.074
hood	引擎罩	anger	0.071
curriculum	课程	anger	0.063
words	话	anger	0.062
smell	闻	anger	0.061
elf	小精灵	anger	0.061
playful	调皮	anger	0.061
opera	歌剧	anger	0.061
nurture	培育	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	顾问	anger	0.059
trumpet	喇叭	anger	0.059
birthplace	出生地	anger	0.051
ribbon	色带	anger	0.047
youth	青年	anger	0.045
vote	投票	anger	0.045
cash	现金	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	贵妇人	anger	0.030
waffle	胡扯	anger	0.030
buffet	自助餐	anger	0.029
celebrity	名人	anger	0.026
autocorrect	自动更正	anger	0.015
sisterhood	姐妹	anger	0.015
musical	音乐	anger	0.011
tree	树	anger	0.000
anticipation	预期	anticipation	0.859
excited	兴奋	anticipation	0.859
anticipate	预料	anticipation	0.820
excitement	激动	anticipation	0.820
eagerness	热心	anticipation	0.812
exciting	扣人心弦	anticipation	0.797
expectant	期待	anticipation	0.789
thrilling	惊险	anticipation	0.781
hope	希望	anticipation	0.773
quest	寻求	anticipation	0.766
expectance	期待	anticipation	0.750
countdown	倒数	anticipation	0.750
start	开始	anticipation	0.750
anticipatory	预料的	anticipation	0.750
adventure	冒险	anticipation	0.750
eager	急于	anticipation	0.742
climax	高潮	anticipation	0.742
excite	激发	anticipation	0.742
prophecy	预言	anticipation	0.742
arouse	引起	anticipation	0.742
expect	期望	anticipation	0.742
birth	分娩	anticipation	0.734
ejaculation	射精	anticipation	0.734
announcement	公告	anticipation	0.734
liberation	解放	anticipation	0.727
urgent	紧急	anticipation	0.727
expecting	期待	anticipation	0.727
expectancy	期待	anticipation	0.727
imminent	即将来临	anticipation	0.727
aspire	立志	anticipation	0.719
prospect	展望	anticipation	0.719
trepidation	不安	anticipation	0.719
reunion	团圆	anticipation	0.719
prospection	勘探	anticipation	0.719
voyage	航程	anticipation	0.719
mystery	神秘	anticipation	0.711
journey	旅程	anticipation	0.711
kiss	吻	anticipation	0.711
enthusiasm	热情	anticipation	0.711
suspense	悬念	anticipation	0.711
ecstasy	狂喜	anticipation	0.711
rapture	欢天喜地	anticipation	0.711
yearning	怀念	anticipation	0.711
urgency	急	anticipation	0.703
destination	目的地	anticipation	0.703
frantic	疯狂的	anticipation	0.703
excitation	励磁	anticipation	0.703
thrill	颤抖	anticipation	0.703
prospective	预期	anticipation	0.703
hopeful	有希望	anticipation	0.703
lottery	抽奖	anticipation	0.703
progress	进展	anticipation	0.703
tantalizing	诱人	anticipation	0.703
advance	提前	anticipation	0.695
explore	探索	anticipation	0.695
liberate	解放	anticipation	0.695
readiness	准备就绪	anticipation	0.695
hurry	匆忙	anticipation	0.695
arrival	到达	anticipation	0.695
vacation	假期	anticipation	0.695
expectation	期望	anticipation	0.695
sex	性别	anticipation	0.695
achievement	成就	anticipation	0.695
prediction	预测	anticipation	0.695
allure	引诱	anticipation	0.688
ecstatic	欣喜若狂	anticipation	0.688
approaching	接近	anticipation	0.688
uprising	起义	anticipation	0.680
honeymoon	度蜜月	anticipation	0.680
