word	Shona-sn	emotion	emotion-intensity-score
injury	kuipa	anger	0.469
simmer	simmer	anger	0.469
distress	kutambudzika	anger	0.469
insanity	insanity	anger	0.469
selfish	kuzvikudza	anger	0.469
huff	huff	anger	0.469
selfishness	udyire	anger	0.469
backoff	backoff	anger	0.469
plunder	kupamba	anger	0.469
stifled	stifled	anger	0.469
subversive	kupandukira	anger	0.469
exile	kutapwa	anger	0.469
offense	offense	anger	0.469
objection	kukanganisa	anger	0.469
recidivism	recidivism	anger	0.469
smother	smother	anger	0.469
perpetrator	mutadzi	anger	0.469
dislike	havadi	anger	0.469
disruption	kuvhiringidzika	anger	0.469
intolerance	kusawirirana	anger	0.469
opposition	kushorwa	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	kurwadziwa	anger	0.465
arrogant	vanozvikudza	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	vent	anger	0.456
elimination	kubviswa	anger	0.456
picketing	picketing	anger	0.456
haughty	hauzvikudza	anger	0.456
troublesome	zvinotambudza	anger	0.455
clamor	kupopota	anger	0.455
busted	busted	anger	0.455
constraint	chisungo	anger	0.455
crabby	crabby	anger	0.455
veto	veto	anger	0.455
stubbed	rakabatwa	anger	0.455
mislead	kutsausa	anger	0.455
illicit	hazvibvumirwi	anger	0.455
dying	kufa	anger	0.455
grated	grated	anger	0.455
idiocy	idiocy	anger	0.455
illegality	kusateerera mutemo	anger	0.455
flagrant	zvakajeka	anger	0.455
impermeable	kusakanganisika	anger	0.455
bad	zvakaipa	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	godless	anger	0.453
disagreeing	vasingabvumirani	anger	0.453
intense	zvakanyanya	anger	0.453
struggle	kurwisana	anger	0.453
suppress	kudzivisa	anger	0.453
disapproving	vasingabvumi	anger	0.453
desist	kurega	anger	0.453
bayonet	bayonet	anger	0.453
displeased	hazvifadzi	anger	0.453
hysterical	hysterical	anger	0.453
unlawful	zvisiri pamutemo	anger	0.451
wrongly	zvisina kururama	anger	0.448
repellent	vanonyangadza	anger	0.442
wasted	rakaparadzwa	anger	0.441
foe	muvengi	anger	0.441
dishonor	kunyadziswa	anger	0.441
wrongful	zvakaipa	anger	0.441
psychosis	psychosis	anger	0.441
aversion	aversion	anger	0.440
punitive	punitive	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	kutsamwa	anger	0.439
worthless	zvisina maturo	anger	0.438
deny	ramba	anger	0.438
ransom	rudzikinuro	anger	0.438
fugitive	mupoteri	anger	0.438
deleterious	deleterious	anger	0.438
stupidity	upenzi	anger	0.438
abandonment	kusiya	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	kutsamwa	anger	0.438
oblivion	kusaziva	anger	0.437
segregate	segregate	anger	0.437
payback	payback	anger	0.436
incongruous	incongruous	anger	0.435
eviction	kubviswa	anger	0.435
collusion	collusion	anger	0.432
rob	rob	anger	0.431
infidelity	kusatenda	anger	0.429
ravenous	ravenous	anger	0.429
overrun	overrun	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	martial	anger	0.426
painful	zvinorwadza	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incredulous	anger	0.426
rejection	kuramba	anger	0.426
defense	kudzivirira	anger	0.425
powerful	vane simba	anger	0.424
censor	censor	anger	0.424
indecency	indecency	anger	0.424
fraudulent	unyengeri	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	zvisina kunaka	anger	0.424
concealment	kuvanza	anger	0.424
greed	makaro	anger	0.424
disobedience	kusateerera	anger	0.424
fuss	kukakavara	anger	0.424
enforce	kutevedzera	anger	0.424
banger	banger	anger	0.424
commotion	mheremhere	anger	0.424
defraud	kunyengera	anger	0.424
discontent	kusagutsikana	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	kutsamwa	anger	0.424
barb	barb	anger	0.422
banishment	kushandiswa	anger	0.422
sedition	kupandukira	anger	0.422
misrepresented	kunyengera	anger	0.422
snubbed	snubbed	anger	0.422
penetration	kupinda mukati	anger	0.422
cracked	kuputsika	anger	0.422
annoyance	kushungurudzika	anger	0.422
duel	duel	anger	0.422
penitentiary	penitentiary	anger	0.422
sarcasm	kunyomba	anger	0.422
deportation	kudzingwa	anger	0.422
nettle	nettle	anger	0.422
scar	chikafu	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	zvakashata	anger	0.420
force	simba	anger	0.418
perverse	kupotsa	anger	0.415
wring	wring	anger	0.415
bastion	bastion	anger	0.413
grim	zvinotyisa	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	hunting	anger	0.411
indenture	indenture	anger	0.410
sham	sham	anger	0.409
squelch	squelch	anger	0.409
awful	zvakaipa	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	zvinokosha	anger	0.409
contradict	zvinopesana	anger	0.409
supremacy	ukuru	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	kuzvidzwa	anger	0.409
compulsion	kumanikidzirwa	anger	0.409
inept	inept	anger	0.409
blockade	blockade	anger	0.409
detainee	detainee	anger	0.409
forfeit	vanorasikirwa	anger	0.409
disappoint	kuora mwoyo	anger	0.409
lying	kureva nhema	anger	0.408
epidemic	denda	anger	0.406
tremor	tremble	anger	0.406
rail	railway	anger	0.406
onerous	onerous	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	zvisingafungi	anger	0.406
forsaken	asiyiwa	anger	0.406
delusion	kunyengera	anger	0.406
wrongdoing	zvakaipa	anger	0.406
badger	badger	anger	0.406
antipathy	kupesana	anger	0.406
inequality	kusaenzana	anger	0.406
nuisance	njodzi	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	nharo	anger	0.404
affront	affront	anger	0.403
traumatic	kunetsa	anger	0.402
libel	chirevo	anger	0.400
sodding	sodding	anger	0.400
annoys	zvinotsamwisa	anger	0.400
watchout	chenjerera	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenetic	anger	0.397
remiss	remiss	anger	0.397
barge	barge	anger	0.396
howl	chemai	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boxing	anger	0.394
untoward	untoward	anger	0.394
extinguish	kudzima	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	kusaremekedza	anger	0.394
illegal	zvisiri pamutemo	anger	0.394
rabble	rabble	anger	0.394
actionable	canable	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	unyengeri	anger	0.394
sue	sue	anger	0.394
unfriendly	kushamwaridzana	anger	0.394
confiscate	kutora	anger	0.394
brimstone	sarufa	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	kusava nehanya	anger	0.391
earthquake	kudengenyeka kwenyika	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	dissolution	anger	0.391
rigged	rigged	anger	0.391
disagree	hazvibvumirani	anger	0.389
lawsuit	mhosva	anger	0.386
disused	kushandiswa	anger	0.382
immorality	unzenza	anger	0.382
despair	kuora mwoyo	anger	0.382
difficulty	kuoma	anger	0.379
incurable	asingagoni kurapwa	anger	0.379
touchy	touchy	anger	0.379
coerce	vamanikidza	anger	0.379
sizzle	sizzle	anger	0.379
rifle	mfuti	anger	0.379
falsification	kukanganisa	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	sore	anger	0.379
picket	picket	anger	0.378
concussion	kugadzirisa	anger	0.377
pessimism	pessimism	anger	0.375
pitfall	pitfall	anger	0.375
infantile	infantile	anger	0.375
disillusionment	kuora mwoyo	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	militia	anger	0.375
remand	remand	anger	0.375
faulty	chakaipa	anger	0.375
cannon	cannon	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	kushushikana	anger	0.371
inhibit	inhibit	anger	0.371
vindicate	vindicate	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	zvinonyadzisa	anger	0.368
forbidding	kudzivisa	anger	0.368
conquest	kukunda	anger	0.367
bark	hukura	anger	0.365
leukemia	leukemia	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	dambudziko	anger	0.364
disapprove	zvinopesana	anger	0.364
unhappy	kusuwa	anger	0.364
retarded	rakarasika	anger	0.364
warrior	warrior	anger	0.364
belt	bhandi	anger	0.364
controversial	kukakavara	anger	0.359
opinionated	maonero	anger	0.359
paucity	paupity	anger	0.359
broken	broken	anger	0.359
litigate	litigate	anger	0.359
polemic	chirevo	anger	0.359
aftermath	pashure	anger	0.359
disliked	asingadi	anger	0.359
loudness	kudanidzira	anger	0.359
restriction	kudziviswa	anger	0.359
cad	cad	anger	0.359
sectarian	sectarian	anger	0.359
incompetence	kusakwanisa	anger	0.359
interrupting	kupopotedzana	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	kusazvibata	anger	0.351
gruff	gruff	anger	0.351
remove	Bvisa	anger	0.351
brat	brat	anger	0.351
scarcity	kushayikwa	anger	0.350
losing	kurasikirwa	anger	0.349
pest	pest	anger	0.348
defect	chirema	anger	0.348
hardened	akaoma	anger	0.348
deserted	vakasiya	anger	0.348
lie	kureva nhema	anger	0.348
retract	dzokai	anger	0.348
untrustworthy	asina kuvimbika	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	kuora mwoyo	anger	0.348
disagreement	kusabvumirana	anger	0.348
stigma	kunyadzisa	anger	0.348
ulcer	ulcer	anger	0.348
bias	kusarura	anger	0.345
negation	kupesana	anger	0.344
antisocial	kushamwaridzana	anger	0.344
evade	evade	anger	0.344
shoddy	shoddy	anger	0.344
bothering	kunetsa	anger	0.344
impotence	kusava nesimba	anger	0.344
shaky	shaky	anger	0.344
misleading	kutsausa	anger	0.344
stripped	yakabviswa	anger	0.344
disclaim	hazvizivikanwi	anger	0.344
unsettled	kusagadzikana	anger	0.344
anxiety	kuzvidya mwoyo	anger	0.344
stingy	stingy	anger	0.344
deterioration	kuora mwoyo	anger	0.344
pirate	pirate	anger	0.344
unreliable	kusavimbika	anger	0.344
interminable	zvisingagoneki	anger	0.343
disease	chirwere	anger	0.341
meddle	meddle	anger	0.341
warp	warp	anger	0.340
averse	reverse	anger	0.338
infamous	chinopesana	anger	0.338
alcoholism	kudhakwa	anger	0.338
row	mutsara	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	zvakaipa	anger	0.333
encumbrance	encumbrance	anger	0.333
scorpion	scorpion	anger	0.333
illegitimate	zvisiri pamutemo	anger	0.333
witchcraft	uroyi	anger	0.333
interrupt	kupopotedzana	anger	0.333
paralyzed	akaoma mitezo	anger	0.333
sinner	mutadzi	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	kusafungisisa	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	dashed	anger	0.328
disqualified	kukanganiswa	anger	0.328
fib	fiber	anger	0.328
hiss	hiss	anger	0.328
brrr	brrr	anger	0.328
resisting	kurwisa	anger	0.328
victim	chiremera	anger	0.328
scapegoat	scapegoat	anger	0.328
tighten	simbisa	anger	0.328
opponent	muvengi	anger	0.328
crusade	crusade	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	inorambidzwa	anger	0.328
inappropriate	zvisina kukodzera	anger	0.324
haye	haye	anger	0.324
loss	kurasikirwa	anger	0.324
eschew	eschew	anger	0.324
trickery	kunyengera	anger	0.324
neglected	kukanganwa	anger	0.324
canker	canker	anger	0.323
queues	misoro	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	duplicity	anger	0.318
criticism	kutsoropodza	anger	0.318
shriek	shriek	anger	0.316
depreciate	depreciate	anger	0.315
poverty	urombo	anger	0.312
chaff	makungu	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	kubvisa	anger	0.312
mortality	kufa	anger	0.312
deflate	deflate	anger	0.312
carelessness	kusava nehanya	anger	0.312
dumps	dumps	anger	0.312
revving	revving	anger	0.309
disallowed	hazvirambidzwi	anger	0.308
thoughtless	kufunga	anger	0.307
boisterous	kukakavara	anger	0.307
burial	kuvigwa	anger	0.304
theocratic	zvematongerwo enyika	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	kuchinja	anger	0.300
senseless	benzi	anger	0.297
stalemate	stalemate	anger	0.297
depreciated	rakaderera	anger	0.297
wasteful	kuparadza	anger	0.297
hoax	hoax	anger	0.297
misuse	kushandisa zvisina kunaka	anger	0.297
getyourown	kutorwa	anger	0.297
taxed	taxed	anger	0.297
depressed	kuora mwoyo	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	kuora mitezo	anger	0.295
displaced	vakasununguka	anger	0.294
limited	limited	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ridiculous	anger	0.289
teasing	kuseka	anger	0.288
sharpen	sharpen	anger	0.288
react	react	anger	0.288
presumptuous	kuzvikudza	anger	0.288
spine	spine	anger	0.288
homeless	vasina pokugara	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	chipingamupinyi	anger	0.287
myopia	myopia	anger	0.283
contraband	contraband	anger	0.281
disconnects	disconnects	anger	0.281
spam	spam	anger	0.281
lagging	kumira	anger	0.281
shiver	shiver	anger	0.281
agh	agh	anger	0.281
restitution	kudzorera	anger	0.281
flexin	flexin	anger	0.281
incompatible	kusawirirana	anger	0.281
delinquent	kudarika	anger	0.281
noncompliance	kusateerera	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	kusaruramisira	anger	0.279
foray	foray	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	kusachena	anger	0.273
bogus	rumbidzo	anger	0.273
uncaring	asingatarisiri	anger	0.273
shock	shock	anger	0.269
feisty	feisty	anger	0.269
defendant	mumiririri	anger	0.266
latent	latent	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	bere	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	inoperative	anger	0.266
quandary	quandary	anger	0.266
inconvenient	kusagadzikana	anger	0.266
feminism	feminism	anger	0.266
humbug	humbug	anger	0.266
interrupts	zvinokanganisa	anger	0.265
fluctuation	kuchinja	anger	0.265
exaggerate	kunyanyisa	anger	0.263
lose	kurasikirwa	anger	0.261
patter	patter	anger	0.258
tease	tease	anger	0.258
furnace	furnace	anger	0.258
stone	dombo	anger	0.258
shoplifting	kushambadzira	anger	0.258
soldier	musoja	anger	0.258
incompetent	vasina kukwana	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	skid	anger	0.250
notoriety	notoriety	anger	0.250
falsehood	nhema	anger	0.250
untrue	zvisiri zvechokwadi	anger	0.250
mastery	masters	anger	0.250
tripping	tripping	anger	0.250
nonsense	nonsense	anger	0.250
unfollow	unfollow	anger	0.250
noisy	mheremhere	anger	0.250
pouting	pouting	anger	0.250
cane	tsanga	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	rocket	anger	0.250
complicate	complicate	anger	0.250
socialist	socialist	anger	0.250
lawyer	gweta	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	akavakirirwa	anger	0.242
obstacle	chipingamupinyi	anger	0.242
halter	halter	anger	0.242
witch	muroyi	anger	0.242
vampire	vampire	anger	0.242
detract	zvinogumbura	anger	0.242
ringer	ringer	anger	0.242
frowning	kushungurudza	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	nzara	anger	0.235
recession	mutsauko	anger	0.234
lava	lava	anger	0.234
shell	shell	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tariff	anger	0.234
failing	kukundikana	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	zvematongerwo enyika	anger	0.234
undesirable	asingadi	anger	0.231
darkness	rima	anger	0.227
versus	versus	anger	0.227
resign	siya	anger	0.227
copycat	copycat	anger	0.227
soaked	zvakanyorova	anger	0.226
unfulfilled	kusina kuzadzika	anger	0.225
abandoned	asiyiwa	anger	0.222
bankruptcy	bankruptcy	anger	0.221
owing	chikwereti	anger	0.221
unattainable	hazvigoneki	anger	0.221
unhelpful	unofpful	anger	0.219
twitching	twitching	anger	0.219
confusion	kuvhiringidzika	anger	0.219
mosquito	utsi	anger	0.219
warden	warden	anger	0.219
misconception	misconception	anger	0.219
compress	compress	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	tool	anger	0.219
nosey	nosy	anger	0.213
overpriced	overpriced	anger	0.212
harry	harry	anger	0.212
shortage	kuperewera	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	possession	anger	0.206
desert	desert	anger	0.206
pout	pout	anger	0.203
uninvited	asina kubvumidzwa	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	inefficient	anger	0.203
rook	rook	anger	0.203
unlucky	unlucky	anger	0.203
unpaid	zvisina kubhadharwa	anger	0.203
backbone	backbone	anger	0.203
sentence	mutongo	anger	0.203
powerless	simba	anger	0.203
court	dare	anger	0.199
endless	kusingaperi	anger	0.198
adverts	adverts	anger	0.197
delay	kunonoka	anger	0.197
misstatement	kunyengera	anger	0.197
distracted	akavhiringidzika	anger	0.197
misunderstanding	kusanzwisisa	anger	0.195
excite	mufaro	anger	0.191
inadmissible	inadmissible	anger	0.191
lightning	mheni	anger	0.189
incase	zvikazo	anger	0.188
preclude	kudzivisa	anger	0.188
insecure	kusachengeteka	anger	0.188
mournful	kuchema	anger	0.188
rating	rating	anger	0.182
mistress	madzimadzi	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	mutauriri	anger	0.182
insist	kusimbisa	anger	0.182
distracting	zvinokanganisa	anger	0.182
opium	opium	anger	0.180
willful	kuda	anger	0.176
deserve	akakodzera	anger	0.176
insists	anoramba	anger	0.175
treat	kubata	anger	0.175
misplace	misplace	anger	0.172
indecisive	indecisive	anger	0.172
gibberish	gibberish	anger	0.172
fleece	bvudzi	anger	0.172
fee	mari	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	vakasununguka	anger	0.172
excitation	kunakidzwa	anger	0.172
hormonal	hormonal	anger	0.172
mighty	vane simba	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	kusaenzana	anger	0.167
insufficiency	kutadza	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	bargaining	anger	0.167
mule	mule	anger	0.167
insignificant	zvisina basa	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	kusafarira	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	coop	anger	0.156
forearm	forearm	anger	0.156
uncertain	asina chokwadi	anger	0.152
bee	nyuchi	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	kubatanidzwa	anger	0.152
disinformation	disinformation	anger	0.152
attorney	gweta	anger	0.152
underpaid	pasipaidhi	anger	0.152
pretending	vachizviti	anger	0.152
campaigning	kuparidzira	anger	0.151
hopelessness	hope	anger	0.149
feeling	kunzwa	anger	0.147
legalized	zvakanyorwa	anger	0.145
caution	chenjedzo	anger	0.145
subsidy	rubatsiro	anger	0.141
obliging	kusunga	anger	0.141
morals	tsika	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	dzoserera	anger	0.136
blemish	chirema	anger	0.136
surcharge	overload	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	orchestra	anger	0.132
competitive	kukwikwidzana	anger	0.125
wireless	wireless	anger	0.125
standstill	simira	anger	0.125
mosque	musikiti	anger	0.122
reversal	kuchinja	anger	0.121
inattention	kutarisira	anger	0.121
lace	lace	anger	0.118
elbow	gokora	anger	0.117
instinctive	chimiro	anger	0.112
chant	chant	anger	0.111
lonely	kusurukirwa	anger	0.109
gnome	gnome	anger	0.109
tolerate	kutsungirira	anger	0.106
management	vatungamiri	anger	0.102
advocacy	kukurudzira	anger	0.100
moral	tsika	anger	0.094
roadworks	roadworks	anger	0.091
honest	vakatendeseka	anger	0.087
forgetful	kukanganwa	anger	0.076
gent	gent	anger	0.076
liquor	doro	anger	0.075
money	mari	anger	0.074
hood	hood	anger	0.071
curriculum	curriculum	anger	0.063
words	mashoko	anger	0.062
smell	kunhuwa	anger	0.061
elf	elf	anger	0.061
playful	playful	anger	0.061
opera	opera	anger	0.061
nurture	kurera	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	mupi wezano	anger	0.059
trumpet	hwamanda	anger	0.059
birthplace	nzvimbo yokuberekwa	anger	0.051
ribbon	ribhoni	anger	0.047
youth	udiki	anger	0.045
vote	vhoti	anger	0.045
cash	mari	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	Waffle	anger	0.030
buffet	buffet	anger	0.029
celebrity	celebrity	anger	0.026
autocorrect	selfocorrect	anger	0.015
sisterhood	sisterhood	anger	0.015
musical	mimhanzi	anger	0.011
tree	muti	anger	0.000
anticipation	kutarisira	anticipation	0.859
excited	kufara	anticipation	0.859
anticipate	tarisira	anticipation	0.820
excitement	mufaro	anticipation	0.820
