word	Bulgarian-bg	emotion	emotion-intensity-score
picketing	протести	anger	0.456
haughty	надменен	anger	0.456
troublesome	неприятен	anger	0.455
clamor	врява	anger	0.455
busted	отпадна	anger	0.455
constraint	ограничение	anger	0.455
crabby	опак	anger	0.455
veto	вето	anger	0.455
stubbed	притъпен	anger	0.455
mislead	подвежда	anger	0.455
illicit	незаконен	anger	0.455
dying	умиращ	anger	0.455
grated	с решетка	anger	0.455
idiocy	идиотия	anger	0.455
illegality	незаконност	anger	0.455
flagrant	скандален	anger	0.455
impermeable	непромокаем	anger	0.455
bad	лошо	anger	0.453
despotism	деспотство	anger	0.453
usurped	узурпирал	anger	0.453
godless	безбожен	anger	0.453
disagreeing	несъгласен	anger	0.453
intense	интензивен	anger	0.453
struggle	борба	anger	0.453
suppress	потискат	anger	0.453
disapproving	неодобрителен	anger	0.453
desist	преставам	anger	0.453
bayonet	щик	anger	0.453
displeased	огорчен	anger	0.453
hysterical	истеричен	anger	0.453
unlawful	незаконен	anger	0.451
wrongly	погрешно	anger	0.448
repellent	отблъскващ	anger	0.442
wasted	пропилян	anger	0.441
foe	враг	anger	0.441
dishonor	безчестие	anger	0.441
wrongful	неправилен	anger	0.441
psychosis	психоза	anger	0.441
aversion	антипатия	anger	0.440
punitive	наказателни	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	стави на пръстите	anger	0.439
effigy	изображение	anger	0.439
schism	разкол	anger	0.439
ultimatum	ултиматум	anger	0.439
upset	разстроен	anger	0.439
worthless	безполезен	anger	0.438
deny	отричам	anger	0.438
ransom	откуп	anger	0.438
fugitive	беглец	anger	0.438
deleterious	вреден	anger	0.438
stupidity	глупост	anger	0.438
abandonment	изоставяне	anger	0.438
mucked	скри	anger	0.438
separatist	сепаратист	anger	0.438
irritation	раздразнение	anger	0.438
oblivion	забвение	anger	0.437
segregate	изолирам	anger	0.437
payback	откупуване	anger	0.436
incongruous	нелеп	anger	0.435
eviction	изгонване	anger	0.435
collusion	съглашателство	anger	0.432
rob	грабя	anger	0.431
infidelity	изневяра	anger	0.429
ravenous	гладен	anger	0.429
overrun	опустошавам	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	предвестник	anger	0.426
martial	военен	anger	0.426
painful	болезнен	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	недоверчив	anger	0.426
rejection	отхвърляне	anger	0.426
defense	отбрана	anger	0.425
powerful	мощен	anger	0.424
censor	цензура	anger	0.424
indecency	неприличие	anger	0.424
fraudulent	измамлив	anger	0.424
gonorrhea	гонорея	anger	0.424
fallacious	измамен	anger	0.424
concealment	укриване	anger	0.424
greed	лакомия	anger	0.424
disobedience	непокорство	anger	0.424
fuss	врява	anger	0.424
enforce	наложат	anger	0.424
banger	пушка	anger	0.424
commotion	вълнение	anger	0.424
defraud	измамвам	anger	0.424
discontent	недоволство	anger	0.424
unsympathetic	несимпатичен	anger	0.424
exasperation	раздразнение	anger	0.424
barb	шип	anger	0.422
banishment	изгнание	anger	0.422
sedition	размирици	anger	0.422
misrepresented	изопачила	anger	0.422
snubbed	пренебрегнат	anger	0.422
penetration	проникване	anger	0.422
cracked	напукан	anger	0.422
annoyance	раздразнение	anger	0.422
duel	дуел	anger	0.422
penitentiary	затвор	anger	0.422
sarcasm	сарказъм	anger	0.422
deportation	депортиране	anger	0.422
nettle	коприва	anger	0.422
scar	белег	anger	0.422
bang	трясък	anger	0.422
cur	пес	anger	0.422
blatant	просташки	anger	0.420
force	сила	anger	0.418
perverse	извратен	anger	0.415
wring	изцеждам	anger	0.415
bastion	бастион	anger	0.413
grim	мрачен	anger	0.413
sordid	мръсен	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	невъзпитан	anger	0.412
tiff	скарване	anger	0.412
moody	в лошо настроение	anger	0.412
hunting	на лов	anger	0.411
indenture	договор в два екземпляра	anger	0.410
sham	измама	anger	0.409
squelch	смазване	anger	0.409
awful	ужасен	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	замесвам	anger	0.409
contradict	противоречат	anger	0.409
supremacy	надмощие	anger	0.409
sneak	дебна	anger	0.409
cantwin	cantwin	anger	0.409
reproach	укор	anger	0.409
compulsion	принуждение	anger	0.409
inept	нелеп	anger	0.409
blockade	блокада	anger	0.409
detainee	задържания	anger	0.409
forfeit	неустойка	anger	0.409
disappoint	разочаровам	anger	0.409
lying	лежащ	anger	0.408
epidemic	епидемия	anger	0.406
tremor	треперене	anger	0.406
rail	релса	anger	0.406
onerous	тежък	anger	0.406
cacophony	неблагозвучност	anger	0.406
unthinkable	немислим	anger	0.406
forsaken	изоставен	anger	0.406
delusion	илюзия	anger	0.406
wrongdoing	закононарушение	anger	0.406
badger	тормозя	anger	0.406
antipathy	антипатия	anger	0.406
inequality	неравенство	anger	0.406
nuisance	неудобство	anger	0.406
scrapie	скрейпи	anger	0.406
wop	италианец	anger	0.406
arguments	аргументи	anger	0.404
affront	оскърбление	anger	0.403
traumatic	травматичен	anger	0.402
libel	клевета	anger	0.400
sodding	sodding	anger	0.400
annoys	като безпокои	anger	0.400
watchout	внимавай	anger	0.398
soslow	толкова бавно	anger	0.398
frenetic	френетичен	anger	0.397
remiss	вял	anger	0.397
barge	баржа	anger	0.396
howl	вой	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	бокс	anger	0.394
untoward	неблагоприятен	anger	0.394
extinguish	гасят	anger	0.394
keyed	изнервящ	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	неуважение	anger	0.394
illegal	незаконен	anger	0.394
rabble	паплач	anger	0.394
actionable	действена	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	измама	anger	0.394
sue	съдя	anger	0.394
unfriendly	недружелюбен	anger	0.394
confiscate	конфискувам	anger	0.394
brimstone	сяра	anger	0.392
argh	Ех	anger	0.391
pique	пике	anger	0.391
recklessness	безразсъдство	anger	0.391
earthquake	земетресение	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	разтваряне	anger	0.391
rigged	такелаж	anger	0.391
disagree	не съм съгласен	anger	0.389
lawsuit	съдебен процес	anger	0.386
disused	изведен от употреба	anger	0.382
immorality	неморалност	anger	0.382
despair	отчаяние	anger	0.382
difficulty	затруднение	anger	0.379
incurable	неизлечим	anger	0.379
touchy	докачлив	anger	0.379
coerce	заставям	anger	0.379
sizzle	пръщя	anger	0.379
rifle	пушка	anger	0.379
falsification	фалшификация	anger	0.379
pokes	сръчква	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	язва	anger	0.379
picket	стачен пост	anger	0.378
concussion	сътресение	anger	0.377
pessimism	песимизъм	anger	0.375
pitfall	капан	anger	0.375
infantile	инфантилен	anger	0.375
disillusionment	разочарование	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	милиция	anger	0.375
remand	неотклонение	anger	0.375
faulty	повреден	anger	0.375
cannon	оръдие	anger	0.375
rawr	rawr	anger	0.375
sly	лукав	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	непотизъм	anger	0.371
distressing	печален	anger	0.371
inhibit	инхибира	anger	0.371
vindicate	потвърждавам	anger	0.371
schizophrenia	шизофрения	anger	0.369
skewed	изкривена	anger	0.368
disreputable	непочтен	anger	0.368
forbidding	заплашителен	anger	0.368
conquest	завоевание	anger	0.367
bark	кора	anger	0.365
leukemia	левкемия	anger	0.365
barks	лай	anger	0.364
burke	отминавам	anger	0.364
challenge	предизвикателство	anger	0.364
disapprove	не одобрявам	anger	0.364
unhappy	нещастен	anger	0.364
retarded	бавноразвиващ се	anger	0.364
warrior	войн	anger	0.364
belt	колан	anger	0.364
controversial	спорен	anger	0.359
opinionated	упорит	anger	0.359
paucity	малочисленост	anger	0.359
broken	счупено	anger	0.359
litigate	оспорвам	anger	0.359
polemic	полемика	anger	0.359
aftermath	отава	anger	0.359
disliked	Не ми хареса	anger	0.359
loudness	гръмкостта	anger	0.359
restriction	ограничение	anger	0.359
cad	мръсник	anger	0.359
sectarian	сектантски	anger	0.359
incompetence	некомпетентност	anger	0.359
interrupting	прекъсване	anger	0.358
fussy	дребнав	anger	0.357
wench	момиче	anger	0.353
misbehavior	неморално поведение	anger	0.351
gruff	сърдит	anger	0.351
remove	Премахване	anger	0.351
brat	пикльо	anger	0.351
scarcity	недостиг	anger	0.350
losing	загуба	anger	0.349
pest	вредител	anger	0.348
defect	дефект	anger	0.348
hardened	закален	anger	0.348
deserted	безлюден	anger	0.348
lie	лъжа	anger	0.348
retract	оттеглям	anger	0.348
untrustworthy	недостоверен	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	разочарован	anger	0.348
disagreement	несъгласие	anger	0.348
stigma	клеймо	anger	0.348
ulcer	язва	anger	0.348
bias	отклонение	anger	0.345
negation	отрицание	anger	0.344
antisocial	антисоциален	anger	0.344
evade	избегне	anger	0.344
shoddy	калпав	anger	0.344
bothering	притеснява	anger	0.344
impotence	импотентност	anger	0.344
shaky	съмнителен	anger	0.344
misleading	подвеждащ	anger	0.344
stripped	лишен	anger	0.344
disclaim	отказвам се от	anger	0.344
unsettled	нерешен	anger	0.344
anxiety	безпокойство	anger	0.344
stingy	оскъден	anger	0.344
deterioration	влошаване	anger	0.344
pirate	пират	anger	0.344
unreliable	ненадежден	anger	0.344
interminable	безконечен	anger	0.343
disease	болест	anger	0.341
meddle	бърникам	anger	0.341
warp	основа	anger	0.340
averse	неохотен	anger	0.338
infamous	скандален	anger	0.338
alcoholism	алкохолизъм	anger	0.338
row	ред	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	аз ще	anger	0.333
encumbrance	бреме	anger	0.333
scorpion	скорпион	anger	0.333
illegitimate	незаконен	anger	0.333
witchcraft	магьосничество	anger	0.333
interrupt	прекъсвам	anger	0.333
paralyzed	парализиран	anger	0.333
sinner	грешник	anger	0.331
hulk	мечка	anger	0.329
inconsiderate	необмислен	anger	0.329
phony	фалшив	anger	0.328
spammers	спамърите	anger	0.328
dashed	пунктирана	anger	0.328
disqualified	дисквалифициран	anger	0.328
fib	измислица	anger	0.328
hiss	съскане	anger	0.328
brrr	Brrr	anger	0.328
resisting	съпротива	anger	0.328
victim	жертва	anger	0.328
scapegoat	изкупителна жертва	anger	0.328
tighten	затегне	anger	0.328
opponent	опонент	anger	0.328
crusade	кръстоносен поход	anger	0.328
dislocated	изкълчени	anger	0.328
grumpy	ядосан	anger	0.328
prohibited	забранява	anger	0.328
inappropriate	неподходящ	anger	0.324
haye	Haye	anger	0.324
loss	загуба	anger	0.324
eschew	отбягвам	anger	0.324
trickery	мошеничество	anger	0.324
neglected	пренебрегнат	anger	0.324
