word	Yiddish-yi	emotion	emotion-intensity-score
possessed	possessed	anger	0.500
defy	אַנטקעגנשטעלנ זיך	anger	0.500
scoff	scoff	anger	0.500
patronising	פּראַטראַנייזינג	anger	0.500
delusional	דילוזשאַנאַל	anger	0.500
malpractice	malpractice	anger	0.500
reject	אָפּוואַרפן	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	טאַפנאַס	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	מעשוגאַס	anger	0.491
sinful	זינדיק	anger	0.491
avarice	avarice	anger	0.490
oppress	דריקן	anger	0.490
disapproved	דיסאַפּרוווד	anger	0.485
inhuman	אוממענטשלעך	anger	0.485
demand	פאָדערונג	anger	0.485
abolish	אָפּשאַפן	anger	0.485
anathema	anathema	anger	0.485
fricking	fricking	anger	0.485
complaint	קלאָג	anger	0.485
disservice	disservice	anger	0.485
smuggler	שמוגלער	anger	0.485
revoke	אָפּרוף	anger	0.485
infraction	infraction	anger	0.485
claw	קראָל	anger	0.485
dissident	דיססידענט	anger	0.485
pervert	פּערווערט	anger	0.485
incest	incest	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	ומגליק	anger	0.485
usurp	usurp	anger	0.485
alienate	alienate	anger	0.485
avenger	אַווענגער	anger	0.485
annoyed	אַנויד	anger	0.485
cutting	קאַטינג	anger	0.485
disgrace	שאָדן	anger	0.484
deceit	אָפּנאַר	anger	0.484
suspicious	סאַספּישאַס	anger	0.484
thresh	טהרעעס	anger	0.484
sucker	סאַקער	anger	0.484
strained	סטריינד	anger	0.484
blame	באַשולדיקן	anger	0.484
upheaval	upheaval	anger	0.484
renounce	אָפּזאָגן	anger	0.484
obnoxious	אָבנאָקסיאָוס	anger	0.484
restrain	האַלטן	anger	0.484
oust	oust	anger	0.484
litigious	ליטיגיאָוס	anger	0.484
rivalry	רייוואַלרי	anger	0.484
penalty	שטראָף	anger	0.484
imprisoned	ימפּריזאַנד	anger	0.484
mocking	מאָקינג	anger	0.484
opposed	קעגן	anger	0.484
turbulence	טורבולאַנס	anger	0.483
pound	פונט	anger	0.481
coldness	קאַלטקייט	anger	0.477
ungrateful	אַנגרייטיד	anger	0.472
battalion	באַטאַליאַן	anger	0.471
stoopid	סטאָפּ	anger	0.471
hostage	האָסטאַגע	anger	0.470
infidel	ומלעגאַל	anger	0.470
ram	ראַם	anger	0.470
accuser	אַקיוזער	anger	0.470
gall	גאַל	anger	0.470
subversion	סובווערסיאָן	anger	0.470
annoying	אַנויינג	anger	0.470
adversity	ומגליק	anger	0.470
dispossessed	דיספּאָסעסט	anger	0.470
friction	רייַבונג	anger	0.470
jealous	מקנא	anger	0.470
feudalism	פיודאַליזאַם	anger	0.470
armament	armament	anger	0.470
thump	thump	anger	0.469
complain	באַקלאָגנ זיך	anger	0.469
incite	incite	anger	0.469
steal	גנבענען	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	ונטערוועש	anger	0.469
injury	שאָדן	anger	0.469
simmer	מליען	anger	0.469
distress	נויט	anger	0.469
insanity	מעשוגאַס	anger	0.469
selfish	selfish	anger	0.469
huff	huff	anger	0.469
selfishness	עגאָיזם	anger	0.469
backoff	backoff	anger	0.469
plunder	באַראַבעווען	anger	0.469
stifled	סטיפלעד	anger	0.469
subversive	סאַבווערסיוו	anger	0.469
exile	עקסייל	anger	0.469
offense	טויט	anger	0.469
objection	ופדעקונג	anger	0.469
recidivism	רעסידיוויזאַם	anger	0.469
smother	סמאָוטער	anger	0.469
perpetrator	פּערפּאַטרייטער	anger	0.469
dislike	ומכיין	anger	0.469
disruption	שטערונג	anger	0.469
intolerance	ינטאָלעראַנס	anger	0.469
opposition	אָפּאָזיציע	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	באַפאַלן	anger	0.467
agony	ווייטאג	anger	0.465
arrogant	עראַגאַנט	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	ויסמיידן	anger	0.456
elimination	עלימינירן	anger	0.456
picketing	פּיקאַטינג	anger	0.456
haughty	העפטן	anger	0.456
troublesome	טראַבאַלסאַם	anger	0.455
clamor	קלאַמער	anger	0.455
busted	בוסטעד	anger	0.455
constraint	קאָנסטראַסט	anger	0.455
crabby	קראַבבי	anger	0.455
veto	veto	anger	0.455
stubbed	סטאַבד	anger	0.455
mislead	mislead	anger	0.455
illicit	יליסיט	anger	0.455
dying	dying	anger	0.455
grated	גרייטיד	anger	0.455
idiocy	idiocy	anger	0.455
illegality	יליגאַליטי	anger	0.455
flagrant	פלייגראַנט	anger	0.455
impermeable	ימפּערמעאַבלע	anger	0.455
bad	שלעכט	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	גאָדלעסס	anger	0.453
disagreeing	disagreeing	anger	0.453
intense	intense	anger	0.453
struggle	קאמף	anger	0.453
suppress	פאַרשטיין	anger	0.453
disapproving	דיסאַפּרוווינג	anger	0.453
desist	דעסיסט	anger	0.453
bayonet	בייאָנעט	anger	0.453
displeased	displeased	anger	0.453
hysterical	hysterical	anger	0.453
unlawful	אַנלאָפאַל	anger	0.451
wrongly	wrongly	anger	0.448
repellent	אָפּטרייַביק	anger	0.442
wasted	ווייסטאַד	anger	0.441
foe	פייַנט	anger	0.441
dishonor	dishonor	anger	0.441
wrongful	wrongful	anger	0.441
psychosis	psychosis	anger	0.441
aversion	aversion	anger	0.440
punitive	punitive	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	נאַקאַלז	anger	0.439
effigy	ווירקונג	anger	0.439
schism	סקיסם	anger	0.439
ultimatum	ולטימאַטום	anger	0.439
upset	באליידיגט	anger	0.439
worthless	ווערטלאַס	anger	0.438
deny	לייקענען	anger	0.438
ransom	ויסלייזן	anger	0.438
fugitive	פיודזשיטיוו	anger	0.438
deleterious	דילידעראַס	anger	0.438
stupidity	נאַרישקייַט	anger	0.438
abandonment	פארלאנגט	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	יריטיישאַן	anger	0.438
oblivion	oblivion	anger	0.437
segregate	ויסגעמאַטערט	anger	0.437
payback	צוריקצאלן	anger	0.436
incongruous	incongruous	anger	0.435
eviction	יוויקשאַן	anger	0.435
collusion	collusion	anger	0.432
rob	ראָב	anger	0.431
infidelity	infidelity	anger	0.429
ravenous	רייוואַן	anger	0.429
overrun	יבערקערן	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	מאַרשאַל	anger	0.426
painful	ווייטיקדיק	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incredulous	anger	0.426
rejection	רידזשעקשאַן	anger	0.426
defense	פאַרטיידיקונג	anger	0.425
powerful	שטאַרק	anger	0.424
censor	צענזור	anger	0.424
indecency	indecency	anger	0.424
fraudulent	פראָדזשאַלאַנט	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	פויליש	anger	0.424
concealment	concealment	anger	0.424
greed	גריד	anger	0.424
disobedience	דיסאָבעדיענסע	anger	0.424
fuss	מיאַמי	anger	0.424
enforce	דורכפירן	anger	0.424
banger	banger	anger	0.424
commotion	צונויפצי	anger	0.424
defraud	ויסרעדן	anger	0.424
discontent	דיסקריטאַנט	anger	0.424
unsympathetic	ונסימפּאַטהעטיק	anger	0.424
exasperation	exasperation	anger	0.424
barb	barb	anger	0.422
banishment	באַנישמאַנט	anger	0.422
sedition	אָפּהיטונג	anger	0.422
misrepresented	misrepresented	anger	0.422
snubbed	snubbed	anger	0.422
penetration	דורכדרונג	anger	0.422
cracked	קראַקט	anger	0.422
annoyance	אַנויאַנס	anger	0.422
duel	דועל	anger	0.422
penitentiary	פּעניטענסי	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	deportation	anger	0.422
nettle	ייַנשרומפּן	anger	0.422
scar	scar	anger	0.422
bang	קלאַפּ	anger	0.422
cur	cur	anger	0.422
blatant	blatant	anger	0.420
force	force	anger	0.418
perverse	perverse	anger	0.415
wring	רינג	anger	0.415
bastion	באַסטשאַן	anger	0.413
grim	פאַרביסן	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	מורא	anger	0.412
tiff	טיף	anger	0.412
moody	moody	anger	0.412
hunting	גייעג	anger	0.411
indenture	indenture	anger	0.410
sham	sham	anger	0.409
squelch	squelch	anger	0.409
awful	שרעקלעך	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	אַרייַנציען	anger	0.409
contradict	פאַרקרימען	anger	0.409
supremacy	supremacy	anger	0.409
sneak	סניק	anger	0.409
cantwin	cantwin	anger	0.409
reproach	באַדויערן	anger	0.409
compulsion	קאַמפּאַסשאַן	anger	0.409
inept	וניפט	anger	0.409
blockade	בלאַקייד	anger	0.409
detainee	detainee	anger	0.409
forfeit	פארפאסט	anger	0.409
disappoint	אַנטוישן	anger	0.409
lying	ליגנעריש	anger	0.408
epidemic	עפּידעמיע	anger	0.406
tremor	טרעמער	anger	0.406
rail	רעלס	anger	0.406
onerous	ומזיניק	anger	0.406
cacophony	קאַקאָפאָני	anger	0.406
unthinkable	ונהינקאַבלע	anger	0.406
forsaken	פארלאזן	anger	0.406
delusion	דילוזשאַן	anger	0.406
wrongdoing	wrongdoing	anger	0.406
badger	badger	anger	0.406
antipathy	אַנטיפּאַטי	anger	0.406
inequality	יניקוואַלאַטי	anger	0.406
nuisance	נויזאַנס	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	טענות	anger	0.404
affront	אַפראַנט	anger	0.403
traumatic	traumatic	anger	0.402
libel	ליליע	anger	0.400
sodding	sodding	anger	0.400
annoys	annoys	anger	0.400
watchout	היט זיך	anger	0.398
soslow	soslow	anger	0.398
frenetic	פרענעטיק	anger	0.397
remiss	רעמיסס	anger	0.397
barge	barge	anger	0.396
howl	כאַול	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	באָקסינג	anger	0.394
untoward	untoward	anger	0.394
extinguish	פאַרלעשן	anger	0.394
keyed	קלעד	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	דיסריספּעקט	anger	0.394
illegal	illegal	anger	0.394
rabble	rabble	anger	0.394
actionable	actionable	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	שווינדל	anger	0.394
sue	סו	anger	0.394
unfriendly	unfriendly	anger	0.394
confiscate	קאָנפיסקירן	anger	0.394
brimstone	שוועבל	anger	0.392
argh	argh	anger	0.391
pique	פּיק	anger	0.391
recklessness	ראַקלאַסנאַס	anger	0.391
earthquake	ערדציטערניש	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	dissolution	anger	0.391
rigged	ריגד	anger	0.391
disagree	disagree	anger	0.389
lawsuit	פּראָצעס	anger	0.386
disused	disused	anger	0.382
immorality	immorality	anger	0.382
despair	פאַרצווייפלונג	anger	0.382
difficulty	שוועריקייט	anger	0.379
incurable	ומרויק	anger	0.379
touchy	טאַקע	anger	0.379
coerce	קאָמערס	anger	0.379
sizzle	sizzle	anger	0.379
rifle	ביקס	anger	0.379
falsification	פאַלסיפיקאַטיאָן	anger	0.379
pokes	פּאָוקס	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	sore	anger	0.379
picket	שטייגער	anger	0.378
concussion	קאַנקאַשאַן	anger	0.377
pessimism	פּעסימיזם	anger	0.375
pitfall	פּיטפאַלל	anger	0.375
infantile	infantile	anger	0.375
disillusionment	disillusionment	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	מיליטער	anger	0.375
remand	רעמאָנט	anger	0.375
faulty	faulty	anger	0.375
cannon	קאַנאָן	anger	0.375
rawr	rawr	anger	0.375
sly	כיטרע	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	נעפּאָטיזאַם	anger	0.371
distressing	דיסטרעסינג	anger	0.371
inhibit	ינכיבאַט	anger	0.371
vindicate	ויסמעקן	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	סקיוזד	anger	0.368
disreputable	דיסריבוטאַבלע	anger	0.368
forbidding	פאַרווערן	anger	0.368
conquest	קאָנקוועסט	anger	0.367
bark	באָרד	anger	0.365
leukemia	לוקימיאַ	anger	0.365
barks	באַרקס	anger	0.364
burke	burke	anger	0.364
challenge	challenge	anger	0.364
disapprove	יבערמאַכן	anger	0.364
unhappy	ומגליקלעך	anger	0.364
retarded	ריטאַרדאַנט	anger	0.364
warrior	וואָריער	anger	0.364
belt	גאַרטל	anger	0.364
controversial	קאָנטראָווערסיאַל	anger	0.359
opinionated	אָפּגעמערקט	anger	0.359
paucity	מיעט	anger	0.359
broken	צעבראכן	anger	0.359
litigate	ליטאַגייט	anger	0.359
polemic	polemic	anger	0.359
aftermath	aftermath	anger	0.359
disliked	דיסלייקט	anger	0.359
loudness	loudness	anger	0.359
restriction	restriction	anger	0.359
cad	cad	anger	0.359
sectarian	סעקטאַנטיש	anger	0.359
incompetence	ינקאַמפּאַטאַנס	anger	0.359
interrupting	ינטעראַפּטינג	anger	0.358
fussy	פאַסי	anger	0.357
wench	ווייניקער	anger	0.353
misbehavior	misbehavior	anger	0.351
gruff	גראַף	anger	0.351
remove	אַראָפּנעמען	anger	0.351
brat	בראַט	anger	0.351
scarcity	יאַקרעס	anger	0.350
losing	losing	anger	0.349
pest	אָנשיקעניש	anger	0.348
defect	כיסאָרן	anger	0.348
hardened	פאַרגליווערט	anger	0.348
deserted	deserted	anger	0.348
lie	ליגן	anger	0.348
retract	צוריקציען	anger	0.348
untrustworthy	ומטראַסטוואָרטי	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	דיסאַפּויניד	anger	0.348
disagreement	קאָנפליקט	anger	0.348
stigma	סטיגמאַ	anger	0.348
ulcer	געשוויר	anger	0.348
bias	פאָרורטייל	anger	0.345
negation	negation	anger	0.344
antisocial	אַנטיסאָסיאַל	anger	0.344
evade	ויסמיידן	anger	0.344
shoddy	shoddy	anger	0.344
bothering	באַדערינג	anger	0.344
impotence	מענערשוואַכקייַט	anger	0.344
shaky	שאַקי	anger	0.344
misleading	מיסלידינג	anger	0.344
stripped	אויסגעטוען	anger	0.344
disclaim	אָפּלייקענונג	anger	0.344
unsettled	ומבאַפלעקט שטאָל	anger	0.344
anxiety	anxiety	anger	0.344
stingy	stingy	anger	0.344
deterioration	דיטיריעריישאַן	anger	0.344
pirate	pirate	anger	0.344
unreliable	אַנרילייאַבאַל	anger	0.344
interminable	ינערמאַנאַבאַל	anger	0.343
disease	קרענק	anger	0.341
meddle	ויסמיידן	anger	0.341
warp	warp	anger	0.340
averse	Averse	anger	0.338
infamous	פאַרנאַנט	anger	0.338
alcoholism	אַלקאַכאָליזאַם	anger	0.338
row	row	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	קראַנק	anger	0.333
encumbrance	encumbrance	anger	0.333
scorpion	סקאָרפּיאָן	anger	0.333
illegitimate	illegitimate	anger	0.333
witchcraft	וויטשקראַפט	anger	0.333
interrupt	יבעררייַסן	anger	0.333
paralyzed	געליימט	anger	0.333
sinner	זינדיקער	anger	0.331
hulk	כאַלק	anger	0.329
inconsiderate	inconsiderate	anger	0.329
phony	phony	anger	0.328
spammers	ספּאַממערס	anger	0.328
dashed	dashed	anger	0.328
disqualified	disqualified	anger	0.328
fib	פיב	anger	0.328
hiss	כיס	anger	0.328
brrr	brrr	anger	0.328
resisting	רעספּעקטעד	anger	0.328
victim	קאָרבן	anger	0.328
scapegoat	scapegoat	anger	0.328
tighten	פאַרשטייַפן	anger	0.328
opponent	קעגנער	anger	0.328
crusade	קרייצצוג	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	פארבראכט	anger	0.328
inappropriate	ינאַפּראָופּרייט	anger	0.324
haye	NO TRANSLATION	anger	0.324
loss	אָנווער	anger	0.324
eschew	eschew	anger	0.324
trickery	טריקערי	anger	0.324
neglected	neglected	anger	0.324
canker	קאַנקער	anger	0.323
queues	NO TRANSLATION	anger	0.318
muff	muff	anger	0.318
crunch	כראָמטשען	anger	0.318
duplicity	דופּליקאַט	anger	0.318
criticism	קריטיק	anger	0.318
shriek	shriek	anger	0.316
depreciate	אָפּשאַצן	anger	0.315
poverty	אָרעמקייַט	anger	0.312
chaff	chaff	anger	0.312
dupe	דופּע	anger	0.312
dramaqueen	dramaqueen	anger	0.312
dismissal	דיסמיסאַל	anger	0.312
mortality	מאָרטאַליטי	anger	0.312
deflate	דיפלייט	anger	0.312
carelessness	קערלאַסנאַס	anger	0.312
dumps	דאַמפּס	anger	0.312
revving	revving	anger	0.309
disallowed	דיסאַלאָוז	anger	0.308
thoughtless	טאָטאַלאַס	anger	0.307
boisterous	טומלדיק	anger	0.307
burial	קבר	anger	0.304
theocratic	טעאקראטישע	anger	0.303
wince	wince	anger	0.303
sullen	יבערראַשן	anger	0.303
involution	ינוואָלוטיאָן	anger	0.300
senseless	ומזיניק	anger	0.297
stalemate	סטעלמאַלאַטע	anger	0.297
depreciated	דיפּרישיייטיד	anger	0.297
wasteful	wasteful	anger	0.297
hoax	בלאָף	anger	0.297
misuse	מיסיוז	anger	0.297
getyourown	getyourown	anger	0.297
taxed	באשטראפט	anger	0.297
depressed	דערשלאָגן	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	פּאַראַליסיס	anger	0.295
displaced	displaced	anger	0.294
limited	לימיטעד	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ridiculous	anger	0.289
teasing	טיזינג	anger	0.288
sharpen	שאַרפּען	anger	0.288
react	רעאַגירן	anger	0.288
presumptuous	פּרעסומפּטשואַס	anger	0.288
spine	רוקנביין	anger	0.288
homeless	היימלאָז	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	barrier	anger	0.287
myopia	מייאָופּיאַ	anger	0.283
contraband	קאָנטראַבאַנדע	anger	0.281
disconnects	דיסקאַנעקץ	anger	0.281
spam	spam	anger	0.281
lagging	lagging	anger	0.281
shiver	שיווער	anger	0.281
agh	אַה	anger	0.281
restitution	רעסטיטושאַן	anger	0.281
flexin	פלעקסין	anger	0.281
incompatible	ינקאַמפּאַטאַבאַל	anger	0.281
delinquent	delinquent	anger	0.281
noncompliance	noncompliance	anger	0.279
