word	Zulu-zu	emotion	emotion-intensity-score
incest	umlingani	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	abangalaleli	anger	0.485
usurp	usurp	anger	0.485
alienate	hlukanisa	anger	0.485
avenger	umphindiseli	anger	0.485
annoyed	ucasuliwe	anger	0.485
cutting	ukusika	anger	0.485
disgrace	ukuhlazeka	anger	0.484
deceit	ukukhohlisa	anger	0.484
suspicious	okusolisayo	anger	0.484
thresh	phuma	anger	0.484
sucker	sucker	anger	0.484
strained	kuhlushwa	anger	0.484
blame	icala	anger	0.484
upheaval	upheaval	anger	0.484
renounce	ukulahla	anger	0.484
obnoxious	obnoxious	anger	0.484
restrain	ukuvimbela	anger	0.484
oust	khumula	anger	0.484
litigious	zivusa	anger	0.484
rivalry	ukuphikisana	anger	0.484
penalty	isijeziso	anger	0.484
imprisoned	eboshiwe	anger	0.484
mocking	ukuhleka usulu	anger	0.484
opposed	ephikisanayo	anger	0.484
turbulence	i-turbulence	anger	0.483
pound	ipondo	anger	0.481
coldness	kubanda	anger	0.477
ungrateful	engabongiyo	anger	0.472
battalion	ibuthoni	anger	0.471
stoopid	i-stoopid	anger	0.471
hostage	ukuthunjwa	anger	0.470
infidel	ukungathembeki	anger	0.470
ram	inqama	anger	0.470
accuser	ummangali	anger	0.470
gall	induku	anger	0.470
subversion	ukuguqulwa	anger	0.470
annoying	ecasulayo	anger	0.470
adversity	ukuhlupheka	anger	0.470
dispossessed	ukuxoshwa	anger	0.470
friction	ukuxabana	anger	0.470
jealous	umhawu	anger	0.470
feudalism	ama-feudalism	anger	0.470
armament	izikhali	anger	0.470
thump	thump	anger	0.469
complain	isikhalazo	anger	0.469
incite	khuthaza	anger	0.469
steal	bamba	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	ungamlaleli	anger	0.469
injury	ukulimala	anger	0.469
simmer	simmer	anger	0.469
distress	ukucindezeleka	anger	0.469
insanity	ukungena	anger	0.469
selfish	ubugovu	anger	0.469
huff	i-huff	anger	0.469
selfishness	ubugovu	anger	0.469
backoff	u-backoff	anger	0.469
plunder	ukuphanga	anger	0.469
stifled	ishicilelwe	anger	0.469
subversive	ukuphikisa	anger	0.469
exile	ukudingiswa	anger	0.469
offense	icala	anger	0.469
objection	ukuphikisana	anger	0.469
recidivism	ukuphindaphindiwe	anger	0.469
smother	u-smother	anger	0.469
perpetrator	umenzi wobugebengu	anger	0.469
dislike	ungathandi	anger	0.469
disruption	ukuphazamiseka	anger	0.469
intolerance	ukubekezelelana	anger	0.469
opposition	ukuphikiswa	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	umgudu	anger	0.467
agony	ubuhlungu	anger	0.465
arrogant	aziqhenya	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	vula	anger	0.456
elimination	ukuqedwa	anger	0.456
picketing	ukuqoqa	anger	0.456
haughty	ozidlayo	anger	0.456
troublesome	ezinzima	anger	0.455
clamor	ukukloloda	anger	0.455
busted	busted	anger	0.455
constraint	inkinga	anger	0.455
crabby	ukukhwabanisa	anger	0.455
veto	veto	anger	0.455
stubbed	unamathela	anger	0.455
mislead	ukudukisa	anger	0.455
illicit	akuvumelekile	anger	0.455
dying	ukufa	anger	0.455
grated	igwetshiwe	anger	0.455
idiocy	idiocy	anger	0.455
illegality	ukungemthetho	anger	0.455
flagrant	elimnandi	anger	0.455
impermeable	ukungapheleli	anger	0.455
bad	kubi	anger	0.453
despotism	i-despotism	anger	0.453
usurped	usurped	anger	0.453
godless	unkulunkulu	anger	0.453
disagreeing	aphikisana	anger	0.453
intense	kakhulu	anger	0.453
struggle	ukulwa	anger	0.453
suppress	ukucindezela	anger	0.453
disapproving	ukungavumi	anger	0.453
desist	shiya	anger	0.453
bayonet	i-bayonet	anger	0.453
displeased	ungathandeki	anger	0.453
hysterical	i-hysterical	anger	0.453
unlawful	ngokungemthetho	anger	0.451
wrongly	ngokungalungile	anger	0.448
repellent	ukuphulukisa	anger	0.442
wasted	yachitha	anger	0.441
foe	isitha	anger	0.441
dishonor	ukuhlazeka	anger	0.441
wrongful	okungalungile	anger	0.441
psychosis	i-psychosis	anger	0.441
aversion	ukuphikisa	anger	0.440
punitive	ukujezisa	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	i-knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	dumela	anger	0.439
worthless	akukho lutho	anger	0.438
deny	phika	anger	0.438
ransom	isihlengo	anger	0.438
fugitive	obalekile	anger	0.438
deleterious	okungahambi kahle	anger	0.438
stupidity	ubuwula	anger	0.438
abandonment	ukushiya	anger	0.438
mucked	i-mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	ukucasuka	anger	0.438
oblivion	ukungabikho	anger	0.437
segregate	hlukana	anger	0.437
payback	ukubuyisela emuva	anger	0.436
incongruous	okungavumelani	anger	0.435
eviction	ukuxoshwa	anger	0.435
collusion	ukuhlanganiswa	anger	0.432
rob	phanga	anger	0.431
infidelity	ukungathembeki	anger	0.429
ravenous	ehlukumezayo	anger	0.429
overrun	sondela	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	i-harbinger	anger	0.426
martial	ukulwa	anger	0.426
painful	buhlungu	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	abangenakho	anger	0.426
rejection	ukulahlwa	anger	0.426
defense	ukuvikela	anger	0.425
powerful	unamandla	anger	0.424
censor	censor	anger	0.424
indecency	indecency	anger	0.424
fraudulent	ukukhwabanisa	anger	0.424
gonorrhea	i-gonorrhea	anger	0.424
fallacious	okungamanga	anger	0.424
concealment	ukufihla	anger	0.424
greed	ukuhaha	anger	0.424
disobedience	ukungalaleli	anger	0.424
fuss	fuss	anger	0.424
enforce	ukuphoqelela	anger	0.424
banger	banger	anger	0.424
commotion	ukuxokozela	anger	0.424
defraud	ukuphanga	anger	0.424
discontent	ukunganeliseki	anger	0.424
unsympathetic	abangenabubele	anger	0.424
exasperation	ukucasuka	anger	0.424
barb	ibha	anger	0.422
banishment	ukuxoshwa	anger	0.422
sedition	ukuvukela umbuso	anger	0.422
misrepresented	ihlehlisiwe kabi	anger	0.422
snubbed	ishaywa	anger	0.422
penetration	ukungena	anger	0.422
cracked	ephukile	anger	0.422
annoyance	ukucasula	anger	0.422
duel	i-duel	anger	0.422
penitentiary	ejele	anger	0.422
sarcasm	ukucasula	anger	0.422
deportation	ukuxoshwa	anger	0.422
nettle	izinambuzane	anger	0.422
scar	ukwesaba	anger	0.422
bang	bang	anger	0.422
cur	i-cur	anger	0.422
blatant	okucacile	anger	0.420
force	qinisa	anger	0.418
perverse	ukuphikisa	anger	0.415
wring	wring	anger	0.415
bastion	isisekelo	anger	0.413
grim	okubi	anger	0.413
sordid	i-sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	only	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	ukuzingela	anger	0.411
indenture	indenture	anger	0.410
sham	sham	anger	0.409
squelch	gxuma	anger	0.409
awful	kubi	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicate	anger	0.409
contradict	iyaphikisana	anger	0.409
supremacy	ukuphakama	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	isihlamba	anger	0.409
compulsion	ukunyanzeliswa	anger	0.409
inept	inept	anger	0.409
blockade	ukuvimbela	anger	0.409
detainee	uboshiwe	anger	0.409
forfeit	ukulahlekelwa	anger	0.409
disappoint	ukudumazeka	anger	0.409
lying	amanga	anger	0.408
epidemic	ubhubhane	anger	0.406
tremor	ukuthuthumela	anger	0.406
rail	isitimela	anger	0.406
onerous	onerous	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	okungacabangeki	anger	0.406
forsaken	ushiyiwe	anger	0.406
delusion	ukukhohlisa	anger	0.406
wrongdoing	ukwenza okubi	anger	0.406
badger	amabheji	anger	0.406
antipathy	ukungabi nandaba	anger	0.406
inequality	ukungalingani	anger	0.406
nuisance	inkathazo	anger	0.406
scrapie	scrapie	anger	0.406
wop	i-op	anger	0.406
arguments	izingxabano	anger	0.404
affront	ukuhlukunyezwa	anger	0.403
traumatic	okubuhlungu	anger	0.402
libel	isifungo	anger	0.400
sodding	sodding	anger	0.400
annoys	ucasula	anger	0.400
watchout	Qaphela	anger	0.398
soslow	soslow	anger	0.398
frenetic	ukhululekile	anger	0.397
remiss	khipha	anger	0.397
barge	ibhaji	anger	0.396
howl	khala	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	ibhokisi	anger	0.394
untoward	untoward	anger	0.394
extinguish	ukucima	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	ukungahloniphi	anger	0.394
illegal	ngokungemthetho	anger	0.394
rabble	unogwaja	anger	0.394
actionable	iyasebenza	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	ukukhwabanisa	anger	0.394
sue	sue	anger	0.394
unfriendly	unfriendly	anger	0.394
confiscate	uthatha	anger	0.394
brimstone	isibabule	anger	0.392
argh	i-argh	anger	0.391
pique	pique	anger	0.391
recklessness	ukunganaki	anger	0.391
earthquake	ukuzamazama komhlaba	anger	0.391
grrrrr	i-grrrrr	anger	0.391
dissolution	ukuchithwa	anger	0.391
rigged	ugijime	anger	0.391
disagree	aphikisana	anger	0.389
lawsuit	icala	anger	0.386
disused	ukuxoshwa	anger	0.382
immorality	ukuziphatha okubi	anger	0.382
despair	ukuphelelwa ithemba	anger	0.382
difficulty	ubunzima	anger	0.379
incurable	ayinakuphulukiswa	anger	0.379
touchy	ukuthinta	anger	0.379
coerce	ukuphoqa	anger	0.379
sizzle	i-sizzle	anger	0.379
rifle	isibhamu	anger	0.379
falsification	ukuqamba amanga	anger	0.379
pokes	i-pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	sore	anger	0.379
picket	ikhekhethi	anger	0.378
concussion	ingxabano	anger	0.377
pessimism	ukukhathazeka	anger	0.375
pitfall	i-pitfall	anger	0.375
infantile	i-infantile	anger	0.375
disillusionment	ukudumazeka	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	i-militia	anger	0.375
remand	i-remand	anger	0.375
faulty	iphutha	anger	0.375
cannon	i-cannon	anger	0.375
rawr	okufakiwe	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	ukuphinga	anger	0.371
distressing	ukucindezeleka	anger	0.371
inhibit	ukuvimbela	anger	0.371
vindicate	vindicate	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	okungahlonishwa	anger	0.368
forbidding	wenqabela	anger	0.368
conquest	ukunqoba	anger	0.367
bark	ibhakede	anger	0.365
leukemia	i-leukemia	anger	0.365
barks	uyabamba	anger	0.364
burke	burke	anger	0.364
challenge	inselelo	anger	0.364
disapprove	angavumi	anger	0.364
unhappy	ungajabuli	anger	0.364
retarded	ihlehlisiwe	anger	0.364
warrior	impi	anger	0.364
belt	ibhande	anger	0.364
controversial	impikiswano	anger	0.359
opinionated	ukucabanga	anger	0.359
paucity	ubumpofu	anger	0.359
broken	ephukile	anger	0.359
litigate	ukuphikisa	anger	0.359
polemic	i-polemic	anger	0.359
aftermath	ngemuva	anger	0.359
disliked	ayithandi	anger	0.359
loudness	umsindo	anger	0.359
restriction	umkhawulo	anger	0.359
cad	i-cad	anger	0.359
sectarian	amahlelo	anger	0.359
incompetence	ukungakwazi kahle	anger	0.359
interrupting	ukuphazamisa	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	ukuziphatha okungalungile	anger	0.351
gruff	gruff	anger	0.351
remove	susa	anger	0.351
brat	brat	anger	0.351
scarcity	ukusobala	anger	0.350
losing	ukulahlekelwa	anger	0.349
pest	inkathazo	anger	0.348
defect	isici	anger	0.348
hardened	lukhuni	anger	0.348
deserted	ilahlekile	anger	0.348
lie	amanga	anger	0.348
retract	phenduka	anger	0.348
untrustworthy	ukungathembeki	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	sidumele	anger	0.348
disagreement	ukungavumelani	anger	0.348
stigma	inhlamba	anger	0.348
ulcer	isilonda	anger	0.348
bias	ukuthanda	anger	0.345
negation	ukunganaki	anger	0.344
antisocial	ukungabi namuntu	anger	0.344
evade	ukugwema	anger	0.344
shoddy	ukudubula	anger	0.344
bothering	ukukhathazeka	anger	0.344
impotence	ukungabi namandla	anger	0.344
shaky	ukhululekile	anger	0.344
misleading	ukudukisa	anger	0.344
stripped	ihlubule	anger	0.344
disclaim	qhafaza	anger	0.344
unsettled	ayinakunyakaziswa	anger	0.344
anxiety	ukukhathazeka	anger	0.344
stingy	i-stingy	anger	0.344
deterioration	ukuwohloka	anger	0.344
pirate	i-pirate	anger	0.344
unreliable	engathembeki	anger	0.344
interminable	singapheli	anger	0.343
disease	izifo	anger	0.341
meddle	sondela	anger	0.341
warp	i-warp	anger	0.340
averse	averse	anger	0.338
infamous	i-infamous	anger	0.338
alcoholism	utshwala	anger	0.338
row	umugqa	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	ukugula	anger	0.333
encumbrance	ukukhunjulwa	anger	0.333
scorpion	i-scorpion	anger	0.333
illegitimate	engekho emthethweni	anger	0.333
witchcraft	ubuqili	anger	0.333
interrupt	ukuphazamisa	anger	0.333
paralyzed	ekhubazekile	anger	0.333
sinner	isoni	anger	0.331
hulk	i-hulk	anger	0.329
inconsiderate	ukungacabangi	anger	0.329
phony	phony	anger	0.328
spammers	abakwa-spammers	anger	0.328
dashed	wadlula	anger	0.328
disqualified	ukungafanelekile	anger	0.328
fib	i-fib	anger	0.328
hiss	umlando wakhe	anger	0.328
brrr	brrr	anger	0.328
resisting	ukumelana	anger	0.328
victim	isisulu	anger	0.328
scapegoat	i-scapegoat	anger	0.328
tighten	qinisa	anger	0.328
opponent	umphikisi	anger	0.328
crusade	i-crusade	anger	0.328
dislocated	ukuxoshwa	anger	0.328
grumpy	i-grumpy	anger	0.328
prohibited	kuvunyelwe	anger	0.328
inappropriate	akufanelekile	anger	0.324
haye	NO TRANSLATION	anger	0.324
loss	ukulahleka	anger	0.324
eschew	eschew	anger	0.324
trickery	ukukhohlisa	anger	0.324
neglected	ukunganakiwe	anger	0.324
canker	i-canker	anger	0.323
queues	NO TRANSLATION	anger	0.318
muff	i-muff	anger	0.318
crunch	i-crunch	anger	0.318
duplicity	okuphindiwe	anger	0.318
criticism	ukugxeka	anger	0.318
shriek	shriek	anger	0.316
depreciate	ukwehla	anger	0.315
poverty	ubumpofu	anger	0.312
chaff	umquba	anger	0.312
dupe	ukuphoqa	anger	0.312
dramaqueen	dramaqueen	anger	0.312
dismissal	ukuxoshwa	anger	0.312
mortality	ukufa	anger	0.312
deflate	hlela	anger	0.312
carelessness	ukunganaki	anger	0.312
dumps	ukulahla	anger	0.312
revving	ukubuyisa	anger	0.309
disallowed	avunyelwe	anger	0.308
thoughtless	engacabangi	anger	0.307
boisterous	isiyaluyalu	anger	0.307
burial	kungcwatshwa	anger	0.304
theocratic	okungokwasezulwini	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	izimpendulo	anger	0.300
senseless	engenangqondo	anger	0.297
stalemate	ukuphazamiseka	anger	0.297
depreciated	ihlehlisiwe	anger	0.297
wasteful	ukuchitha	anger	0.297
hoax	ukuthula	anger	0.297
misuse	ukusebenzisa kabi	anger	0.297
getyourown	ukutholwa	anger	0.297
taxed	intela	anger	0.297
depressed	ecindezelekile	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	ukukhubazeka	anger	0.295
displaced	ababalekile	anger	0.294
limited	kunqunyelwe	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	i-orc	anger	0.289
ridiculous	ihlazo	anger	0.289
teasing	ukuhleka	anger	0.288
sharpen	hlaziya	anger	0.288
react	siphendule	anger	0.288
presumptuous	ukugabadela	anger	0.288
spine	umgogodla	anger	0.288
homeless	abangenamakhaya	anger	0.288
hoot	i-hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	umgoqo	anger	0.287
myopia	i-myopia	anger	0.283
contraband	ukukhwabanisa	anger	0.281
disconnects	unqamula	anger	0.281
spam	ugaxekile	anger	0.281
lagging	ukungena	anger	0.281
shiver	thuthumela	anger	0.281
agh	agh	anger	0.281
restitution	ukubuyisela	anger	0.281
flexin	i-flexin	anger	0.281
incompatible	akuhambisani	anger	0.281
delinquent	i-delinquent	anger	0.281
noncompliance	ukungahambisani	anger	0.279
troll	i-troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	ukungabi nabulungisa	anger	0.279
foray	i-foray	anger	0.279
nether	phansi	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	ukungakhulelwa	anger	0.273
bogus	bukhohlisayo	anger	0.273
uncaring	uncaring	anger	0.273
shock	ukushaqeka	anger	0.269
feisty	u-feisty	anger	0.269
defendant	umsolwa	anger	0.266
latent	ivuliwe	anger	0.266
rapping	ukudlwengula	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	ibhere	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	engasebenzi	anger	0.266
quandary	iyaqeda	anger	0.266
inconvenient	okungahambi kahle	anger	0.266
feminism	abesifazane	anger	0.266
humbug	i-humbug	anger	0.266
interrupts	iphazamisa	anger	0.265
fluctuation	ukuguquguquka	anger	0.265
exaggerate	ukuphanga	anger	0.263
lose	ulahlekelwe	anger	0.261
patter	i-patter	anger	0.258
tease	tease	anger	0.258
furnace	isithando somlilo	anger	0.258
stone	ngamatshe	anger	0.258
shoplifting	ukudayisa ezitolo	anger	0.258
soldier	isosha	anger	0.258
incompetent	engakwazi	anger	0.257
indoctrination	ukufundiswa	anger	0.255
skid	skid	anger	0.250
notoriety	ukungaziwa	anger	0.250
falsehood	amanga	anger	0.250
untrue	okungamanga	anger	0.250
mastery	ukuphatha	anger	0.250
tripping	ukuphuma	anger	0.250
nonsense	okungenangqondo	anger	0.250
unfollow	ungafaki ukulandela	anger	0.250
noisy	umsindo	anger	0.250
pouting	ukuphoqa	anger	0.250
cane	umoba	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	i-rocket	anger	0.250
complicate	ukuphoqa	anger	0.250
socialist	i-socialist	anger	0.250
lawyer	ummeli	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	i-CAPS Lock	anger	0.242
fenced	ivalwe	anger	0.242
obstacle	isithiyo	anger	0.242
halter	i-halter	anger	0.242
witch	witch	anger	0.242
vampire	i-vampire	anger	0.242
detract	ukuphazamisa	anger	0.242
ringer	i-ringer	anger	0.242
frowning	ukucasula	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	indlala	anger	0.235
recession	ukunciphisa	anger	0.234
lava	i-lava	anger	0.234
shell	igobolondo	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	ukuzwakalisa	anger	0.234
tariff	intela	anger	0.234
failing	ukuhluleka	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	u-rascal	anger	0.234
politics	ezombusazwe	anger	0.234
undesirable	engathandeki	anger	0.231
darkness	ubumnyama	anger	0.227
versus	ngokuhambisana	anger	0.227
resign	sula	anger	0.227
copycat	i-copycat	anger	0.227
soaked	emanzini	anger	0.226
unfulfilled	engagcwaliseki	anger	0.225
abandoned	ishiyiwe	anger	0.222
bankruptcy	ukuphazamiseka	anger	0.221
owing	ukukhokha	anger	0.221
unattainable	ayitholakali	anger	0.221
unhelpful	unhelpful	anger	0.219
twitching	ukudubula	anger	0.219
confusion	ukudideka	anger	0.219
mosquito	umiyane	anger	0.219
warden	umphathi	anger	0.219
misconception	ukungaziphathi kahle	anger	0.219
compress	cindezela	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	ithuluzi	anger	0.219
nosey	nosy	anger	0.213
overpriced	inqwabelene	anger	0.212
harry	hamba	anger	0.212
shortage	ukuntuleka	anger	0.212
adder	isitha	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	ihlelwe ngaphezulu	anger	0.206
possession	ifa	anger	0.206
desert	ugwadule	anger	0.206
pout	pout	anger	0.203
uninvited	engavunyelwe	anger	0.203
arraignment	ukuhlukunyezwa	anger	0.203
inefficient	ayifanele	anger	0.203
rook	ugijima	anger	0.203
unlucky	unlucky	anger	0.203
unpaid	engakhokhiwe	anger	0.203
backbone	i-backbone	anger	0.203
sentence	isigwebo	anger	0.203
powerless	engenamandla	anger	0.203
court	inkantolo	anger	0.199
endless	okungapheli	anger	0.198
adverts	izikhangiso	anger	0.197
delay	ukubambezeleka	anger	0.197
misstatement	ukungaziphathi kahle	anger	0.197
distracted	ukuphazamiseka	anger	0.197
misunderstanding	ukungaqondi kahle	anger	0.195
excite	ujabule	anger	0.191
inadmissible	akuvumelekile	anger	0.191
lightning	umbani	anger	0.189
incase	uma kwenzeka	anger	0.188
preclude	vimbela	anger	0.188
insecure	engavikelekile	anger	0.188
mournful	ukulila	anger	0.188
rating	ukulinganisa	anger	0.182
mistress	inkosikazi	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	ummangali	anger	0.182
insist	ukuphikelela	anger	0.182
distracting	ukuphazamisa	anger	0.182
opium	i-opium	anger	0.180
willful	ngokuzithandela	anger	0.176
deserve	kufanelekile	anger	0.176
insists	iphikelela	anger	0.175
treat	phatha	anger	0.175
misplace	hlehlisa	anger	0.172
indecisive	ukunganaki	anger	0.172
gibberish	gibberish	anger	0.172
fleece	uboya	anger	0.172
fee	imali	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	khulula	anger	0.172
excitation	ukukhathazeka	anger	0.172
hormonal	i-hormonal	anger	0.172
mighty	onamandla	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	ukungalingani	anger	0.167
insufficiency	ukungasebenzi	anger	0.167
hamstring	i-hamstring	anger	0.167
bargaining	ukuxoxisana	anger	0.167
mule	i-mule	anger	0.167
insignificant	akubalulekile	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	ukunganakwa	anger	0.156
rheumatism	i-rheumatism	anger	0.156
coop	i-coop	anger	0.156
forearm	phambili	anger	0.156
uncertain	engaqinisekile	anger	0.152
bee	izinyosi	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	ukubandakanyeka	anger	0.152
disinformation	i-disinformation	anger	0.152
attorney	ummeli	anger	0.152
underpaid	imali engaphansi	anger	0.152
pretending	zizenza	anger	0.152
campaigning	ukukhankasa	anger	0.151
hopelessness	ukungabi nethemba	anger	0.149
feeling	ukuzwa	anger	0.147
legalized	ngokomthetho	anger	0.145
caution	uqaphele	anger	0.145
subsidy	umxhaso	anger	0.141
obliging	okuphoqelekile	anger	0.141
morals	ukuziphatha	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	i-bummer	anger	0.139
misspell	i-misspell	anger	0.136
saloon	saloon	anger	0.136
repay	buyisela	anger	0.136
blemish	isici	anger	0.136
surcharge	okukhokhelwayo	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	i-orchestra	anger	0.132
competitive	ukuncintisana	anger	0.125
wireless	ezingenantambo	anger	0.125
standstill	ukuma	anger	0.125
