word	Bengali-bn	emotion	emotion-intensity-score
distrust	অবিশ্বাস	anger	0.516
depravity	দুরাচার	anger	0.516
cretins	বোকার দল	anger	0.516
divorce	বিবাহবিচ্ছেদ	anger	0.516
broil	বচসা	anger	0.516
grrr	গরগর	anger	0.516
venting	venting	anger	0.516
inimical	ক্ষতিকর	anger	0.516
duress	কয়েদ	anger	0.516
disrespectful	অনার্য	anger	0.516
tortious	ক্ষতিকারক	anger	0.516
criticize	সমালোচনা করা	anger	0.516
prisoner	বন্দী	anger	0.516
dishonest	অসাধু	anger	0.516
treason	বিশ্বাসঘাতকতা	anger	0.516
victimized	শিকার	anger	0.515
bile	পিত্ত	anger	0.515
unkind	ক্ষমাহীন	anger	0.515
unforgiving	ক্ষমাহীন	anger	0.515
unleash	ছাড়িয়া দেত্তয়া	anger	0.515
coercion	বলপ্রয়োগ	anger	0.515
scold	ধাতান	anger	0.515
chaos	বিশৃঙ্খলা	anger	0.515
grump	grump	anger	0.515
roar	গর্জন	anger	0.515
jerks	jerks,	anger	0.515
poaching	চোরাশিকার	anger	0.515
hangry	ক্ষুদার্ত	anger	0.515
pow	Pow	anger	0.515
poachers	চোরাকারবারীদের	anger	0.515
argumentation	যুক্তিপ্রদর্শন	anger	0.515
frustrating	হতাশাজনক	anger	0.515
tussle	তীব্র লড়াই	anger	0.514
bane	সর্বনাশ	anger	0.511
accusation	অভিযোগ	anger	0.510
repudiation	পরিত্যাগ	anger	0.510
enmity	শত্রুতা	anger	0.510
banish	খেদান	anger	0.509
disfigured	বিকৃত	anger	0.508
storm	ঝড়	anger	0.507
shun	পরিহার করা	anger	0.500
suppression	চাপাচাপি	anger	0.500
unruly	অবশ	anger	0.500
intractable	অবাধ্য	anger	0.500
ordeal	কঠোর পরীক্ষা	anger	0.500
obstruct	রোধ করা	anger	0.500
derogation	খর্বতা	anger	0.500
fervor	উত্সাহ	anger	0.500
foaming	foaming	anger	0.500
derision	উপহাস	anger	0.500
animus	বিদ্বেষ	anger	0.500
rejects	প্রত্যাখ্যান	anger	0.500
bout	উপলক্ষ	anger	0.500
spear	বর্শা	anger	0.500
crazy	পাগল	anger	0.500
brazen	নির্লজ্জ	anger	0.500
antithesis	বৈপরীত্য	anger	0.500
injustice	অবিচার	anger	0.500
banished	নির্বাসিত	anger	0.500
confined	সীমাবদ্ধ	anger	0.500
frenzied	প্রমত্ত	anger	0.500
dominate	আয়ত্ত করা	anger	0.500
disrupting	ব্যাহত	anger	0.500
hammering	hammering	anger	0.500
fear	ভয়	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	যন্ত্রণা	anger	0.500
brunt	ধকল	anger	0.500
possessed	আবিষ্ট	anger	0.500
defy	কলা দেখান	anger	0.500
scoff	উপহাসের পাত্র	anger	0.500
patronising	অনুগ্রাহক	anger	0.500
delusional	ভ্রমাত্মক	anger	0.500
malpractice	কদাচার	anger	0.500
reject	প্রত্যাখ্যান	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	বলিষ্ঠতা	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	উন্মাদ	anger	0.491
sinful	পাপিষ্ঠ	anger	0.491
avarice	অর্থলিপ্সা	anger	0.490
oppress	জুলুম করা	anger	0.490
disapproved	অমনোনীত	anger	0.485
inhuman	অমানুষ	anger	0.485
demand	চাহিদা	anger	0.485
abolish	উঠান	anger	0.485
anathema	অভিশাপ	anger	0.485
fricking	fricking	anger	0.485
complaint	অভিযোগ	anger	0.485
disservice	অপকার	anger	0.485
smuggler	চোরাকারবারি	anger	0.485
revoke	রদ করা	anger	0.485
infraction	ব্যত্যয়	anger	0.485
claw	নখর	anger	0.485
dissident	ভিন্নমতাবলন্বী	anger	0.485
pervert	বিকৃত করা	anger	0.485
incest	অজাচার	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	অবাধ্য	anger	0.485
usurp	অন্যায়রূপে অধিকার করা	anger	0.485
alienate	হস্তান্তর করিয়া দেত্তয়া	anger	0.485
avenger	যে ব্যক্তি প্রতিহিংসা গ্রহণ করে	anger	0.485
annoyed	উত্ত্যক্ত	anger	0.485
cutting	কাটা	anger	0.485
disgrace	মর্যাদাহানি	anger	0.484
deceit	শঠতা	anger	0.484
suspicious	সন্দেহজনক	anger	0.484
thresh	মাড়ান	anger	0.484
sucker	পায়ী	anger	0.484
strained	ছাঁকা	anger	0.484
blame	দোষ	anger	0.484
upheaval	উত্ক্ষেপ	anger	0.484
renounce	অস্বীকার করা	anger	0.484
obnoxious	আপত্তিকর	anger	0.484
restrain	সামলান	anger	0.484
oust	বেদখল করা	anger	0.484
litigious	মামলাবাজ	anger	0.484
rivalry	দ্বন্দ্ব	anger	0.484
penalty	শাস্তি	anger	0.484
imprisoned	অবরুদ্ধ	anger	0.484
mocking	বিদ্রূপকারী	anger	0.484
opposed	বিরোধী	anger	0.484
turbulence	অবাধ্যতা	anger	0.483
pound	পাউন্ড	anger	0.481
coldness	উদাসীনতা	anger	0.477
ungrateful	অকৃতজ্ঞ	anger	0.472
battalion	ব্যাটেলিয়ন	anger	0.471
stoopid	স্টুপিডের	anger	0.471
hostage	জিম্মি	anger	0.470
infidel	অবিশ্বাসী	anger	0.470
ram	র্যাম	anger	0.470
accuser	ফরিয়াদী	anger	0.470
gall	পিত্ত	anger	0.470
subversion	পরাভব	anger	0.470
annoying	বিরক্তিকর	anger	0.470
adversity	বিদ্বেষ	anger	0.470
dispossessed	দখলচু্যত	anger	0.470
friction	ঘর্ষণ	anger	0.470
jealous	ঈর্ষান্বিত	anger	0.470
feudalism	সামন্ততন্ত্র	anger	0.470
armament	রণসজ্জা	anger	0.470
thump	দুম্ শব্দে আঘাত	anger	0.469
complain	নালিশ করা	anger	0.469
incite	উদ্দীপ্ত করা	anger	0.469
steal	চুরি করা	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	অমান্য করা	anger	0.469
injury	আঘাত	anger	0.469
simmer	ইতর ফুটন্ত অবস্থা	anger	0.469
distress	মর্মপীড়া	anger	0.469
insanity	বাতুলতা	anger	0.469
selfish	স্বার্থপর	anger	0.469
huff	অভিমান	anger	0.469
selfishness	আত্মম্ভরিতা	anger	0.469
backoff	backoff	anger	0.469
plunder	লুঠতরাজ	anger	0.469
stifled	stifled	anger	0.469
subversive	বিধ্বংসী	anger	0.469
exile	নির্বাসন	anger	0.469
offense	অপরাধ	anger	0.469
objection	আপত্তি	anger	0.469
recidivism	অপরাধপ্রবণতা	anger	0.469
smother	ধূম	anger	0.469
perpetrator	অপরাধী	anger	0.469
dislike	অপছন্দ	anger	0.469
disruption	ভাঙ্গন	anger	0.469
intolerance	অক্ষমা	anger	0.469
opposition	বিরোধী দল	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	মগ	anger	0.467
agony	নিদারূণ যন্ত্রণা	anger	0.465
arrogant	অহংকারী	anger	0.461
sux	sux	anger	0.456
vent	উচ্চারণ	anger	0.456
elimination	বর্জন	anger	0.456
picketing	পিকেটিং	anger	0.456
haughty	উদ্ধত	anger	0.456
troublesome	বিরক্তিজনক	anger	0.455
clamor	গোলমাল	anger	0.455
busted	busted	anger	0.455
constraint	বাধ্যতা	anger	0.455
crabby	কর্কশ	anger	0.455
veto	নিষেধ	anger	0.455
stubbed	stubbed	anger	0.455
mislead	ভুল পথে চালিত করা	anger	0.455
illicit	অবৈধ	anger	0.455
dying	মরণ	anger	0.455
grated	grated	anger	0.455
idiocy	মূর্খতা	anger	0.455
illegality	অবৈধতা	anger	0.455
flagrant	ঘোর	anger	0.455
impermeable	অপ্রবেশ্য	anger	0.455
bad	খারাপ	anger	0.453
despotism	স্বৈরতন্ত্র	anger	0.453
usurped	করায়ত্ত	anger	0.453
godless	অধার্মিক	anger	0.453
disagreeing	নারাজ	anger	0.453
intense	তীব্র	anger	0.453
struggle	সংগ্রাম	anger	0.453
suppress	দমন করা	anger	0.453
disapproving	অনভিলাষী	anger	0.453
desist	ক্ষান্ত করা	anger	0.453
bayonet	সঙ্গিন	anger	0.453
displeased	অসন্তুষ্ট	anger	0.453
hysterical	হিস্টিরিয়া-গ্রস্ত	anger	0.453
unlawful	বেআইনী	anger	0.451
wrongly	ভুলভাবে	anger	0.448
repellent	বিরক্তিকর	anger	0.442
wasted	বরবাদ	anger	0.441
foe	শত্রু	anger	0.441
dishonor	অসম্মান	anger	0.441
wrongful	অন্যায়	anger	0.441
psychosis	মনোব্যাধি	anger	0.441
aversion	বিরাগ	anger	0.440
punitive	শাস্তিমূলক	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	প্রতিকৃতি	anger	0.439
schism	বিভেদ	anger	0.439
ultimatum	চরমপত্র	anger	0.439
upset	মর্মাহত	anger	0.439
worthless	অখাদ্য	anger	0.438
deny	অস্বীকার করা	anger	0.438
ransom	মুক্তিপণ	anger	0.438
fugitive	পলাতক	anger	0.438
deleterious	ক্ষতিকর	anger	0.438
stupidity	নির্বুদ্ধিতা	anger	0.438
abandonment	বিসর্জন	anger	0.438
mucked	mucked	anger	0.438
separatist	বিচ্ছিন্নতাবাদী	anger	0.438
irritation	উপদ্রব	anger	0.438
oblivion	বিস্মৃতি	anger	0.437
segregate	নি: সঙ্গ করা	anger	0.437
payback	payback	anger	0.436
incongruous	বেমানান	anger	0.435
eviction	উচ্ছেদ	anger	0.435
collusion	সাজশ	anger	0.432
rob	হরণ করা	anger	0.431
infidelity	বিশ্বাসঘাতকতা	anger	0.429
ravenous	বুভুক্ষিত	anger	0.429
overrun	পদদলিত করা	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	অগ্রদূত	anger	0.426
martial	সামরিক	anger	0.426
painful	বেদনাদায়ক	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	বিশ্বাসহীন	anger	0.426
rejection	প্রত্যাখ্যান	anger	0.426
defense	প্রতিরক্ষা	anger	0.425
powerful	ক্ষমতাশালী	anger	0.424
censor	সমালোচক	anger	0.424
indecency	অশ্লীলতা	anger	0.424
fraudulent	প্রতারণাপূর্ণ	anger	0.424
gonorrhea	প্রমেহ	anger	0.424
fallacious	প্রতারণাপূর্ণ	anger	0.424
concealment	ঢাকন	anger	0.424
greed	ক্ষুধা	anger	0.424
disobedience	অবাধ্যতা	anger	0.424
fuss	হইচই	anger	0.424
enforce	জোরদার করা	anger	0.424
banger	Banger	anger	0.424
commotion	তোলপাড়	anger	0.424
defraud	প্রতারণা করা	anger	0.424
discontent	অসন্তোষ	anger	0.424
unsympathetic	সমব্যথাহীন	anger	0.424
exasperation	ক্রোধ	anger	0.424
barb	তীরের হুল	anger	0.422
banishment	নির্বাসন	anger	0.422
sedition	রাজদ্রোহ	anger	0.422
misrepresented	ভুল ভাবে তুলে ধরা	anger	0.422
snubbed	snubbed	anger	0.422
penetration	অনুপ্রবেশ	anger	0.422
cracked	কর্কশ	anger	0.422
annoyance	বিরক্তি	anger	0.422
duel	দ্বন্দ্ব	anger	0.422
penitentiary	কারাগার	anger	0.422
sarcasm	বিদ্রূপ	anger	0.422
deportation	বিতাড়িততা	anger	0.422
nettle	বিছুটি	anger	0.422
scar	খুঁত	anger	0.422
bang	ঠুং	anger	0.422
cur	ইতর লোক	anger	0.422
blatant	স্থূল	anger	0.420
force	বল	anger	0.418
perverse	বিপথগামী	anger	0.415
wring	মোচড়	anger	0.415
bastion	দুর্গ	anger	0.413
grim	ভয়ানক	anger	0.413
sordid	নোংরা	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	কর্কশকণ্ঠ	anger	0.412
tiff	এক চুমুক মদ	anger	0.412
moody	মনমরা	anger	0.412
hunting	শিকার	anger	0.411
indenture	সংভৃতি	anger	0.410
sham	মিথ্যা	anger	0.409
squelch	দমন করা	anger	0.409
awful	ভয়াবহ, আতঙ্কজনক	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	সংশ্লেষ করা	anger	0.409
contradict	অস্বীকার করা	anger	0.409
supremacy	আধিপত্য	anger	0.409
sneak	ছিঁচকে চোর	anger	0.409
cantwin	cantwin	anger	0.409
reproach	ভর্ত্সনা	anger	0.409
compulsion	বাধ্যবাধকতা	anger	0.409
inept	অদক্ষ	anger	0.409
blockade	অবরোধ	anger	0.409
detainee	বন্দী	anger	0.409
forfeit	বাজেয়াপ্ত	anger	0.409
disappoint	নিরাশ করা	anger	0.409
lying	মিথ্যা	anger	0.408
epidemic	মহামারী	anger	0.406
tremor	কম্পন	anger	0.406
rail	রেল	anger	0.406
onerous	গুরুভার	anger	0.406
cacophony	শ্রুতিকটুতা	anger	0.406
unthinkable	অভাবনীয়	anger	0.406
forsaken	পরিত্যক্ত	anger	0.406
delusion	বিভ্রম	anger	0.406
wrongdoing	উন্মার্গ	anger	0.406
badger	ব্যাজার	anger	0.406
antipathy	বিদ্বেষ	anger	0.406
inequality	অসাম্য	anger	0.406
nuisance	উপদ্রব	anger	0.406
scrapie	scrapie	anger	0.406
wop	ওপ	anger	0.406
arguments	আর্গুমেন্ট	anger	0.404
affront	অপমান করা	anger	0.403
traumatic	আঘাতমূলক	anger	0.402
libel	পরনিন্দা	anger	0.400
sodding	sodding	anger	0.400
annoys	প্রস্তাবে রেগে	anger	0.400
watchout	সতর্ক থেকো	anger	0.398
soslow	খুবই ধীর	anger	0.398
frenetic	ফ্যানাটিক	anger	0.397
remiss	শিথিল	anger	0.397
barge	কিশতি	anger	0.396
howl	গর্জন	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	বক্সিং	anger	0.394
untoward	প্রতিকূল	anger	0.394
extinguish	নিভান	anger	0.394
keyed	অস্থির	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	অসম্মান	anger	0.394
illegal	অবৈধ	anger	0.394
rabble	জনতা	anger	0.394
actionable	অভিযোগ্য	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	প্রতারণা	anger	0.394
sue	আদালতে অভিযুক্ত করা	anger	0.394
